VFB_ID	external_ID	cell_types
VFB_0010016y	10529996	['adult gamma Kenyon cell']
VFB_0010016z	10535767	"[""alpha'/beta' anterior-posterior Kenyon cell""]"
VFB_0010016s	10523471	['adult gamma Kenyon cell']
VFB_0010016t	10523694	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010016u	10523736	['adult gamma Kenyon cell']
VFB_0010016v	10523930	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010017a	10537786	['adult gamma Kenyon cell']
VFB_0010017b	10543495	['alpha/beta Kenyon cell']
VFB_0010017c	10544066	['alpha/beta Kenyon cell']
VFB_0010017h	10558710	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010017i	10558882	['alpha/beta Kenyon cell']
VFB_0010017j	10559959	['adult gamma Kenyon cell']
VFB_0010017k	10560723	['adult gamma Kenyon cell']
VFB_0010017d	10548665	['alpha/beta Kenyon cell']
VFB_0010017e	10553847	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010017f	10555304	['alpha/beta Kenyon cell']
VFB_0010017g	10555500	['adult gamma Kenyon cell']
VFB_0010017p	10581191	['adult gamma Kenyon cell']
VFB_0010017q	10582149	['adult gamma Kenyon cell']
VFB_0010017r	10586365	['gamma main Kenyon cell']
VFB_0010017s	10590863	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010017l	10564118	['alpha/beta Kenyon cell']
VFB_0010017m	10571177	['adult gamma Kenyon cell']
VFB_0010017n	10575745	['adult gamma Kenyon cell']
VFB_0010017o	10580885	['alpha/beta Kenyon cell']
VFB_0010017x	10599945	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010017y	10600109	['adult gamma Kenyon cell']
VFB_0010017z	10600252	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010017t	10596146	['alpha/beta Kenyon cell']
VFB_0010017u	10597554	['alpha/beta Kenyon cell']
VFB_0010017v	10598907	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010017w	10599467	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010018a	10600496	['adult gamma Kenyon cell']
VFB_0010018b	10601543	['alpha/beta Kenyon cell']
VFB_0010018c	10603863	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010018d	10604732	['adult gamma Kenyon cell']
VFB_0010014e	10393576	['alpha/beta Kenyon cell']
VFB_0010014f	10394022	['adult gamma Kenyon cell']
VFB_0010014g	10394076	['adult gamma Kenyon cell']
VFB_0010014h	10395808	['adult gamma Kenyon cell']
VFB_0010014a	10391217	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010014b	10391602	['adult gamma Kenyon cell']
VFB_0010014c	10391788	['alpha/beta Kenyon cell']
VFB_0010014d	10392713	['alpha/beta Kenyon cell']
VFB_0010014m	10409919	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010014n	10411031	['adult gamma Kenyon cell']
VFB_0010014o	10412230	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010014p	10414897	['alpha/beta Kenyon cell']
VFB_0010014i	10398055	['alpha/beta Kenyon cell']
VFB_0010014j	10404798	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010014k	10406771	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010014l	10407523	['adult gamma Kenyon cell']
VFB_0010014u	10424192	['alpha/beta Kenyon cell']
VFB_0010014v	10424809	['adult gamma Kenyon cell']
VFB_0010014w	10425524	['adult gamma Kenyon cell']
VFB_0010014x	10426477	['adult gamma Kenyon cell']
VFB_0010014q	10420912	['adult gamma Kenyon cell']
VFB_0010014r	10422783	['alpha/beta Kenyon cell']
VFB_0010014s	10423970	['adult gamma Kenyon cell']
VFB_0010014t	10423975	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010015a	10438515	['alpha/beta Kenyon cell']
VFB_0010014y	10428047	['alpha/beta Kenyon cell']
VFB_0010014z	10437937	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010015f	10442958	['adult gamma Kenyon cell']
VFB_0010015g	10445458	['alpha/beta Kenyon cell']
VFB_0010015h	10446234	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010015i	10446518	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010015b	10440808	['adult gamma Kenyon cell']
VFB_0010015c	10441695	['alpha/beta Kenyon cell']
VFB_0010015d	10441722	['adult gamma Kenyon cell']
VFB_0010015e	10442427	['alpha/beta Kenyon cell']
VFB_0010015n	10454233	['adult gamma Kenyon cell']
VFB_0010015o	10459713	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010015p	10459871	['adult gamma Kenyon cell']
VFB_0010015q	10463422	['adult gamma Kenyon cell']
VFB_0010015j	10450311	['adult gamma Kenyon cell']
VFB_0010015k	10451071	['alpha/beta Kenyon cell']
VFB_0010015l	10451966	['adult gamma Kenyon cell']
VFB_0010015m	10452394	['alpha/beta Kenyon cell']
VFB_0010015v	10466793	['alpha/beta Kenyon cell']
VFB_0010015w	10466990	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010015x	10467043	['alpha/beta Kenyon cell']
VFB_0010015y	10467081	['adult gamma Kenyon cell']
VFB_0010015r	10463660	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010015s	10463734	['adult gamma Kenyon cell']
VFB_0010015t	10464881	['adult gamma Kenyon cell']
VFB_0010015u	10466118	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010016a	10469929	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010016b	10473791	['adult gamma Kenyon cell']
VFB_0010015z	10468873	['alpha/beta Kenyon cell']
VFB_0010012c	10241613	['adult gamma Kenyon cell']
VFB_0010012d	10245088	['alpha/beta Kenyon cell']
VFB_0010012e	10257379	['adult gamma Kenyon cell']
VFB_0010012f	10262401	['adult gamma Kenyon cell']
VFB_0010012a	10239037	['adult gamma Kenyon cell']
VFB_0010012b	10239046	['alpha/beta Kenyon cell']
VFB_0010012k	10286977	['adult gamma Kenyon cell']
VFB_0010012l	10288552	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010012m	10290400	['alpha/beta Kenyon cell']
VFB_0010012n	10290411	['adult gamma Kenyon cell']
VFB_0010012g	10265651	['adult gamma Kenyon cell']
VFB_0010012h	10268481	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010012i	10269119	['adult gamma Kenyon cell']
VFB_0010012j	10270053	['adult gamma Kenyon cell']
VFB_0010012s	10308894	['alpha/beta Kenyon cell']
VFB_0010012t	10310191	['alpha/beta Kenyon cell']
VFB_0010012u	10310581	['adult gamma Kenyon cell']
VFB_0010012v	10313021	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010012o	10294635	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010012p	10299767	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010012q	10303059	['alpha/beta Kenyon cell']
VFB_0010012r	10305312	['alpha/beta Kenyon cell']
VFB_0010012w	10323902	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010012x	10324353	['adult gamma Kenyon cell']
VFB_0010012y	10328122	['adult gamma Kenyon cell']
VFB_0010012z	10331589	['adult gamma Kenyon cell']
VFB_0010013d	10343242	['adult gamma Kenyon cell']
VFB_0010013e	10355090	['adult gamma Kenyon cell']
VFB_0010013f	10355323	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010013g	10356061	['adult gamma Kenyon cell']
VFB_0010013a	10339376	['alpha/beta Kenyon cell']
VFB_0010013b	10341807	['adult gamma Kenyon cell']
VFB_0010013c	10342135	['alpha/beta Kenyon cell']
VFB_0010013l	10364169	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010013m	10365614	['alpha/beta Kenyon cell']
VFB_0010013n	10367860	['adult gamma Kenyon cell']
VFB_0010013o	10372665	['adult gamma Kenyon cell']
VFB_0010013h	10358039	['adult gamma Kenyon cell']
VFB_0010013i	10360350	['adult gamma Kenyon cell']
VFB_0010013j	10362696	['adult gamma Kenyon cell']
VFB_0010013k	10363950	['adult gamma Kenyon cell']
VFB_0010013t	10379190	['alpha/beta Kenyon cell']
VFB_0010013u	10379849	['adult gamma Kenyon cell']
VFB_0010013v	10380890	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010013w	10381009	['adult gamma Kenyon cell']
VFB_0010013p	10373523	['adult gamma Kenyon cell']
VFB_0010013q	10375978	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010013r	10378090	['adult gamma Kenyon cell']
VFB_0010013s	10378275	['alpha/beta Kenyon cell']
VFB_0010013x	10389295	['alpha/beta Kenyon cell']
VFB_0010013y	10390239	['adult gamma Kenyon cell']
VFB_0010013z	10390526	['adult gamma Kenyon cell']
VFB_0010010a	10103558	['adult gamma Kenyon cell']
VFB_0010010b	10104463	['adult gamma Kenyon cell']
VFB_0010010c	10109368	['adult gamma Kenyon cell']
VFB_0010010d	10109866	['alpha/beta Kenyon cell']
VFB_0010010i	10121027	['alpha/beta Kenyon cell']
VFB_0010010j	10127007	['adult gamma Kenyon cell']
VFB_0010010k	10127045	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010010l	10129667	['alpha/beta Kenyon cell']
VFB_0010010e	10114996	['adult gamma Kenyon cell']
VFB_0010010f	10120487	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010010g	10120552	['adult gamma Kenyon cell']
VFB_0010010h	10120996	['adult gamma Kenyon cell']
VFB_0010010q	10150757	['adult gamma Kenyon cell']
VFB_0010010r	10152644	['alpha/beta Kenyon cell']
VFB_0010010s	10153962	['alpha/beta Kenyon cell']
VFB_0010010t	10155069	['adult gamma Kenyon cell']
VFB_0010010m	10139826	['adult gamma Kenyon cell']
VFB_0010010n	10142991	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010010o	10145641	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010010p	10146400	['adult gamma Kenyon cell']
VFB_0010010y	10165349	['alpha/beta Kenyon cell']
VFB_0010010z	10165814	['adult gamma Kenyon cell']
VFB_0010010u	10156117	['adult gamma Kenyon cell']
VFB_0010010v	10156811	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010010w	10160259	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010010x	10163221	['alpha/beta Kenyon cell']
VFB_0010011b	10179616	['adult gamma Kenyon cell']
VFB_0010011c	10179697	['alpha/beta Kenyon cell']
VFB_0010011d	10181090	['adult gamma Kenyon cell']
VFB_0010011e	10187187	"[""adult alpha'/beta' Kenyon cell""]"
VFB_0010011a	10166046	['adult gamma Kenyon cell']
VFB_0010011j	10199809	['adult gamma Kenyon cell']
VFB_0010011k	10201263	['alpha/beta Kenyon cell']
VFB_0010011l	10213125	['alpha/beta Kenyon cell']
VFB_0010011m	10217102	['adult gamma Kenyon cell']
VFB_0010011f	10187623	['adult gamma Kenyon cell']
VFB_0010011g	10189421	['adult gamma Kenyon cell']
VFB_0010011h	10190852	['alpha/beta Kenyon cell']
VFB_0010011i	10190897	['adult gamma Kenyon cell']
VFB_0010011r	10226548	['alpha/beta Kenyon cell']
VFB_0010011s	10228798	['adult gamma Kenyon cell']
VFB_0010011t	10228816	['gamma main Kenyon cell']
VFB_0010011u	10231591	['adult gamma Kenyon cell']
VFB_0010011n	10217558	['adult gamma Kenyon cell']
VFB_0010011o	10218115	['alpha/beta Kenyon cell']
VFB_0010011p	10220676	['adult gamma Kenyon cell']
VFB_0010011q	10221444	['adult gamma Kenyon cell']
VFB_0010011z	10238067	['adult gamma Kenyon cell']
VFB_0010011v	10234534	['alpha/beta Kenyon cell']
VFB_0010011w	10234859	['alpha/beta Kenyon cell']
VFB_0010011x	10235138	['adult gamma Kenyon cell']
VFB_0010011y	10235793	['alpha/beta Kenyon cell']
VFB_001000zl	10066406	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000zm	10076516	['alpha/beta Kenyon cell']
VFB_001000zn	10078931	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000zo	10081550	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000zh	10050004	['alpha/beta Kenyon cell']
VFB_001000zi	10056324	['alpha/beta Kenyon cell']
VFB_001000zj	10063656	['alpha/beta Kenyon cell']
VFB_001000zk	10064925	['alpha/beta Kenyon cell']
VFB_001000zt	10088468	['adult gamma Kenyon cell']
VFB_001000zu	10092291	['alpha/beta Kenyon cell']
VFB_001000zv	10094877	['alpha/beta Kenyon cell']
VFB_001000zw	10095862	['alpha/beta Kenyon cell']
VFB_001000zp	10082601	['alpha/beta Kenyon cell']
VFB_001000zq	10083320	['adult gamma Kenyon cell']
VFB_001000zr	10083795	"[""alpha'/beta' anterior-posterior Kenyon cell""]"
VFB_001000zs	10084201	['adult gamma Kenyon cell']
VFB_001000zx	10101073	['alpha/beta Kenyon cell']
VFB_001000zy	10102968	['adult gamma Kenyon cell']
VFB_001000zz	10103220	['adult gamma Kenyon cell']
VFB_001000xj	9863062	['alpha/beta Kenyon cell']
VFB_001000xk	9865759	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000xl	9866012	"[""alpha'/beta' anterior-posterior Kenyon cell""]"
VFB_001000xm	9866447	['adult gamma Kenyon cell']
VFB_001000xf	9844140	['alpha/beta Kenyon cell']
VFB_001000xg	9849708	['adult gamma Kenyon cell']
VFB_001000xh	9860757	['alpha/beta Kenyon cell']
VFB_001000xi	9862809	['adult gamma Kenyon cell']
VFB_001000xr	9874162	['alpha/beta Kenyon cell']
VFB_001000z4	10013816	['alpha/beta Kenyon cell']
VFB_001000xs	9876951	['alpha/beta Kenyon cell']
VFB_001000z5	10015835	['adult gamma Kenyon cell']
VFB_001000xt	9877356	['adult gamma Kenyon cell']
VFB_001000z6	10016781	['adult gamma Kenyon cell']
VFB_001000xu	9878440	['alpha/beta Kenyon cell']
VFB_001000z7	10017846	['adult gamma Kenyon cell']
VFB_001000xn	9866677	['alpha/beta Kenyon cell']
VFB_001000z0	9989648	['alpha/beta Kenyon cell']
VFB_001000xo	9872587	['alpha/beta Kenyon cell']
VFB_001000z1	10001130	['adult gamma Kenyon cell']
VFB_001000xp	9873884	['alpha/beta Kenyon cell']
VFB_001000z2	10007817	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000xq	9874011	['alpha/beta Kenyon cell']
VFB_001000z3	10012579	['adult gamma Kenyon cell']
VFB_001000xz	9885903	['alpha/beta Kenyon cell']
VFB_001000xv	9878694	['alpha/beta Kenyon cell']
VFB_001000z8	10023376	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000xw	9882057	['alpha/beta Kenyon cell']
VFB_001000z9	10024850	['adult gamma Kenyon cell']
VFB_001000xx	9882893	['alpha/beta Kenyon cell']
VFB_001000xy	9884778	['adult gamma Kenyon cell']
VFB_001000yc	9908355	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000yd	9917371	['adult gamma Kenyon cell']
VFB_001000ye	9919180	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000yf	9919241	['alpha/beta Kenyon cell']
VFB_001000ya	9907430	['alpha/beta Kenyon cell']
VFB_001000yb	9907633	['alpha/beta Kenyon cell']
VFB_001000yk	9946069	['alpha/beta Kenyon cell']
VFB_001000yl	9961387	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000ym	9964006	['adult gamma Kenyon cell']
VFB_001000yn	9964060	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000yg	9921619	['alpha/beta Kenyon cell']
VFB_001000yh	9929089	['adult gamma Kenyon cell']
VFB_001000yi	9934131	['adult gamma Kenyon cell']
VFB_001000yj	9939473	['adult gamma Kenyon cell']
VFB_001000ys	9969440	['adult gamma Kenyon cell']
VFB_001000yt	9971747	['adult gamma Kenyon cell']
VFB_001000yu	9976167	['adult gamma Kenyon cell']
VFB_001000yv	9982240	['alpha/beta Kenyon cell']
VFB_001000yo	9965421	['alpha/beta Kenyon cell']
VFB_001000yp	9965686	['adult gamma Kenyon cell']
VFB_001000yq	9967802	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000yr	9968835	['adult gamma Kenyon cell']
VFB_001000yw	9985327	['adult gamma Kenyon cell']
VFB_001000yx	9985453	['alpha/beta Kenyon cell']
VFB_001000yy	9987695	['adult gamma Kenyon cell']
VFB_001000yz	9989497	['adult gamma Kenyon cell']
VFB_001000zd	10035909	"[""alpha'/beta' anterior-posterior Kenyon cell""]"
VFB_001000ze	10041586	['adult gamma Kenyon cell']
VFB_001000zf	10047209	['adult gamma Kenyon cell']
VFB_001000zg	10049888	['adult gamma Kenyon cell']
VFB_001000za	10026445	['alpha/beta Kenyon cell']
VFB_001000zb	10028288	['alpha/beta Kenyon cell']
VFB_001000zc	10029882	['alpha/beta Kenyon cell']
VFB_001000vh	9629350	['adult gamma Kenyon cell']
VFB_001000vi	9632776	['adult gamma Kenyon cell']
VFB_001000vj	9633362	['alpha/beta Kenyon cell']
VFB_001000vk	9633777	['adult gamma Kenyon cell']
VFB_001000vd	9619107	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000ve	9619123	['alpha/beta Kenyon cell']
VFB_001000vf	9620635	['alpha/beta Kenyon cell']
VFB_001000vg	9623030	['alpha/beta Kenyon cell']
VFB_001000vp	9642060	['adult gamma Kenyon cell']
VFB_001000x2	9813280	['alpha/beta Kenyon cell']
VFB_001000vq	9642478	['adult gamma Kenyon cell']
VFB_001000x3	9814273	['adult gamma Kenyon cell']
VFB_001000vr	9645946	['adult gamma Kenyon cell']
VFB_001000x4	9815065	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000vs	9650635	['adult gamma Kenyon cell']
VFB_001000x5	9817277	['alpha/beta Kenyon cell']
VFB_001000vl	9634680	['adult gamma Kenyon cell']
VFB_001000vm	9634992	['alpha/beta Kenyon cell']
VFB_001000vn	9636324	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000x0	9797930	['adult gamma Kenyon cell']
VFB_001000vo	9641928	['adult gamma Kenyon cell']
VFB_001000x1	9810230	['alpha/beta Kenyon cell']
VFB_001000vx	9670369	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000vy	9671422	['adult gamma Kenyon cell']
VFB_001000vz	9672101	['adult gamma Kenyon cell']
VFB_001000vt	9654604	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000x6	9826707	['adult gamma Kenyon cell']
VFB_001000vu	9654666	['adult gamma Kenyon cell']
VFB_001000x7	9829259	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000x8	9829848	['adult gamma Kenyon cell']
VFB_001000vv	9657338	['adult gamma Kenyon cell']
VFB_001000vw	9664219	['alpha/beta Kenyon cell']
VFB_001000x9	9830207	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000wa	9710094	['adult gamma Kenyon cell']
VFB_001000wb	9710290	['adult gamma Kenyon cell']
VFB_001000wc	9711817	['adult gamma Kenyon cell']
VFB_001000wd	9717716	['adult gamma Kenyon cell']
VFB_001000wi	9735324	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000wj	9736645	['adult gamma Kenyon cell']
VFB_001000wk	9736667	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000wl	9737463	['alpha/beta Kenyon cell']
VFB_001000we	9722378	['adult gamma Kenyon cell']
VFB_001000wf	9725087	['alpha/beta Kenyon cell']
VFB_001000wg	9731376	['adult gamma Kenyon cell']
VFB_001000wh	9733078	['alpha/beta Kenyon cell']
VFB_001000wq	9752683	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000y3	9894033	['alpha/beta Kenyon cell']
VFB_001000wr	9756305	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000y4	9896992	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000ws	9758485	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000y5	9901029	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000wt	9758553	['adult gamma Kenyon cell']
VFB_001000y6	9903604	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000wm	9740044	['alpha/beta Kenyon cell']
VFB_001000wn	9742362	['adult gamma Kenyon cell']
VFB_001000y0	9887123	['adult gamma Kenyon cell']
VFB_001000wo	9742970	"[""alpha'/beta' anterior-posterior Kenyon cell""]"
VFB_001000y1	9889077	['adult gamma Kenyon cell']
VFB_001000wp	9745795	['adult gamma Kenyon cell']
VFB_001000y2	9890633	['adult gamma Kenyon cell']
VFB_001000wy	9790645	['alpha/beta Kenyon cell']
VFB_001000wz	9795149	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000wu	9762044	['adult gamma Kenyon cell']
VFB_001000y7	9903674	['adult gamma Kenyon cell']
VFB_001000wv	9762915	['adult gamma Kenyon cell']
VFB_001000y8	9904042	['alpha/beta Kenyon cell']
VFB_001000ww	9764382	['adult gamma Kenyon cell']
VFB_001000y9	9905307	['adult gamma Kenyon cell']
VFB_001000wx	9771064	['adult gamma Kenyon cell']
VFB_001000xb	9836579	['alpha/beta Kenyon cell']
VFB_001000xc	9836807	['alpha/beta Kenyon cell']
VFB_001000xd	9837038	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000xe	9840067	['adult gamma Kenyon cell']
VFB_001000xa	9830987	['alpha/beta Kenyon cell']
VFB_001000tf	9447875	['alpha/beta Kenyon cell']
VFB_001000tg	9447905	['alpha/beta Kenyon cell']
VFB_001000th	9447933	['alpha/beta Kenyon cell']
VFB_001000ti	9447968	['adult gamma Kenyon cell']
VFB_001000tb	9431053	"[""alpha'/beta' anterior-posterior Kenyon cell""]"
VFB_001000tc	9437371	['alpha/beta Kenyon cell']
VFB_001000td	9440771	['alpha/beta Kenyon cell']
VFB_001000te	9444179	['alpha/beta Kenyon cell']
VFB_001000tn	9464046	['alpha/beta Kenyon cell']
VFB_001000v0	9595661	['adult gamma Kenyon cell']
VFB_001000to	9466471	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000v1	9595700	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000tp	9469216	['adult gamma Kenyon cell']
VFB_001000v2	9596753	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000tq	9469390	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000v3	9597064	['alpha/beta Kenyon cell']
VFB_001000tj	9448028	['adult gamma Kenyon cell']
VFB_001000tk	9448180	['adult gamma Kenyon cell']
VFB_001000tl	9460891	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000tm	9460944	['adult gamma Kenyon cell']
VFB_001000tv	9480568	['alpha/beta Kenyon cell']
VFB_001000v8	9613452	['alpha/beta Kenyon cell']
VFB_001000tw	9480687	['adult gamma Kenyon cell']
VFB_001000v9	9613651	['adult gamma Kenyon cell']
VFB_001000tx	9491177	['adult gamma Kenyon cell']
VFB_001000ty	9493370	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000tr	9470598	['adult gamma Kenyon cell']
VFB_001000v4	9607636	['adult gamma Kenyon cell']
VFB_001000ts	9472074	['alpha/beta Kenyon cell']
VFB_001000v5	9607746	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000tt	9474961	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000v6	9608335	['adult gamma Kenyon cell']
VFB_001000tu	9476149	['adult gamma Kenyon cell']
VFB_001000v7	9611575	['alpha/beta Kenyon cell']
VFB_001000ua	9527109	['alpha/beta Kenyon cell']
VFB_001000ub	9527608	['alpha/beta Kenyon cell']
VFB_001000tz	9494838	['alpha/beta Kenyon cell']
VFB_001000ug	9535126	['alpha/beta Kenyon cell']
VFB_001000uh	9541552	['alpha/beta Kenyon cell']
VFB_001000ui	9545395	"[""adult alpha'/beta' Kenyon cell""]"
VFB_001000uj	9547059	['adult gamma Kenyon cell']
VFB_001000uc	9527942	['alpha/beta Kenyon cell']
VFB_001000ud	9528229	['adult gamma Kenyon cell']
VFB_001000ue	9532035	['alpha/beta Kenyon cell']
