skid	name	paper_id	paper_name	annotations	FBbt_ID
599603	neuron 12451 - elastic transform - flipped - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), left-right flipped (519387), right soma (492400), motor neuron (492396), leaves through damage (492994), skeleton (492337), right T1 leg nerve (493118), T1 leg motor neuron (492990), T1 leg motor neuron L1 bundle (493113), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 520073 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (599622), UPDATED FROM LINKED NEURON - 2020-07-18 05:37 PM (599450), UPDATED FROM LINKED NEURON - 2020-08-10 12:57 PM (649539), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
599625	neuron 12803 - elastic transform - flipped - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), left-right flipped (519387), motor neuron (492396), right soma (492400), leaves through damage (492994), skeleton (492337), right T1 leg nerve (493118), left-right homologs 9191 & 12803 (495359), T1 leg motor neuron (492990), T1 leg motor neuron L1 bundle (493113), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 519698 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (599644), UPDATED FROM LINKED NEURON - 2020-07-18 05:37 PM (599450), UPDATED FROM LINKED NEURON - 2020-08-10 12:08 PM (648901), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
599647	neuron 12402 - elastic transform - flipped - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), left-right flipped (519387), right soma (492400), motor neuron (492396), leaves through damage (492994), skeleton (492337), right T1 leg nerve (493118), left-right homologs 83815 & 12402 (493116), T1 leg motor neuron (492990), T1 leg motor neuron L1 bundle (493113), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 520978 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (599667), UPDATED FROM LINKED NEURON - 2020-07-18 05:37 PM (599450), UPDATED FROM LINKED NEURON - 2020-08-10 12:52 PM (649211), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
599670	neuron 2236 - elastic transform - flipped - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), left-right flipped (519387), right soma (492400), skeleton (492337), right T1 dorsal nerve (492511), motor neuron (492396), T1 leg motor neuron (492990), left-right homologs 13031 & 2236 (493655), T1 leg motor neuron D1 bundle (493653), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 520342 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (599688), UPDATED FROM LINKED NEURON - 2020-07-18 05:37 PM (599450), UPDATED FROM LINKED NEURON - 2020-08-10 12:59 PM (649649), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
599691	neuron 12822 - elastic transform - flipped - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), left-right flipped (519387), motor neuron (492396), leaves through damage (492994), right soma (492400), skeleton (492337), right T1 leg nerve (493118), left-right homologs 10407 & 12822 (493444), T1 leg motor neuron (492990), T1 leg motor neuron L1 bundle (493113), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 519832 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (599711), UPDATED FROM LINKED NEURON - 2020-07-18 05:37 PM (599450), UPDATED FROM LINKED NEURON - 2020-08-10 12:43 PM (648986), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
599478	neuron 48239 - elastic transform - flipped - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), left-right flipped (519387), motor neuron (492396), right soma (492400), skeleton (492337), right T1 leg nerve (493118), left-right homologs 10414 & 48239 (493532), T1 leg motor neuron (492990), T1 leg motor neuron L1 bundle (493113), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 520961 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (599494), UPDATED FROM LINKED NEURON - 2020-07-18 05:37 PM (599450), UPDATED FROM LINKED NEURON - 2020-08-10 12:52 PM (649211), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
599714	neuron 12321 - elastic transform - flipped - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), left-right flipped (519387), right T1 ventral nerve (492997), skeleton (492337), leaves through damage (492994), motor neuron (492396), right soma (492400), T1 leg motor neuron (492990), T1 leg motor neuron V3 bundle (492988), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 519962 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (599730), UPDATED FROM LINKED NEURON - 2020-07-18 05:37 PM (599450), UPDATED FROM LINKED NEURON - 2020-08-10 12:44 PM (649053), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
599212	neuron 10299 - elastic transform - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), left soma (492419), motor neuron (492396), posterior soma (492822), skeleton (492337), left T1 accessory nerve (493029), left-right homologs 10299 & 11944 (493027), T1 leg motor neuron (492990), T1 leg motor neuron A2 bundle (493024), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 493018 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (599228), UPDATED FROM LINKED NEURON - 2020-07-18 05:21 PM (596688), UPDATED FROM LINKED NEURON - 2020-08-10 12:45 PM (649116), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
599174	neuron 9171 - elastic transform - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), motor neuron (492396), left soma (492419), skeleton (492337), left T1 leg nerve (493342), T1 leg motor neuron (492990), left-right homologs 9171 & 3833 (498135), T1 leg motor neuron L3 bundle (495533), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 498127 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (599190), UPDATED FROM LINKED NEURON - 2020-07-18 05:21 PM (596688), UPDATED FROM LINKED NEURON - 2020-08-05 07:56 PM (640412), need to push updated tracing to pid 13 (645740), UPDATED FROM LINKED NEURON - 2020-08-10 02:28 PM (650991), top NBLAST hit for 21G01-LexA (652624), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
598738	neuron 16802 - elastic transform - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), motor neuron (492396), right soma (492400), skeleton (492337), right T1 leg nerve (493118), left-right homologs 12262 & 16802 (494493), T1 leg motor neuron (492990), T1 leg motor neuron L1 bundle (493113), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 494483 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (598753), UPDATED FROM LINKED NEURON - 2020-07-18 05:21 PM (596688), UPDATED FROM LINKED NEURON - 2020-08-10 02:26 PM (650895), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
598756	neuron 21098 - elastic transform - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), skeleton (492337), right T1 leg nerve (493118), motor neuron (492396), right soma (492400), T1 leg motor neuron (492990), T1 leg motor neuron L2 bundle (495110), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 496026 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (598770), UPDATED FROM LINKED NEURON - 2020-07-18 05:21 PM (596688), UPDATED FROM LINKED NEURON - 2020-08-10 12:52 PM (649211), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
598773	neuron 16857 - elastic transform - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), left T1 dorsal nerve (492416), skeleton (492337), motor neuron (492396), left soma (492419), left-right homologs 16857 & 11380 (495014), T1 leg motor neuron D2 bundle (495012), T1 leg motor neuron (492990), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 495004 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (598788), UPDATED FROM LINKED NEURON - 2020-07-18 05:21 PM (596688), UPDATED FROM LINKED NEURON - 2020-08-10 02:29 PM (651363), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
598791	neuron 11043 - elastic transform - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), right soma (492400), motor neuron (492396), leaves through damage (492994), skeleton (492337), right T1 leg nerve (493118), T1 leg motor neuron (492990), T1 leg motor neuron L1 bundle (493113), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 497053 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (598810), UPDATED FROM LINKED NEURON - 2020-07-18 05:21 PM (596688), UPDATED FROM LINKED NEURON - 2020-08-10 01:50 PM (650232), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
598813	neuron 12275 - elastic transform - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), right soma (492400), posterior soma (492822), motor neuron (492396), skeleton (492337), right T1 accessory nerve (493464), left-right homologs 9899 & 12275 (500977), T1 leg motor neuron (492990), T1 leg motor neuron A2 bundle (493024), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 502181 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (598830), UPDATED FROM LINKED NEURON - 2020-07-18 05:21 PM (596688), UPDATED FROM LINKED NEURON - 2020-08-10 02:47 PM (651971), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
598833	neuron 10776 - elastic transform - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), right soma (492400), motor neuron (492396), skeleton (492337), right T1 leg nerve (493118), left-right homologs 9001 & 10776 (495536), T1 leg motor neuron (492990), T1 leg motor neuron L3 bundle (495533), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 495527 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (598847), UPDATED FROM LINKED NEURON - 2020-07-18 05:21 PM (596688), UPDATED FROM LINKED NEURON - 2020-08-10 12:43 PM (648986), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
598850	neuron 11213 - elastic transform - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), right T1 leg nerve (493118), left-right homologs 9630 & 11213 (498101), leaves through damage (492994), skeleton (492337), right soma (492400), motor neuron (492396), T1 leg motor neuron (492990), T1 leg motor neuron L1 bundle (493113), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 498087 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (598870), UPDATED FROM LINKED NEURON - 2020-07-18 05:21 PM (596688), UPDATED FROM LINKED NEURON - 2020-08-10 02:28 PM (650991), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
598873	neuron 11787 - elastic transform - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), motor neuron (492396), left soma (492419), skeleton (492337), left T1 ventral nerve (493161), left-right homologs 11787 & 6654 (495325), T1 leg motor neuron (492990), T1 leg motor neuron V2 bundle (495322), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 500137 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (598888), UPDATED FROM LINKED NEURON - 2020-07-18 05:21 PM (596688), UPDATED FROM LINKED NEURON - 2020-08-10 12:08 PM (648901), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
598891	neuron 11468 - elastic transform - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), right soma (492400), motor neuron (492396), leaves through damage (492994), posterior soma (492822), skeleton (492337), right T1 leg nerve (493118), left-right homologs 9029 & 11468 (497628), T1 leg motor neuron (492990), T1 leg motor neuron L5 bundle (497625), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 499114 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (598911), UPDATED FROM LINKED NEURON - 2020-07-18 05:21 PM (596688), UPDATED FROM LINKED NEURON - 2020-08-10 12:59 PM (649649), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
598914	neuron 9552 - elastic transform - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), left soma (492419), skeleton (492337), left T1 leg nerve (493342), left-right homologs 9552 & 11062 (497422), motor neuron (492396), T1 leg motor neuron (492990), T1 leg motor neuron L1 bundle (493113), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 499628 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (598935), UPDATED FROM LINKED NEURON - 2020-07-18 05:21 PM (596688), UPDATED FROM LINKED NEURON - 2020-08-10 02:18 PM (650725), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
599193	neuron 476 - elastic transform - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), motor neuron (492396), left soma (492419), skeleton (492337), left T1 leg nerve (493342), left-right homologs 476 & 2180 (493192), T1 leg motor neuron (492990), T1 leg motor neuron L1 bundle (493113), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 495061 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (599209), UPDATED FROM LINKED NEURON - 2020-07-18 05:21 PM (596688), UPDATED FROM LINKED NEURON - 2020-08-10 02:29 PM (651363), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
598938	neuron 9857 - elastic transform - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), motor neuron (492396), left soma (492419), skeleton (492337), left T1 accessory nerve (493029), left-right homologs 9857 & 11657 (499812), T1 leg motor neuron (492990), T1 leg motor neuron A5 bundle (499809), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 500653 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (598953), UPDATED FROM LINKED NEURON - 2020-07-18 05:21 PM (596688), UPDATED FROM LINKED NEURON - 2020-08-05 08:17 PM (640611), need to push updated tracing to pid 13 (645740), UPDATED FROM LINKED NEURON - 2020-08-10 12:53 PM (649238), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
598976	neuron 12321 - elastic transform - radius 500	672231	Paper: Phelps, Hildebrand, Graham et al. 2020	tracing from electron microscopy (546593), right T1 ventral nerve (492997), skeleton (492337), leaves through damage (492994), motor neuron (492396), right soma (492400), T1 leg motor neuron (492990), T1 leg motor neuron V3 bundle (492988), pruned to nodes with radius 500 (593311), LINKED NEURON - radius pruned of skeleton id 492981 in project id 59 on server https://catmaid3.hms.harvard.edu/catmaidvnc (598991), UPDATED FROM LINKED NEURON - 2020-07-18 05:21 PM (596688), UPDATED FROM LINKED NEURON - 2020-08-10 12:44 PM (649053), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	
