skid	name	annotations	FBbt_id	FBbt_name	subject_id	subject_name
123088	neuron 123089	left T1 chordotonal nerve (76941), skeleton (66512), neck chordotonal neuron (227714), sensory neuron (9131), chordotonal neuron (19708), LINKED NEURON - copy of skeleton id 669424 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (669437), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_0010299z	neuron 123089 (FANC:669213)
123098	neuron 123099	left T1 chordotonal nerve (76941), skeleton (66512), neck chordotonal neuron (227714), sensory neuron (9131), chordotonal neuron (19708), LINKED NEURON - copy of skeleton id 669439 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (669452), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001029a0	neuron 123099 (FANC:669229)
123110	neuron 123111	left T1 chordotonal nerve (76941), skeleton (66512), neck chordotonal neuron (227714), sensory neuron (9131), chordotonal neuron (19708), LINKED NEURON - copy of skeleton id 669454 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (669467), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001029a1	neuron 123111 (FANC:669245)
123118	neuron 123119	left T1 chordotonal nerve (76941), skeleton (66512), neck chordotonal neuron (227714), sensory neuron (9131), chordotonal neuron (19708), LINKED NEURON - copy of skeleton id 669469 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (669482), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001029a2	neuron 123119 (FANC:669264)
123125	neuron 123126	left T1 chordotonal nerve (76941), skeleton (66512), neck chordotonal neuron (227714), sensory neuron (9131), chordotonal neuron (19708), LINKED NEURON - copy of skeleton id 669484 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (669497), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001029a3	neuron 123126 (FANC:669280)
123277	neuron 123278	sensory neuron (9131), left T1 chordotonal nerve (76941), skeleton (66512), neck chordotonal neuron (227714), LINKED NEURON - copy of skeleton id 662922 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (662936), chordotonal neuron (19708), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_0010290v	neuron 123278 (FANC:663955)
122918	neuron 122919	sensory neuron (9131), left T1 chordotonal nerve (76941), skeleton (66512), neck chordotonal neuron (227714), LINKED NEURON - copy of skeleton id 663362 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (663376), chordotonal neuron (19708), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_0010291w	neuron 122919 (FANC:664318)
123055	neuron 123056	sensory neuron (9131), left T1 chordotonal nerve (76941), skeleton (66512), neck chordotonal neuron (227714), LINKED NEURON - copy of skeleton id 663378 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (663392), chordotonal neuron (19708), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_0010291x	neuron 123056 (FANC:664331)
10242	neuron 10243	sensory neuron (9131), skeleton (66512), left T1 chordotonal nerve (76941), chordotonal neuron (19708), neck chordotonal neuron (227714), LINKED NEURON - copy of skeleton id 548059 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (548076), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028ke	neuron 10243 (FANC:547859)
10212	neuron 10213	sensory neuron (9131), skeleton (66512), left T1 chordotonal nerve (76941), chordotonal neuron (19708), neck chordotonal neuron (227714), LINKED NEURON - copy of skeleton id 548078 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (548091), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028kf	neuron 10213 (FANC:547875)
10247	neuron 10248	sensory neuron (9131), skeleton (66512), left T1 chordotonal nerve (76941), chordotonal neuron (19708), neck chordotonal neuron (227714), LINKED NEURON - copy of skeleton id 548093 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (548106), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028kg	neuron 10248 (FANC:547888)
10217	neuron 10218	sensory neuron (9131), skeleton (66512), left T1 chordotonal nerve (76941), chordotonal neuron (19708), neck chordotonal neuron (227714), LINKED NEURON - copy of skeleton id 548125 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (548138), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028ki	neuron 10218 (FANC:547915)
16011	neuron 16012	sensory neuron (9131), skeleton (66512), left T1 chordotonal nerve (76941), chordotonal neuron (19708), neck chordotonal neuron (227714), LINKED NEURON - copy of skeleton id 548140 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (548153), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028kj	neuron 16012 (FANC:547928)
10252	neuron 10253	sensory neuron (9131), skeleton (66512), left T1 chordotonal nerve (76941), chordotonal neuron (19708), neck chordotonal neuron (227714), LINKED NEURON - copy of skeleton id 548155 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (548169), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028kk	neuron 10253 (FANC:547941)
10258	neuron 10259	sensory neuron (9131), skeleton (66512), left T1 chordotonal nerve (76941), chordotonal neuron (19708), neck chordotonal neuron (227714), LINKED NEURON - copy of skeleton id 548205 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (548218), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028km	neuron 10259 (FANC:547981)
10227	neuron 10228	sensory neuron (9131), skeleton (66512), left T1 chordotonal nerve (76941), chordotonal neuron (19708), neck chordotonal neuron (227714), LINKED NEURON - copy of skeleton id 548220 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (548234), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028kn	neuron 10228 (FANC:547994)
10232	neuron 10233	sensory neuron (9131), skeleton (66512), left T1 chordotonal nerve (76941), chordotonal neuron (19708), neck chordotonal neuron (227714), LINKED NEURON - copy of skeleton id 548236 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (548250), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028ko	neuron 10233 (FANC:548007)
10237	neuron 10238	sensory neuron (9131), skeleton (66512), left T1 chordotonal nerve (76941), chordotonal neuron (19708), neck chordotonal neuron (227714), LINKED NEURON - copy of skeleton id 548267 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (548280), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028kp	neuron 10238 (FANC:548033)
12968	neuron 12969	sensory neuron (9131), skeleton (66512), right T1 chordotonal nerve (76962), chordotonal neuron (19708), neck chordotonal neuron (227714), LINKED NEURON - copy of skeleton id 548108 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (548123), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028kh	neuron 12969 (FANC:547901)
12813	neuron 12814	sensory neuron (9131), skeleton (66512), right T1 chordotonal nerve (76962), chordotonal neuron (19708), neck chordotonal neuron (227714), LINKED NEURON - copy of skeleton id 548171 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (548188), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028kl	neuron 12814 (FANC:547954)
12478	neuron 12479	sensory neuron (9131), skeleton (66512), right T1 chordotonal nerve (76962), chordotonal neuron (19708), neck chordotonal neuron (227714), LINKED NEURON - copy of skeleton id 548282 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (548299), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028kq	neuron 12479 (FANC:548046)
9872	neuron 9873	left soma (9996), posterior soma (10086), left T1 accessory nerve (76565), left T1 dorsal nerve (76630), efferent neuron (175234), T1 multinerve neuron (177341), LINKED NEURON - copy of skeleton id 441382 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (441406), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00049555	adult prothoracic multinerve neuron	VFB_001028f5	neuron 9873 (FANC:517296)
9771	neuron 9772	left soma (9996), posterior soma (10086), left T1 dorsal nerve (76630), left T1 accessory nerve (76565), efferent neuron (175234), T1 multinerve neuron (177341), LINKED NEURON - copy of skeleton id 441428 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (441718), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00049555	adult prothoracic multinerve neuron	VFB_001028eb	neuron 9772 (FANC:516721)
11697	neuron 11698	right soma (9992), posterior soma (10086), right T1 dorsal nerve (76615), efferent neuron (175234), T1 multinerve neuron (177341), LINKED NEURON - copy of skeleton id 441408 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (441426), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00049555	adult prothoracic multinerve neuron	VFB_001028d0	neuron 11698 (FANC:516098)
11439	neuron 11440	right soma (9992), posterior soma (10086), right T1 dorsal nerve (76615), efferent neuron (175234), T1 multinerve neuron (177341), LINKED NEURON - copy of skeleton id 441720 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (441739), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00049555	adult prothoracic multinerve neuron	VFB_001028ay	neuron 11440 (FANC:515119)
24425	neuron 24426	enveloping (27824), left T1 leg nerve (76667), sensory neuron (9131), LINKED NEURON - copy of skeleton id 394509 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (394523), T1 leg sensory neuron unclassified subtype (669956), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028g9	neuron 24426 (FANC:517818)
22989	neuron 22990	enveloping (27824), sensory neuron (9131), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 388847 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (388861), T1 leg sensory neuron unclassified subtype (669956), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010282z	neuron 22990 (FANC:512235)
189397	neuron 189398	left haltere nerve (180845), sensory neuron (9131), LINKED NEURON - copy of skeleton id 391099 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391112), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010288w	neuron 189398 (FANC:514285)
189483	neuron 189484	left haltere nerve (180845), sensory neuron (9131), LINKED NEURON - copy of skeleton id 391426 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391439), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010289v	neuron 189484 (FANC:514618)
189490	neuron 189491	left haltere nerve (180845), sensory neuron (9131), LINKED NEURON - copy of skeleton id 391457 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391470), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010289x	neuron 189491 (FANC:514644)
189532	neuron 189533	left haltere nerve (180845), sensory neuron (9131), LINKED NEURON - copy of skeleton id 391623 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391636), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028aa	neuron 189533 (FANC:514808)
189580	neuron 189581	left haltere nerve (180845), sensory neuron (9131), LINKED NEURON - copy of skeleton id 391814 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391827), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028ap	neuron 189581 (FANC:515006)
189595	neuron 189596	left haltere nerve (180845), sensory neuron (9131), LINKED NEURON - copy of skeleton id 391866 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391878), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028as	neuron 189596 (FANC:515046)
189602	neuron 189603	left haltere nerve (180845), sensory neuron (9131), LINKED NEURON - copy of skeleton id 391896 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (391909), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028au	neuron 189603 (FANC:515069)
189642	neuron 189643	left haltere nerve (180845), sensory neuron (9131), LINKED NEURON - copy of skeleton id 392044 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (392055), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028b4	neuron 189643 (FANC:515208)
189680	neuron 189681	left haltere nerve (180845), sensory neuron (9131), LINKED NEURON - copy of skeleton id 392193 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (392206), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028bg	neuron 189681 (FANC:515354)
189699	neuron 189700	left haltere nerve (180845), sensory neuron (9131), LINKED NEURON - copy of skeleton id 392363 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (392376), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028bp	neuron 189700 (FANC:515485)
189705	neuron 189706	left haltere nerve (180845), sensory neuron (9131), LINKED NEURON - copy of skeleton id 392378 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (392391), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028br	neuron 189706 (FANC:515511)
189722	neuron 189723	left haltere nerve (180845), sensory neuron (9131), LINKED NEURON - copy of skeleton id 392485 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (392497), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028bx	neuron 189723 (FANC:515592)
189901	neuron 189902	left haltere nerve (180845), sensory neuron (9131), LINKED NEURON - copy of skeleton id 393130 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (393143), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028de	neuron 189902 (FANC:516294)
81297	neuron 81298	left posterior dorsal mesothoracic nerve (79060), sensory neuron (9131), LINKED NEURON - copy of skeleton id 386854 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (386866), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028cr	neuron 81298 (FANC:515980)
22034	neuron 22035	left T1 anterior edge (27443), left T1 posterior edge (27446), sensory neuron (9131), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 393386 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (393403), T1 leg sensory neuron unclassified subtype (669956), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_001028e3	neuron 22035 (FANC:516617)
122984	neuron 122985	left T1 chordotonal nerve (76941), sensory neuron (9131), skeleton (66512), LINKED NEURON - copy of skeleton id 663703 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (663717), sensory neuron unclassified subtype (670246), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010292r	neuron 122985 (FANC:664590)
123006	neuron 123007	left T1 chordotonal nerve (76941), sensory neuron (9131), skeleton (66512), LINKED NEURON - copy of skeleton id 663864 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (663878), sensory neuron unclassified subtype (670246), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	FBbt:00058244	adult sensory neuron	VFB_0010293b	neuron 123007 (FANC:664721)
