skid	name	paper_id	paper_name	annotations	FBbt_ID
418	neuron 419	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 leg nerve (76667), sensory neuron (9131), LINKED NEURON - copy of skeleton id 388525 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (388537), bristle (32803), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
434	neuron 435	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	skeleton (66512), left T1 leg nerve (76667), sensory neuron (9131), bristle (32803), LINKED NEURON - copy of skeleton id 663394 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (663408), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
451	neuron 452	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 ventral edge (27422), sensory neuron (9131), bristle (32803), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 388781 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (388794), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
459	neuron 460	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 ventral edge (27422), bristle (32803), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 388828 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (388845), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
463	neuron 464	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), left T1 leg nerve (76667), left-right homologs 464 & 3823 (80935), T1 leg motor neuron (188570), T1 leg motor neuron L1 bundle (203154), LINKED NEURON - copy of skeleton id 254797 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (372443), top NBLAST hit for 22A08-Gal4 (652589), second NBLAST hit for 81A07-Gal4 (652595), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
467	neuron 468	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), left T1 leg nerve (76667), left-right homologs 468 & 15680 (80368), T1 leg motor neuron (188570), T1 leg motor neuron L1 bundle (203154), LINKED NEURON - copy of skeleton id 254846 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (372724), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
471	neuron 472	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), left T1 leg nerve (76667), left-right homologs 472 & 16026 (80641), T1 leg motor neuron (188570), T1 leg motor neuron L1 bundle (203154), LINKED NEURON - copy of skeleton id 254911 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (373599), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
475	neuron 476	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), left T1 leg nerve (76667), left-right homologs 476 & 2180 (80693), T1 leg motor neuron (188570), T1 leg motor neuron L1 bundle (203154), LINKED NEURON - copy of skeleton id 254971 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (373888), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
479	neuron 480	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), left T1 leg nerve (76667), left-right homologs 480 & 11285 (80060), T1 leg motor neuron (188570), T1 leg motor neuron L2 bundle (203098), LINKED NEURON - copy of skeleton id 254986 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (371816), need to push updated tracing to pid 13 (640677), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
483	neuron 484	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), left T1 leg nerve (76667), T1 leg motor neuron (188570), T1 leg motor neuron L2 bundle (203098), LINKED NEURON - copy of skeleton id 255048 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (372125), left-right homologs 484 & 10781 (601475), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
487	neuron 488	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), left T1 leg nerve (76667), T1 leg motor neuron (188570), T1 leg motor neuron L2 bundle (203098), LINKED NEURON - copy of skeleton id 255107 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (372751), left-right homologs 488 & 10971 (601478), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
491	neuron 492	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), left T1 leg nerve (76667), T1 leg motor neuron (188570), T1 leg motor neuron L1 bundle (203154), LINKED NEURON - copy of skeleton id 255167 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (373524), left-right homologs 492 & 12708 (631131), need to push updated tracing to pid 13 (640677), top NBLAST hit for 56H01-LexA (652587), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
495	neuron 496	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 posterior edge (27446), left T1 anterior edge (27443), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 389008 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389024), campaniform sensillum (80685), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
499	neuron 500	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 anterior edge (27443), left T1 posterior edge (27446), left T1 leg nerve (76667), possible hair plate (20947), LINKED NEURON - copy of skeleton id 389086 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389106), possible campaniform sensillum (80696), T1 leg sensory neuron unclassified subtype (669956), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
503	neuron 504	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), hair plate (32937), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 389123 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389138), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
511	neuron 512	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 ventral edge (27422), bristle (32803), sensory neuron (9131), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 389140 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389154), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
515	neuron 516	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	left T1 anterior edge (27443), sensory neuron (9131), bristle (32803), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 389156 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389171), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
523	neuron 524	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 posterior edge (27446), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 389173 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389189), possible nonoblique campaniform sensillum (229103), T1 leg sensory neuron unclassified subtype (669956), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
531	neuron 532	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 leg nerve (76667), hair plate (32937), LINKED NEURON - copy of skeleton id 389191 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389207), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
539	neuron 540	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 leg nerve (76667), campaniform sensillum (80685), LINKED NEURON - copy of skeleton id 389224 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389237), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
543	neuron 544	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 anterior edge (27443), left T1 posterior edge (27446), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 389239 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389256), ventral bifurcator (661980), T1 leg sensory neuron unclassified subtype (669956), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
547	neuron 548	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 posterior edge (27446), bristle (32803), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 389258 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389273), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
556	neuron 557	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 ventral edge (27422), bristle (32803), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 389290 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389305), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
560	neuron 561	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 ventral edge (27422), bristle (32803), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 389322 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389335), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
568	neuron 569	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 anterior edge (27443), bristle (32803), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 389337 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389353), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
572	neuron 573	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 anterior edge (27443), bristle (32803), left T1 leg nerve (76667), LINKED NEURON - copy of skeleton id 389373 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389388), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
580	neuron 581	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), left T1 leg nerve (76667), left-right homologs 581 & 11172 (79961), T1 leg motor neuron (188570), T1 leg motor neuron L3 bundle (203128), LINKED NEURON - copy of skeleton id 254718 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (373904), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
584	neuron 585	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 leg nerve (76667), possible stretch receptor (229710), LINKED NEURON - copy of skeleton id 389390 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (389415), T1 leg sensory neuron unclassified subtype (669956), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
2179	neuron 2180	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), leaves through damage (6550), right soma (9992), right T1 leg nerve (76710), left-right homologs 476 & 2180 (80693), T1 leg motor neuron (188570), T1 leg motor neuron L1 bundle (203154), LINKED NEURON - copy of skeleton id 394844 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (394865), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
2211	neuron 2212	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), right soma (9992), right T1 ventral nerve (76591), left-right homologs 10223 & 2212 (94617), T1 leg motor neuron (188570), T1 leg motor neuron V4 bundle (204088), LINKED NEURON - copy of skeleton id 396089 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (396106), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
2215	neuron 2216	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), right soma (9992), right T1 accessory nerve (76578), left-right homologs 9888 & 2216 (81124), T1 leg motor neuron (188570), T1 leg motor neuron A3 bundle (204035), LINKED NEURON - copy of skeleton id 396882 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (396902), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
2219	neuron 2220	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), leaves through damage (6550), right soma (9992), right T1 accessory nerve (76578), left-right homologs 9878 & 2220 (81127), T1 leg motor neuron (188570), T1 leg motor neuron A3 bundle (204035), LINKED NEURON - copy of skeleton id 396968 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (396990), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
2231	neuron 2232	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), right soma (9992), right T1 dorsal nerve (76615), neck motor neuron D bundle (198762), neck motor neuron (205319), LINKED NEURON - copy of skeleton id 441271 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (441287), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
2235	neuron 2236	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), right soma (9992), right T1 dorsal nerve (76615), T1 leg motor neuron (188570), left-right homologs 13031 & 2236 (193536), T1 leg motor neuron D1 bundle (198812), LINKED NEURON - copy of skeleton id 441325 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (441344), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
2713	neuron 2714	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), left T1 leg nerve (76667), left-right homologs 2714 & 6718 (80938), T1 leg motor neuron (188570), T1 leg motor neuron L1 bundle (203154), LINKED NEURON - copy of skeleton id 254392 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (373510), top NBLAST hit for 81A07-Gal4 (652584), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
3005	neuron 3006	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), right soma (9992), right T1 dorsal nerve (76615), neck motor neuron D bundle (198762), neck motor neuron (205319), LINKED NEURON - copy of skeleton id 441346 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (441361), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
3039	neuron 3040	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), right soma (9992), right T1 accessory nerve (76578), left-right homologs 9797 & 3040 (81133), T1 leg motor neuron (188570), T1 leg motor neuron A4 bundle (204079), LINKED NEURON - copy of skeleton id 397094 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (397116), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
3787	neuron 3788	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), right soma (9992), right T1 dorsal nerve (76615), neck motor neuron D bundle (198762), neck motor neuron (205319), LINKED NEURON - copy of skeleton id 441147 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (441163), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
3792	neuron 3793	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), right soma (9992), right T1 dorsal nerve (76615), neck motor neuron D bundle (198762), neck motor neuron (205319), LINKED NEURON - copy of skeleton id 441184 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (441211), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
3802	neuron 3803	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), right soma (9992), right T1 dorsal nerve (76615), neck motor neuron D bundle (198762), neck motor neuron (205319), LINKED NEURON - copy of skeleton id 441307 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (441323), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
3807	neuron 3808	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), leaves through damage (6550), right soma (9992), right T1 ventral nerve (76591), T1 leg motor neuron (188570), left-right homologs 10377 & 3808 (193524), T1 leg motor neuron V1 bundle (198732), LINKED NEURON - copy of skeleton id 396224 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (396266), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
3817	neuron 3818	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), right soma (9992), right T1 dorsal nerve (76615), neck motor neuron D bundle (198762), neck motor neuron (205319), LINKED NEURON - copy of skeleton id 441108 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (441126), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
3822	neuron 3823	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), right soma (9992), leaves through damage (6550), possible 22a08 (15286), right T1 leg nerve (76710), left-right homologs 464 & 3823 (80935), T1 leg motor neuron (188570), T1 leg motor neuron L1 bundle (203154), LINKED NEURON - copy of skeleton id 395804 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (395829), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
3832	neuron 3833	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	leaves through damage (6550), motor neuron (6541), right soma (9992), right T1 leg nerve (76710), T1 leg motor neuron (188570), left-right homologs 9171 & 3833 (193545), T1 leg motor neuron L3 bundle (203128), LINKED NEURON - copy of skeleton id 395912 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (395947), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
3837	neuron 3838	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), leaves through damage (6550), right soma (9992), possible 22a08 (15286), right T1 leg nerve (76710), left-right homologs 9025 & 3838 (79964), T1 leg motor neuron (188570), T1 leg motor neuron L3 bundle (203128), LINKED NEURON - copy of skeleton id 395969 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (396005), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
6105	neuron 6106	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	neuron (48247), right T1 leg nerve (76710), sensory neuron (9131), LINKED NEURON - copy of skeleton id 394703 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (394718), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
6121	neuron 6122	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), chordotonal neuron (19708), left T1 leg nerve (76667), T1 leg claw chordotonal neuron A bundle (227743), T1 leg claw chordotonal neuron (227785), LINKED NEURON - copy of skeleton id 379155 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (379170), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
6653	neuron 6654	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), right soma (9992), right T1 ventral nerve (76591), left-right homologs 11787 & 6654 (96290), T1 leg motor neuron (188570), T1 leg motor neuron V2 bundle (198707), LINKED NEURON - copy of skeleton id 396205 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (396222), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
6717	Neuron 6718	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), leaves through damage (6550), right soma (9992), right T1 leg nerve (76710), left-right homologs 2714 & 6718 (80938), T1 leg motor neuron (188570), T1 leg motor neuron L1 bundle (203154), LINKED NEURON - copy of skeleton id 395294 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (395362), top NBLAST hit for 81A07-Gal4 (652584), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
8564	neuron 8565	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), right soma (9992), right T1 ventral nerve (76591), T1 leg motor neuron (188570), left-right homologs 11817 & 8565 (193527), T1 leg motor neuron V1 bundle (198732), LINKED NEURON - copy of skeleton id 396187 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (396203), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
8991	neuron 8992	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), neuron (48247), left T1 leg nerve (76667), left-right homologs 8992 & 12425 (80326), T1 leg motor neuron (188570), T1 leg motor neuron L1 bundle (203154), LINKED NEURON - copy of skeleton id 254474 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (371808), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
8995	neuron 8996	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), left T1 leg nerve (76667), T1 leg motor neuron (188570), T1 leg motor neuron L1 bundle (203154), LINKED NEURON - copy of skeleton id 254510 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (372059), second NBLAST hit for 56H01-LexA (653325), need to push updated tracing to pid 13 (640677), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
9000	neuron 9001	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), left T1 leg nerve (76667), left-right homologs 9001 & 10776 (79967), T1 leg motor neuron (188570), T1 leg motor neuron L3 bundle (203128), LINKED NEURON - copy of skeleton id 254539 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (372134), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
9004	neuron 9005	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), left T1 leg nerve (76667), left-right homologs 9005 & 12786 (80329), T1 leg motor neuron (188570), T1 leg motor neuron L1 bundle (203154), LINKED NEURON - copy of skeleton id 254602 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (373076), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
9008	neuron 9009	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), neuron (48247), left T1 leg nerve (76667), left-right homologs 9009 & 11182 (80380), bilateral (88618), T1 leg motor neuron (188570), T1 leg motor neuron L1 bundle (203154), LINKED NEURON - copy of skeleton id 254637 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (373210), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
9012	neuron 9013	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), neuron (48247), left T1 leg nerve (76667), T1 leg motor neuron (188570), T1 leg motor neuron L1 bundle (203154), LINKED NEURON - copy of skeleton id 254656 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (373580), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
9016	neuron 9017	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 leg nerve (76667), hair plate (32937), LINKED NEURON - copy of skeleton id 390482 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (390496), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
9020	neuron 9021	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	sensory neuron (9131), left T1 posterior edge (27446), left T1 leg nerve (76667), hair plate (32937), LINKED NEURON - copy of skeleton id 390557 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (390571), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
9024	neuron 9025	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), left T1 leg nerve (76667), left-right homologs 9025 & 3838 (79964), T1 leg motor neuron (188570), T1 leg motor neuron L3 bundle (203128), LINKED NEURON - copy of skeleton id 254703 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (373836), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
9028	neuron 9029	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), posterior soma (10086), left T1 leg nerve (76667), left-right homologs 9029 & 11468 (96462), T1 leg motor neuron (188570), T1 leg motor neuron L5 bundle (203123), LINKED NEURON - copy of skeleton id 254733 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (371879), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
9170	neuron 9171	671028	Paper: Phelps, Hildebrand, Graham et al. 2020	motor neuron (6541), left soma (9996), left T1 leg nerve (76667), T1 leg motor neuron (188570), left-right homologs 9171 & 3833 (193545), T1 leg motor neuron L3 bundle (203128), LINKED NEURON - copy of skeleton id 254831 in project id 13 on server https://catmaid3.hms.harvard.edu/catmaidvnc (372534), need to push updated tracing to pid 13 (640677), top NBLAST hit for 21G01-LexA (652591), Paper: Phelps, Hildebrand, Graham et al. 2020 (671028)	
