skid	name	annotations	FBbt_id	FBbt_name	VFB_id	VFB_name
564284	neuron 102912 - elastic transform	receives 5+ total synapses in left T1 from left or right T1 bCS (564274), receives 2+ total synapses in left T1 from left or right T1 bCS (564066), midline soma (564278), central neuron (492377), LINKED NEURON - elastic transformation of skeleton id 102911 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (564472), UPDATED FROM LINKED NEURON - 2020-07-09 10:33 PM (564073), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:01 PM (657304), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00059274	adult CNS neuron	VFB_001028lc	neuron 102912 (FANC:564284)
564144	neuron 83593 - elastic transform	receives 5+ total synapses in left T1 from left or right T1 bCS (564274), receives 2+ total synapses in left T1 from left or right T1 bCS (564066), midline soma (564278), central neuron (492377), LINKED NEURON - elastic transformation of skeleton id 83592 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (564281), UPDATED FROM LINKED NEURON - 2020-07-09 10:33 PM (564073), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 09:23 PM (659394), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00059274	adult CNS neuron	VFB_001028lb	neuron 83593 (FANC:564144)
565218	neuron 65856 - elastic transform	receives 5+ total synapses in left T1 from left or right T1 bCS (564274), receives 2+ total synapses in left T1 from left or right T1 bCS (564066), needs review (565310), left soma (492419), central neuron (492377), LINKED NEURON - elastic transformation of skeleton id 65855 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (565314), UPDATED FROM LINKED NEURON - 2020-07-09 10:33 PM (564073), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:57 PM (656961), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00059274	adult CNS neuron	VFB_001028lp	neuron 65856 (FANC:565218)
669200	Neuron 123081 - elastic transform	chordotonal neuron (510846), sensory neuron (492331), neck chordotonal neuron (547864), skeleton (492337), left T1 chordotonal nerve (547867), LINKED NEURON - elastic transformation of skeleton id 123080 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (669210), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), tracing from electron microscopy (546593), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_0010299y	Neuron 123081 (FANC:669200)
669213	neuron 123089 - elastic transform	chordotonal neuron (510846), sensory neuron (492331), neck chordotonal neuron (547864), skeleton (492337), left T1 chordotonal nerve (547867), LINKED NEURON - elastic transformation of skeleton id 123088 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (669223), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), tracing from electron microscopy (546593), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_0010299z	neuron 123089 (FANC:669213)
669229	neuron 123099 - elastic transform	chordotonal neuron (510846), sensory neuron (492331), neck chordotonal neuron (547864), skeleton (492337), left T1 chordotonal nerve (547867), LINKED NEURON - elastic transformation of skeleton id 123098 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (669239), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), tracing from electron microscopy (546593), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001029a0	neuron 123099 (FANC:669229)
669245	neuron 123111 - elastic transform	chordotonal neuron (510846), sensory neuron (492331), neck chordotonal neuron (547864), skeleton (492337), left T1 chordotonal nerve (547867), LINKED NEURON - elastic transformation of skeleton id 123110 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (669255), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), tracing from electron microscopy (546593), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001029a1	neuron 123111 (FANC:669245)
669264	neuron 123119 - elastic transform	chordotonal neuron (510846), sensory neuron (492331), neck chordotonal neuron (547864), skeleton (492337), left T1 chordotonal nerve (547867), LINKED NEURON - elastic transformation of skeleton id 123118 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (669274), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), tracing from electron microscopy (546593), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001029a2	neuron 123119 (FANC:669264)
669280	neuron 123126 - elastic transform	chordotonal neuron (510846), sensory neuron (492331), neck chordotonal neuron (547864), skeleton (492337), left T1 chordotonal nerve (547867), LINKED NEURON - elastic transformation of skeleton id 123125 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (669290), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), tracing from electron microscopy (546593), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001029a3	neuron 123126 (FANC:669280)
669101	neuron 123297 - elastic transform	chordotonal neuron (510846), sensory neuron (492331), neck chordotonal neuron (547864), skeleton (492337), left T1 chordotonal nerve (547867), LINKED NEURON - elastic transformation of skeleton id 123296 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (669111), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), tracing from electron microscopy (546593), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_0010299r	neuron 123297 (FANC:669101)
669114	neuron 123302 - elastic transform	chordotonal neuron (510846), sensory neuron (492331), neck chordotonal neuron (547864), skeleton (492337), left T1 chordotonal nerve (547867), LINKED NEURON - elastic transformation of skeleton id 123301 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (669124), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), tracing from electron microscopy (546593), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_0010299s	neuron 123302 (FANC:669114)
669131	neuron 123307 - elastic transform	chordotonal neuron (510846), sensory neuron (492331), neck chordotonal neuron (547864), skeleton (492337), left T1 chordotonal nerve (547867), LINKED NEURON - elastic transformation of skeleton id 123306 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (669141), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), tracing from electron microscopy (546593), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_0010299t	neuron 123307 (FANC:669131)
669148	neuron 123312 - elastic transform	chordotonal neuron (510846), sensory neuron (492331), neck chordotonal neuron (547864), skeleton (492337), left T1 chordotonal nerve (547867), LINKED NEURON - elastic transformation of skeleton id 123311 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (669158), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), tracing from electron microscopy (546593), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_0010299u	neuron 123312 (FANC:669148)
669161	neuron 123317 - elastic transform	chordotonal neuron (510846), sensory neuron (492331), neck chordotonal neuron (547864), skeleton (492337), left T1 chordotonal nerve (547867), LINKED NEURON - elastic transformation of skeleton id 123316 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (669171), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), tracing from electron microscopy (546593), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_0010299v	neuron 123317 (FANC:669161)
669174	neuron 123322 - elastic transform	chordotonal neuron (510846), sensory neuron (492331), neck chordotonal neuron (547864), skeleton (492337), left T1 chordotonal nerve (547867), LINKED NEURON - elastic transformation of skeleton id 123321 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (669184), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), tracing from electron microscopy (546593), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_0010299w	neuron 123322 (FANC:669174)
669187	neuron 123327 - elastic transform	chordotonal neuron (510846), sensory neuron (492331), neck chordotonal neuron (547864), skeleton (492337), left T1 chordotonal nerve (547867), LINKED NEURON - elastic transformation of skeleton id 123326 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (669197), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), tracing from electron microscopy (546593), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_0010299x	neuron 123327 (FANC:669187)
547875	neuron 10213 - elastic transform	neck chordotonal neuron (547864), chordotonal neuron (510846), left T1 chordotonal nerve (547867), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 10212 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (547885), UPDATED FROM LINKED NEURON - 2020-07-05 11:19 PM (547873), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:47 PM (656316), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028kf	neuron 10213 (FANC:547875)
547915	neuron 10218 - elastic transform	neck chordotonal neuron (547864), chordotonal neuron (510846), left T1 chordotonal nerve (547867), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 10217 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (547925), UPDATED FROM LINKED NEURON - 2020-07-05 11:19 PM (547873), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:47 PM (656316), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028ki	neuron 10218 (FANC:547915)
547994	neuron 10228 - elastic transform	neck chordotonal neuron (547864), chordotonal neuron (510846), left T1 chordotonal nerve (547867), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 10227 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (548004), UPDATED FROM LINKED NEURON - 2020-07-05 11:19 PM (547873), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:47 PM (656316), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028kn	neuron 10228 (FANC:547994)
548007	neuron 10233 - elastic transform	neck chordotonal neuron (547864), chordotonal neuron (510846), left T1 chordotonal nerve (547867), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 10232 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (548017), UPDATED FROM LINKED NEURON - 2020-07-05 11:19 PM (547873), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:47 PM (656316), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028ko	neuron 10233 (FANC:548007)
548033	neuron 10238 - elastic transform	neck chordotonal neuron (547864), chordotonal neuron (510846), left T1 chordotonal nerve (547867), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 10237 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (548043), UPDATED FROM LINKED NEURON - 2020-07-05 11:19 PM (547873), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:47 PM (656316), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028kp	neuron 10238 (FANC:548033)
547859	neuron 10243 - elastic transform	neck chordotonal neuron (547864), chordotonal neuron (510846), left T1 chordotonal nerve (547867), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 10242 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (547871), UPDATED FROM LINKED NEURON - 2020-07-05 11:19 PM (547873), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:31 PM (655427), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028ke	neuron 10243 (FANC:547859)
547888	neuron 10248 - elastic transform	neck chordotonal neuron (547864), chordotonal neuron (510846), left T1 chordotonal nerve (547867), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 10247 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (547898), UPDATED FROM LINKED NEURON - 2020-07-05 11:19 PM (547873), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:31 PM (655427), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028kg	neuron 10248 (FANC:547888)
547941	neuron 10253 - elastic transform	neck chordotonal neuron (547864), chordotonal neuron (510846), left T1 chordotonal nerve (547867), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 10252 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (547951), UPDATED FROM LINKED NEURON - 2020-07-05 11:19 PM (547873), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:31 PM (655427), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028kk	neuron 10253 (FANC:547941)
547981	neuron 10259 - elastic transform	neck chordotonal neuron (547864), chordotonal neuron (510846), left T1 chordotonal nerve (547867), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 10258 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (547991), UPDATED FROM LINKED NEURON - 2020-07-05 11:19 PM (547873), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:31 PM (655427), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028km	neuron 10259 (FANC:547981)
547928	neuron 16012 - elastic transform	neck chordotonal neuron (547864), chordotonal neuron (510846), left T1 chordotonal nerve (547867), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 16011 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (547938), UPDATED FROM LINKED NEURON - 2020-07-05 11:19 PM (547873), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:45 PM (656202), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028kj	neuron 16012 (FANC:547928)
547954	neuron 12814 - elastic transform	neck chordotonal neuron (547864), chordotonal neuron (510846), right T1 chordotonal nerve (547908), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 12813 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (547964), UPDATED FROM LINKED NEURON - 2020-07-05 11:19 PM (547873), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:33 PM (655520), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028kl	neuron 12814 (FANC:547954)
547901	neuron 12969 - elastic transform	neck chordotonal neuron (547864), chordotonal neuron (510846), right T1 chordotonal nerve (547908), skeleton (492337), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 12968 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (547912), UPDATED FROM LINKED NEURON - 2020-07-05 11:19 PM (547873), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:34 PM (655557), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028kh	neuron 12969 (FANC:547901)
548046	neuron 12479 - elastic transform	neck chordotonal neuron (547864), chordotonal neuron (510846), sensory neuron (492331), skeleton (492337), right T1 chordotonal nerve (547908), LINKED NEURON - elastic transformation of skeleton id 12478 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (548056), UPDATED FROM LINKED NEURON - 2020-07-05 11:19 PM (547873), tracing from electron microscopy (546593), UPDATED FROM LINKED NEURON - 2020-08-12 08:32 PM (655470), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_001028kq	neuron 12479 (FANC:548046)
664318	neuron 122919 - elastic transform	neck chordotonal neuron (547864), skeleton (492337), left T1 chordotonal nerve (547867), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 122918 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (664328), UPDATED FROM LINKED NEURON - 2020-08-15 11:51 PM (663953), tracing from electron microscopy (546593), chordotonal neuron (510846), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_0010291w	neuron 122919 (FANC:664318)
663955	neuron 123278 - elastic transform	neck chordotonal neuron (547864), skeleton (492337), left T1 chordotonal nerve (547867), sensory neuron (492331), LINKED NEURON - elastic transformation of skeleton id 123277 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (663965), UPDATED FROM LINKED NEURON - 2020-08-15 11:51 PM (663953), tracing from electron microscopy (546593), chordotonal neuron (510846), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_0010290v	neuron 123278 (FANC:663955)
664682	neuron 122873 - elastic transform	neck chordotonal neuron (547864), skeleton (492337), sensory neuron (492331), left T1 chordotonal nerve (547867), LINKED NEURON - elastic transformation of skeleton id 122872 in project id 2 on server https://catmaid3.hms.harvard.edu/catmaidvnc (664692), UPDATED FROM LINKED NEURON - 2020-08-15 11:51 PM (663953), tracing from electron microscopy (546593), chordotonal neuron (510846), UPDATED FROM LINKED NEURON - 2020-08-19 02:45 PM (669077), Paper: Phelps, Hildebrand, Graham et al. 2020 (672231)	FBbt:00053163	adult prosternal chordotonal organ neuron	VFB_0010292y	neuron 122873 (FANC:664682)
