skid	name	annotation_id	annotation_name	annotaion_id
5391502	Putative T4a 5391503 CPM		FBbt:00003732	17691710.0
5440002	Putative T4a 5440003 CPM		FBbt:00003732	17691710.0
5444209	Putative T4a 5444210 CPM		FBbt:00003732	17691710.0
5445824	Putative T4a 5445825 CPM		FBbt:00003732	17691710.0
5447334	Putative T4a 5447335 CPM		FBbt:00003732	17691710.0
5483167	Putative T4a 5483168 CPM		FBbt:00003732	17691710.0
5535858	Putative T4a 5535859 CPM		FBbt:00003732	17691710.0
5559723	Putative T4a 5559724 CPM		FBbt:00003732	17691710.0
5632379	Putative T4a 5632380 CPM		FBbt:00003732	17691710.0
5646961	Putative T4a 5646962 CPM		FBbt:00003732	17691710.0
5860469	Putative T4a 5860470 CPM		FBbt:00003732	17691710.0
5956857	Putative T4a 5956858 CPM		FBbt:00003732	17691710.0
6118417	Putative T4a 6118418 CPM		FBbt:00003732	17691710.0
6236392	Putative T4a 6236393 CPM		FBbt:00003732	17691710.0
6332734	Putative T4a 6332735 CPM		FBbt:00003732	17691710.0
6497501	Putative T4a 6497502 CPM		FBbt:00003732	17691710.0
6537901	Putative T4a 6537902 CPM		FBbt:00003732	17691710.0
6934206	Putative T4a 6934207 CPM		FBbt:00003732	17691710.0
7139076	Putative T4a 7139077 CPM		FBbt:00003732	17691710.0
8331916	Putative T4a 8331917 CPM		FBbt:00003732	17691710.0
8371221	Putative T4a 8371222 CPM		FBbt:00003732	17691710.0
8431191	Putative T4a 8431192 MF		FBbt:00003732	17691710.0
8462193	Putative T4a 8462194 CL		FBbt:00003732	17691710.0
9215386	Putative T4a 9215387 BG		FBbt:00003732	17691710.0
9501514	Putative T4a 9501515 MF		FBbt:00003732	17691710.0
9880570	Putative T4a 9880571 BG		FBbt:00003732	17691710.0
10721738	Putative T4a 10721739 AT		FBbt:00003732	17691710.0
11412142	Putative T4a 11412143 AT		FBbt:00003732	17691710.0
11430311	Putative T4a 11430312 AT		FBbt:00003732	17691710.0
11646671	Putative T4a 11646672 BG		FBbt:00003732	17691710.0
11755116	Putative T4a 11755117 BG		FBbt:00003732	17691710.0
11966849	Putative T4a 11966850 AT		FBbt:00003732	17691710.0
12090395	Putative T4a 12090396 BG		FBbt:00003732	17691710.0
17023584	Putative T4a 17023585 HL		FBbt:00003732	17691710.0
17023730	Putative T4a 17023731 HL		FBbt:00003732	17691710.0
1177714	Putative T4b 1177715 ZSG		FBbt:00003733	17691749.0
2195736	Putative T4b 2195737 CL		FBbt:00003733	17691749.0
5261059	Putative T4b 5261060 CPM		FBbt:00003733	17691749.0
5306046	Putative T4b 5306047 CPM		FBbt:00003733	17691749.0
5324438	Putative T4b 5324439 CPM		FBbt:00003733	17691749.0
5409822	Putative T4b 5409823 CPM		FBbt:00003733	17691749.0
5425729	Putative T4b 5425730 CPM		FBbt:00003733	17691749.0
5436803	Putative T4b 5436804 CPM		FBbt:00003733	17691749.0
5440955	Putative T4b 5440956 CPM		FBbt:00003733	17691749.0
5447773	Putative T4b 5447774 CPM		FBbt:00003733	17691749.0
5449664	Putative T4b 5449665 CPM		FBbt:00003733	17691749.0
5482885	Putative T4b 5482886 CPM		FBbt:00003733	17691749.0
5487777	Putative T4b 5487778 CPM		FBbt:00003733	17691749.0
5496569	Putative T4b 5496570 CPM		FBbt:00003733	17691749.0
5614634	Putative T4b 5614635 CPM		FBbt:00003733	17691749.0
5646083	Putative T4b 5646084 CPM		FBbt:00003733	17691749.0
5647133	Putative T4b 5647134 CPM		FBbt:00003733	17691749.0
5669023	Putative T4b 5669024 CPM		FBbt:00003733	17691749.0
5908440	Putative T4b 5908441 CPM		FBbt:00003733	17691749.0
5994673	Putative T4b 5994674 CPM		FBbt:00003733	17691749.0
6018638	Putative T4b 6018639 CPM		FBbt:00003733	17691749.0
6090751	Putative T4b 6090752 CPM		FBbt:00003733	17691749.0
6138553	Putative T4b 6138554 CPM		FBbt:00003733	17691749.0
6332079	Putative T4b 6332080 CPM		FBbt:00003733	17691749.0
6481408	Putative T4b 6481409 CPM		FBbt:00003733	17691749.0
6586543	Putative T4b 6586544 CPM		FBbt:00003733	17691749.0
6618619	Putative T4b 6618620 CPM		FBbt:00003733	17691749.0
6665395	Putative T4b 6665396 CPM		FBbt:00003733	17691749.0
6666977	Putative T4b 6666978 CPM		FBbt:00003733	17691749.0
6671825	Putative T4b 6671826 CPM		FBbt:00003733	17691749.0
6700529	Putative T4b 6700530 CPM		FBbt:00003733	17691749.0
6940568	Putative T4b 6940569 CPM		FBbt:00003733	17691749.0
6980083	Putative T4b 6980084 CPM		FBbt:00003733	17691749.0
6991012	Putative T4b 6991013 CPM		FBbt:00003733	17691749.0
7052819	Putative T4b 7052820 CPM		FBbt:00003733	17691749.0
7112001	Putative T4b 7112002 CPM		FBbt:00003733	17691749.0
7142552	Putative T4b 7142553 CPM		FBbt:00003733	17691749.0
7179797	Putative T4b 7179798 CPM		FBbt:00003733	17691749.0
7189429	Putative T4b 7189430 CPM		FBbt:00003733	17691749.0
7204932	Putative T4b 7204933 CPM		FBbt:00003733	17691749.0
7288816	Putative T4b 7288817 CPM		FBbt:00003733	17691749.0
7331245	Putative T4b 7331246 CPM		FBbt:00003733	17691749.0
7354439	Putative T4b 7354440 CPM		FBbt:00003733	17691749.0
7377162	Putative T4b 7377163 CPM		FBbt:00003733	17691749.0
8085479	Putative T4b 8085480 CPM		FBbt:00003733	17691749.0
8089372	Putative T4b 8089373 CPM		FBbt:00003733	17691749.0
8092036	Putative T4b 8092037 CPM		FBbt:00003733	17691749.0
8093592	Putative T4b 8093593 CPM		FBbt:00003733	17691749.0
8102933	Putative T4b 8102934 CPM		FBbt:00003733	17691749.0
8103088	Putative T4b 8103089 CPM		FBbt:00003733	17691749.0
8131886	Putative T4b 8131887 CPM		FBbt:00003733	17691749.0
8132924	Putative T4b 8132925 CPM		FBbt:00003733	17691749.0
8138340	Putative T4b 8138341 CPM		FBbt:00003733	17691749.0
8316349	Putative T4b 8316350 MF		FBbt:00003733	17691749.0
8350428	Putative T4b 8350429 MF		FBbt:00003733	17691749.0
8360810	Putative T4b 8360811 CPM		FBbt:00003733	17691749.0
8374589	Putative T4b 8374590 MF		FBbt:00003733	17691749.0
8428179	Putative T4b 8428180 MF		FBbt:00003733	17691749.0
8458835	Putative T4b 8458836 CL		FBbt:00003733	17691749.0
8463548	Putative T4b 8463549 HL		FBbt:00003733	17691749.0
8464764	Putative T4b 8464765 MF		FBbt:00003733	17691749.0
8480501	Putative T4b 8480502 CL		FBbt:00003733	17691749.0
8499292	Putative T4b 8499293 CL		FBbt:00003733	17691749.0
8499721	Putative T4b 8499722 CL		FBbt:00003733	17691749.0
8520550	Putative T4b 8520551 CL		FBbt:00003733	17691749.0
8533079	Putative T4b 8533080 CL		FBbt:00003733	17691749.0
8558777	Putative T4b 8558778 CL		FBbt:00003733	17691749.0
8561306	Putative T4b 8561307 CL		FBbt:00003733	17691749.0
8564919	Putative T4b 8564920 CL		FBbt:00003733	17691749.0
8576230	Putative T4b 8576231 CL		FBbt:00003733	17691749.0
8592133	Putative T4b 8592134 MF		FBbt:00003733	17691749.0
8592320	Putative T4b 8592321 MF		FBbt:00003733	17691749.0
8600629	Putative T4b 8600630 MF		FBbt:00003733	17691749.0
8604098	Putative T4b 8604099 MF		FBbt:00003733	17691749.0
8606720	Putative T4b 8606721 MF		FBbt:00003733	17691749.0
8610805	Putative T4b 8610806 MF		FBbt:00003733	17691749.0
8619710	Putative T4b 8619711 MF		FBbt:00003733	17691749.0
8621812	Putative T4b 8621813 CL		FBbt:00003733	17691749.0
8627927	Putative T4b 8627928 CL		FBbt:00003733	17691749.0
8631632	Putative T4b 8631633 CL		FBbt:00003733	17691749.0
8646419	Putative T4b 8646420 CL		FBbt:00003733	17691749.0
8661129	Putative T4b 8661130 MF		FBbt:00003733	17691749.0
8672509	Putative T4b 8672510 MF		FBbt:00003733	17691749.0
8686109	Putative T4b 8686110 CL		FBbt:00003733	17691749.0
8707934	Putative T4b 8707935 MF		FBbt:00003733	17691749.0
8716446	Putative T4b 8716447 MF		FBbt:00003733	17691749.0
8730623	Putative T4b 8730624 MF		FBbt:00003733	17691749.0
8737136	Putative T4b 8737137 MF		FBbt:00003733	17691749.0
8746468	Putative T4b 8746469 MF		FBbt:00003733	17691749.0
8785475	Putative T4b 8785476 MF		FBbt:00003733	17691749.0
8857146	Putative T4b 8857147 MF		FBbt:00003733	17691749.0
8892133	Putative T4b 8892134 MF		FBbt:00003733	17691749.0
8957775	Putative T4b 8957776 MF		FBbt:00003733	17691749.0
8967053	Putative T4b 8967054 MF		FBbt:00003733	17691749.0
9143289	Putative T4b 9143290 MF		FBbt:00003733	17691749.0
9171715	Putative T4b 9171716 MF		FBbt:00003733	17691749.0
9315457	Putative T4b 9315458 MF		FBbt:00003733	17691749.0
9345243	Putative T4b 9345244 MF		FBbt:00003733	17691749.0
9759637	Putative T4b 9759638 HL		FBbt:00003733	17691749.0
9871863	Putative T4b 9871864 HL		FBbt:00003733	17691749.0
9970843	Putative T4b 9970844 HL		FBbt:00003733	17691749.0
9996235	Putative T4b 9996236 BG		FBbt:00003733	17691749.0
10455508	Putative T4b 10455509 CL		FBbt:00003733	17691749.0
10456209	Putative T4b 10456210 CL		FBbt:00003733	17691749.0
10464926	Putative T4b 10464927 CL		FBbt:00003733	17691749.0
10465902	Putative T4b 10465903 CL		FBbt:00003733	17691749.0
10467759	Putative T4b 10467760 CL		FBbt:00003733	17691749.0
10468429	Putative T4b 10468430 CL		FBbt:00003733	17691749.0
10469452	Putative T4b 10469453 CL		FBbt:00003733	17691749.0
10470533	Putative T4b 10470534 CL		FBbt:00003733	17691749.0
10497821	Putative T4b 10497822 AT		FBbt:00003733	17691749.0
10499103	Putative T4b 10499104 AT		FBbt:00003733	17691749.0
10512925	Putative T4b 10512926 CL		FBbt:00003733	17691749.0
10522298	Putative T4b 10522299 CL		FBbt:00003733	17691749.0
10522475	Putative T4b 10522476 CL		FBbt:00003733	17691749.0
10527257	Putative T4b 10527258 CL		FBbt:00003733	17691749.0
10540573	Putative T4b 10540574 CL		FBbt:00003733	17691749.0
10545434	Putative T4b 10545435 CL		FBbt:00003733	17691749.0
10582249	Putative T4b 10582250 CL		FBbt:00003733	17691749.0
10585952	Putative T4b 10585953 CL		FBbt:00003733	17691749.0
10586470	Putative T4b 10586471 CL		FBbt:00003733	17691749.0
10596177	Putative T4b 10596178 CL		FBbt:00003733	17691749.0
10598237	Putative T4b 10598238 CL		FBbt:00003733	17691749.0
10599037	Putative T4b 10599038 CL		FBbt:00003733	17691749.0
10599329	Putative T4b 10599330 CL		FBbt:00003733	17691749.0
10604481	Putative T4b 10604482 CL		FBbt:00003733	17691749.0
10621489	Putative T4b 10621490 AT		FBbt:00003733	17691749.0
10622748	Putative T4b 10622749 AT		FBbt:00003733	17691749.0
10624194	Putative T4b 10624195 AT		FBbt:00003733	17691749.0
10626377	Putative T4b 10626378 AT		FBbt:00003733	17691749.0
10657237	Putative T4b 10657238 CL		FBbt:00003733	17691749.0
10658284	Putative T4b 10658285 CL		FBbt:00003733	17691749.0
10658825	Putative T4b 10658826 CL		FBbt:00003733	17691749.0
10659078	Putative T4b 10659079 CL		FBbt:00003733	17691749.0
10667381	Putative T4b 10667382 CL		FBbt:00003733	17691749.0
10701384	Putative T4b 10701385 CL		FBbt:00003733	17691749.0
10718661	Putative T4b 10718662 CL		FBbt:00003733	17691749.0
10719120	Putative T4b 10719121 AT		FBbt:00003733	17691749.0
10719424	Putative T4b 10719425 CL		FBbt:00003733	17691749.0
10721699	Putative T4b 10721700 CL		FBbt:00003733	17691749.0
10749235	Putative T4b 10749236 CL		FBbt:00003733	17691749.0
11364711	Putative T4b 11364712 AT		FBbt:00003733	17691749.0
11379381	Putative T4b 11379382 AT		FBbt:00003733	17691749.0
11433942	Putative T4b 11433943 AT		FBbt:00003733	17691749.0
11440919	Putative T4b 11440920 BG		FBbt:00003733	17691749.0
11488881	Putative T4b 11488882 AT		FBbt:00003733	17691749.0
11642486	Putative T4b 11642487 AT		FBbt:00003733	17691749.0
11645403	Putative T4b 11645404 AT		FBbt:00003733	17691749.0
11760844	Putative T4b 11760845 BG		FBbt:00003733	17691749.0
11823756	Putative T4b 11823757 AT		FBbt:00003733	17691749.0
11883462	Putative T4b 11883463 CL		FBbt:00003733	17691749.0
11925045	Putative T4b 11925046 AT		FBbt:00003733	17691749.0
12697254	Putative T4b 12697255 AT		FBbt:00003733	17691749.0
12848041	Putative T4b 12848042 MF		FBbt:00003733	17691749.0
12914144	Putative T4b 12914145 AT		FBbt:00003733	17691749.0
13281020	Putative T4b 13281021 BG		FBbt:00003733	17691749.0
13351174	Putative T4b 13351175 AT		FBbt:00003733	17691749.0
13428316	Putative T4b 10020298 CL		FBbt:00003733	17691749.0
13453421	Putative T4b 13453422 BG		FBbt:00003733	17691749.0
13551239	Putative T4b 13551240 AT		FBbt:00003733	17691749.0
13558160	Putative T4b 13558161 BG		FBbt:00003733	17691749.0
13585217	Putative T4b 13585218 AT		FBbt:00003733	17691749.0
13662436	Putative T4b 13662437 BG		FBbt:00003733	17691749.0
13689364	Putative T4b 13689365 AT		FBbt:00003733	17691749.0
13714915	Putative T4b 13714916 BG		FBbt:00003733	17691749.0
13726077	Putative T4b 13726078 AT		FBbt:00003733	17691749.0
13739820	Putative T4b 13739821 BG		FBbt:00003733	17691749.0
13754804	Putative T4b 13754805 AT		FBbt:00003733	17691749.0
13780189	Putative T4b 13780190 BG		FBbt:00003733	17691749.0
13795092	Putative T4b 13795093 AT		FBbt:00003733	17691749.0
13816606	Putative T4b 13816607 BG		FBbt:00003733	17691749.0
13877217	Putative T4b 13877218 BG		FBbt:00003733	17691749.0
17010905	Putative T4b 17010906 AT		FBbt:00003733	17691749.0
17023152	Putative T4b 17023153 HL		FBbt:00003733	17691749.0
17023763	Putative T4b 17023764 HL		FBbt:00003733	17691749.0
17097009	Putative T4b 10604737 CL		FBbt:00003733	17691749.0
5335276	Putative T4c 5335277 CPM		FBbt:00003734	17691926.0
5434092	Putative T4c 5434093 CPM		FBbt:00003734	17691926.0
5671937	Putative T4c 5671938 CPM		FBbt:00003734	17691926.0
5892816	Putative T4c 5892817 CPM		FBbt:00003734	17691926.0
6494834	Putative T4c 6494835 CPM		FBbt:00003734	17691926.0
7140549	Putative T4c 7140550 CPM		FBbt:00003734	17691926.0
7141363	Putative T4c 7141364 CPM		FBbt:00003734	17691926.0
8367030	Putative T4c 8367031 CPM		FBbt:00003734	17691926.0
8431106	Putative T4c 8431107 MF		FBbt:00003734	17691926.0
11279787	Putative T4c 11279788 AT		FBbt:00003734	17691926.0
11282477	Putative T4c 11282478 AT		FBbt:00003734	17691926.0
11301434	Putative T4c 11301435 AT		FBbt:00003734	17691926.0
11441138	Putative T4c 11441139 BG		FBbt:00003734	17691926.0
11442375	Putative T4c 11442376 BG		FBbt:00003734	17691926.0
11560744	Putative T4c 11560745 BG		FBbt:00003734	17691926.0
11643975	Putative T4c 11643976 BG		FBbt:00003734	17691926.0
12074203	Putative T4c 12074204 AT		FBbt:00003734	17691926.0
12140357	Putative T4c 12140358 AT		FBbt:00003734	17691926.0
16807325	Putative T4c 16807326 AT		FBbt:00003734	17691926.0
17018549	Putative T4c 17018550 HL		FBbt:00003734	17691926.0
17018569	Putative T4c 17018570 HL		FBbt:00003734	17691926.0
17038351	Putative T4c 17038352 AT		FBbt:00003734	17691926.0
1737101	Putative T4d 1737102 AT		FBbt:00003735	17691949.0
1857918	Putative T4d 1857919 HL		FBbt:00003735	17691949.0
1949451	Putative T4d 1949452 AT		FBbt:00003735	17691949.0
2107285	Putative T4d 2107286 AT		FBbt:00003735	17691949.0
5244852	Putative T4d 5244853 CPM		FBbt:00003735	17691949.0
5294348	Putative T4d 5294349 CPM		FBbt:00003735	17691949.0
5301337	Putative T4d 5301338 CPM		FBbt:00003735	17691949.0
5344043	Putative T4d 5344044 CPM		FBbt:00003735	17691949.0
5403109	Putative T4d 5403110 CPM		FBbt:00003735	17691949.0
5415150	Putative T4d 5415151 CPM		FBbt:00003735	17691949.0
5446306	Putative T4d 5446307 CPM		FBbt:00003735	17691949.0
5466127	Putative T4d 5466128 CPM		FBbt:00003735	17691949.0
5556148	Putative T4d 5556149 CPM		FBbt:00003735	17691949.0
5577257	Putative T4d 5577258 CPM		FBbt:00003735	17691949.0
5599782	Putative T4d 5599783 CPM		FBbt:00003735	17691949.0
5602939	Putative T4d 5602940 CPM		FBbt:00003735	17691949.0
5632663	Putative T4d 5632664 CPM		FBbt:00003735	17691949.0
5646689	Putative T4d 5646690 CPM		FBbt:00003735	17691949.0
5646798	Putative T4d 5646799 CPM		FBbt:00003735	17691949.0
6329933	Putative T4d 6329934 CPM		FBbt:00003735	17691949.0
7139333	Putative T4d 7139334 CPM		FBbt:00003735	17691949.0
7142181	Putative T4d 7142182 CPM		FBbt:00003735	17691949.0
7175366	Putative T4d 7175367 CPM		FBbt:00003735	17691949.0
7365441	Putative T4d 7365442 CPM		FBbt:00003735	17691949.0
8064183	Putative T4d 8064184 CPM		FBbt:00003735	17691949.0
8085949	Putative T4d 8085950 CPM		FBbt:00003735	17691949.0
8217330	Putative T4d 8217331 MF		FBbt:00003735	17691949.0
8332594	Putative T4d 8332595 CPM		FBbt:00003735	17691949.0
8339812	Putative T4d 8339813 CPM		FBbt:00003735	17691949.0
8453990	Putative T4d 8453991 MF		FBbt:00003735	17691949.0
8462712	Putative T4d 8462713 CL		FBbt:00003735	17691949.0
8463416	Putative T4d 8463417 CL		FBbt:00003735	17691949.0
8482750	Putative T4d 8482751 CL		FBbt:00003735	17691949.0
8483978	Putative T4d 8483979 CL		FBbt:00003735	17691949.0
8504401	Putative T4d 8504402 CL		FBbt:00003735	17691949.0
8523819	Putative T4d 8523820 CL		FBbt:00003735	17691949.0
8533263	Putative T4d 8533264 CL		FBbt:00003735	17691949.0
8561206	Putative T4d 8561207 CL		FBbt:00003735	17691949.0
8574190	Putative T4d 8574191 CL		FBbt:00003735	17691949.0
8579873	Putative T4d 8579874 CL		FBbt:00003735	17691949.0
8591877	Putative T4d 8591878 MF		FBbt:00003735	17691949.0
8603694	Putative T4d 8603695 MF		FBbt:00003735	17691949.0
8604897	Putative T4d 8604898 MF		FBbt:00003735	17691949.0
8613794	Putative T4d 8613795 MF		FBbt:00003735	17691949.0
8617750	Putative T4d 8617751 CL		FBbt:00003735	17691949.0
8621712	Putative T4d 8621713 CL		FBbt:00003735	17691949.0
8623992	Putative T4d 8623993 MF		FBbt:00003735	17691949.0
8628394	Putative T4d 8628395 MF		FBbt:00003735	17691949.0
8705232	Putative T4d 8705233 MF		FBbt:00003735	17691949.0
8753439	Putative T4d 8753440 MF		FBbt:00003735	17691949.0
8761461	Putative T4d 8761462 MF		FBbt:00003735	17691949.0
9014290	Putative T4d 9014291 MF		FBbt:00003735	17691949.0
9318619	Putative T4d 9318620 MF		FBbt:00003735	17691949.0
9366284	Putative T4d 9366285 MF		FBbt:00003735	17691949.0
9397094	Putative T4d 9397095 MF		FBbt:00003735	17691949.0
9443223	Putative T4d 9443224 BG		FBbt:00003735	17691949.0
9446047	Putative T4d 9446048 MF HL		FBbt:00003735	17691949.0
9632112	Putative T4d 9632113 MF		FBbt:00003735	17691949.0
10589969	Putative T4d 10589970 CL		FBbt:00003735	17691949.0
10602906	Putative T4d 10602907 CL		FBbt:00003735	17691949.0
10959304	Putative T4d 10959305 CL		FBbt:00003735	17691949.0
10965850	Putative T4d 10965851 CL		FBbt:00003735	17691949.0
10966298	Putative T4d 10966299 CL		FBbt:00003735	17691949.0
10989042	Putative T4d 10989043 CL		FBbt:00003735	17691949.0
10992594	Putative T4d 10992595 CL		FBbt:00003735	17691949.0
10992958	Putative T4d 10992959 CL		FBbt:00003735	17691949.0
10993965	Putative T4d 10993966 AT		FBbt:00003735	17691949.0
10995825	Putative T4d 10995826 AT		FBbt:00003735	17691949.0
11001027	Putative T4d 11001028 AT		FBbt:00003735	17691949.0
11004062	Putative T4d 11004063 AT		FBbt:00003735	17691949.0
11007063	Putative T4d 11007064 AT		FBbt:00003735	17691949.0
11052665	Putative T4d 11052666 AT		FBbt:00003735	17691949.0
11053260	Putative T4d 11053261 AT		FBbt:00003735	17691949.0
11055697	Putative T4d 11055698 CL		FBbt:00003735	17691949.0
11056236	Putative T4d 11056237 CL		FBbt:00003735	17691949.0
11056318	Putative T4d 11056319 AT		FBbt:00003735	17691949.0
11056973	Putative T4d 11056974 AT		FBbt:00003735	17691949.0
11102793	Putative T4d 11102794 CL		FBbt:00003735	17691949.0
11103081	Putative T4d 11103082 CL		FBbt:00003735	17691949.0
11104663	Putative T4d 11104664 CL		FBbt:00003735	17691949.0
11143777	Putative T4d 11143778 AT		FBbt:00003735	17691949.0
11149228	Putative T4d 11149229 AT		FBbt:00003735	17691949.0
11191456	Putative T4d 11191457 BG		FBbt:00003735	17691949.0
11213663	Putative T4d 11213664 BG		FBbt:00003735	17691949.0
11238653	Putative T4d 11238654 AT		FBbt:00003735	17691949.0
11347884	Putative T4d 11347885 AT		FBbt:00003735	17691949.0
11409058	Putative T4d 11409059 AT		FBbt:00003735	17691949.0
11439300	Putative T4d 11439301 BG		FBbt:00003735	17691949.0
11513571	Putative T4d 11513572 AT		FBbt:00003735	17691949.0
11607522	Putative T4d 11607523 AT		FBbt:00003735	17691949.0
11680254	Putative T4d 11680255 AT		FBbt:00003735	17691949.0
11727611	Putative T4d 11727612 AT		FBbt:00003735	17691949.0
11847871	Putative T4d 11847872 BG		FBbt:00003735	17691949.0
12100539	Putative T4d 12100540 AT		FBbt:00003735	17691949.0
12860972	Putative T4d 12860973 HL		FBbt:00003735	17691949.0
12906700	Putative T4d 12906701 BG		FBbt:00003735	17691949.0
13940708	Putative T4d 13940709 HL		FBbt:00003735	17691949.0
13978937	Putative T4d 13978938 HL		FBbt:00003735	17691949.0
16815823	Putative T4d 16815824 AT		FBbt:00003735	17691949.0
16864696	Putative T4d 16864697 AT		FBbt:00003735	17691949.0
16865609	Putative T4d 9210318664 CL		FBbt:00003735	17691949.0
16865669	Putative T4d 8426606850 CL		FBbt:00003735	17691949.0
16872423	Putative T4d 16872424 AT		FBbt:00003735	17691949.0
16881292	Putative T4d 16881293 AT		FBbt:00003735	17691949.0
16930468	Putative T4d 217519187 CL		FBbt:00003735	17691949.0
16930475	Putative T4d 217519183 CL		FBbt:00003735	17691949.0
16950624	Putative T4d 217520241 CL		FBbt:00003735	17691949.0
16955330	Putative T4d 11548003692 CL		FBbt:00003735	17691949.0
16984467	Putative T4d 9461725516 HL		FBbt:00003735	17691949.0
16990356	Putative T4d 8814933059 HL		FBbt:00003735	17691949.0
17000571	Putative T4d 17000572 AT		FBbt:00003735	17691949.0
17018507	Putative T4d 17018508 HL		FBbt:00003735	17691949.0
17018705	Putative T4d 9460429 HL		FBbt:00003735	17691949.0
17023088	Putative T4d 17023089 HL		FBbt:00003735	17691949.0
11453787	Putative C2 11453788 CL		FBbt:00003743	17674344.0
11456776	Putative C2 11456777 CL		FBbt:00003743	17674344.0
11472485	Putative C2 11472486 HL		FBbt:00003743	17674344.0
11906497	Putative C2 11906498 GS		FBbt:00003743	17674344.0
12044212	Putative C2 12044213 EK		FBbt:00003743	17674344.0
11471581	Putative C3 11471582 CL		FBbt:00003744	17674350.0
12002622	Putative C3 12002623 EK		FBbt:00003744	17674350.0
10106710	Putative Dm 10106711 MF		FBbt:00003767	17674353.0
10479097	Putative Dm 10479098 EK		FBbt:00003767	17674353.0
10537970	Putative Dm 10537971 MF		FBbt:00003767	17674353.0
10562974	Putative Dm 10562975 MF		FBbt:00003767	17674353.0
10638022	Putative Dm 10638023 HL		FBbt:00003767	17674353.0
11448962	Putative Dm 11448963 MF		FBbt:00003767	17674353.0
