skid	name	paper_id	paper_name	annotations	synonyms
14489706	lch5-2/4 a3r	19428820	Ohyama, Schneider-Mizell et al. 2015	sensories (19016868), right intersegmental (23) (19017220), ISN (19013697), ch (5) #75245 (19017223), A3 (19016904), most_local_neurons (19017847), everythingforcho (19017886), all_chordotonals (19018492), lch5 (19027882), chordotonal (19027893), chordotonal core circuit (19032022), cho_test (19035046), abd_basin_data (19124053), repetition_validation (19132276), long_group (19141794), Javier chordotonal (19393140), Javier to analyze (19393189), Valdes-Aleman et al. 2021 (19428580), Ohyama, Schneider-Mizell et al. 2015 (19428820)	
14512656	ddaC_a3r	19428820	Ohyama, Schneider-Mizell et al. 2015	A3 (19016904), Right (19013456), ISN (19013697), right intersegmental (23) (19017220), md (11) #76879 (19017298), sensories (19016868), testing (19017811), ddaC (19032504), ppks (19122032), abd_basin_data (19124053), all_ppks (19131404), repetition_validation (19132276), ppk1.9-GAL4 (19141888), ppk-1kb-hs43-lexA-GAD (19141903), md class IV (19032498), complete_mdiv (19152622), l1b_core (19242482), Javier class IV (19393163), Javier to analyze (19393189), Ohyama, Schneider-Mizell et al. 2015 (19428820), clb:review90_2021-05-26 (19429379)	
14528174	v'ada_a2r	19428820	Ohyama, Schneider-Mizell et al. 2015	Right (19013456), SN (19013462), anterior UR bundle 5 #94037 (19017417), sensories (19016868), A2 (19013459), md class IV (19032498), all_ppks (19131404), a2ppks (19137425), ppk1.9-GAL4 (19141888), ppk-1kb-hs43-lexA-GAD (19141903), Ohyama, Schneider-Mizell et al. 2015 (19428820)	
14538882	vdaB_a2r	19428820	Ohyama, Schneider-Mizell et al. 2015	sensories (19016868), Right (19013456), Intersegmental (19014383), A2 (19013459), SN (19013462), md class IV (19032498), all_ppks (19131404), a2ppks (19137425), ppk1.9-GAL4 (19141888), ppk-1kb-hs43-lexA-GAD (19141903), Ohyama, Schneider-Mizell et al. 2015 (19428820)	
14552938	vdaB_a2l	19428820	Ohyama, Schneider-Mizell et al. 2015	sensories (19016868), A2 (19013459), Intersegmental (19014383), class IV (19017378), Left (19012819), md class IV (19032498), all_ppks (19131404), a2ppks (19137425), ppk1.9-GAL4 (19141888), ppk-1kb-hs43-lexA-GAD (19141903), Ohyama, Schneider-Mizell et al. 2015 (19428820)	
14894408	A09b_a3r Basin-1	19428820	Ohyama, Schneider-Mizell et al. 2015	locked (19023626), basin-1 (19027930), Basin (19027936), chordotonal core circuit (19032022), cho_test (19035046), abd_basin_data (19124053), repetition_validation (19132276), R72F11-GAL4 (19141866), R20B01-GAL4 (19141879), R72F11-LexA (19141920), Javier basin (19393115), Javier to analyze (19393189), Valdes-Aleman et al. 2021 (19428580), Ohyama, Schneider-Mizell et al. 2015 (19428820), clb:review90_2021-05-26 (19429379)	
14914740	A09g_a3r Basin-3	19428820	Ohyama, Schneider-Mizell et al. 2015	locked (19023626), Basin (19027936), A09 (19027933), basin-3 (19027958), Right (19013456), caseysm (19025690), 6 (19025692), chordotonal core circuit (19032022), cho_test (19035046), abd_basin_data (19124053), repetition_validation (19132276), R72F11-GAL4 (19141866), R72F11-LexA (19141920), Javier basin (19393115), Javier to analyze (19393189), Valdes-Aleman et al. 2021 (19428580), Ohyama, Schneider-Mizell et al. 2015 (19428820), clb:review90_2021-05-26 (19429379)	
14976562	A09a_a3l Basin-2	19428820	Ohyama, Schneider-Mizell et al. 2015	Left #113549 (19015389), 09; Basket #112135 (19015324), [A09a] (19015329), null (19017793), testing (19017811), most_local_neurons (19017847), everythingforcho (19017886), locked (19023626), Basin (19027936), A09 (19027933), basin-2 (19027955), chordotonal core circuit (19032022), classIV-preferred (19032518), cho_test (19035046), abd_basin_data (19124053), figure of basin lineage (19131107), basin_fasc (19131126), basin_cobundles (19131175), repetition_validation (19132276), focus (19141843), R72F11-GAL4 (19141866), R72F11-LexA (19141920), backbone-open (19142680), l1b_core (19242482), Javier basin (19393115), Javier to analyze (19393189), Valdes-Aleman et al. 2021 (19428580), Ohyama, Schneider-Mizell et al. 2015 (19428820), clb:review90_2021-05-26 (19429379)	
14983336	A09g_a3l Basin-3	19428820	Ohyama, Schneider-Mizell et al. 2015	[A09g] (19015336), locked (19023626), Basin (19027936), A09 (19027933), basin-3 (19027958), importer (19025686), 12 (19025688), caseysm (19025690), 6 (19025692), everythingforcho (19017886), chordotonal core circuit (19032022), cho_test (19035046), abd_basin_data (19124053), figure of basin lineage (19131107), basin_fasc (19131126), basin_cobundles (19131175), repetition_validation (19132276), R72F11-GAL4 (19141866), R72F11-LexA (19141920), Javier basin (19393115), Javier to analyze (19393189), Valdes-Aleman et al. 2021 (19428580), Ohyama, Schneider-Mizell et al. 2015 (19428820), clb:review90_2021-05-26 (19429379)	
14991314	A09c_a3l Basin-4	19428820	Ohyama, Schneider-Mizell et al. 2015	Left #113549 (19015389), [A09c] (19015339), Lineages #105318 (19014620), 09; Basket #112135 (19015324), everythingforcho (19017886), vch_lch55_microcircuit (19018525), locked (19023626), Basin (19027936), A09 (19027933), basin-4 (19027952), chordotonal core circuit (19032022), classIV-preferred (19032518), cho_test (19035046), abd_basin_data (19124053), figure of basin lineage (19131107), basin_fasc (19131126), basin_cobundles (19131175), repetition_validation (19132276), focus (19141843), R72F11-GAL4 (19141866), R57F07-GAL4 (19141884), R72F11-LexA (19141920), R72F11_AD + 57F07_DBD (19141931), backbone-open (19142680), l1b_core (19242482), Javier basin (19393115), Javier to analyze (19393189), Valdes-Aleman et al. 2021 (19428580), Ohyama, Schneider-Mizell et al. 2015 (19428820), clb:review90_2021-05-26 (19429379)	
15886416	A09b_a3l Basin-1	19428820	Ohyama, Schneider-Mizell et al. 2015	[A09b] (19015317), #113550 (19015387), Left #113549 (19015389), Lineages #105318 (19014620), 09; Basket #112135 (19015324), locked (19023626), basin-1 (19027930), Basin (19027936), chordotonal core circuit (19032022), cho_test (19035046), abd_basin_data (19124053), figure of basin lineage (19131107), basin_fasc (19131126), basin_cobundles (19131175), repetition_validation (19132276), R72F11-GAL4 (19141866), R20B01-GAL4 (19141879), R72F11-LexA (19141920), Javier basin (19393115), Javier to analyze (19393189), Valdes-Aleman et al. 2021 (19428580), Ohyama, Schneider-Mizell et al. 2015 (19428820), clb:review90_2021-05-26 (19429379)	
16027336	ddaC_a2l	19428820	Ohyama, Schneider-Mizell et al. 2015	Left (19012819), a2ppks (19137425), ppk1.9-GAL4 (19141888), ppk-1kb-hs43-lexA-GAD (19141903), md class IV (19032498), Ohyama, Schneider-Mizell et al. 2015 (19428820), clb:review90_2021-05-26 (19429379)	
16042802	ddaC_a2r	19428820	Ohyama, Schneider-Mizell et al. 2015	everythingforcho (19017886), a2ppks (19137425), ppk1.9-GAL4 (19141888), ppk-1kb-hs43-lexA-GAD (19141903), md class IV (19032498), Ohyama, Schneider-Mizell et al. 2015 (19428820), clb:review90_2021-05-26 (19429379)	
18956276	A09a_a3r Basin-2	19428820	Ohyama, Schneider-Mizell et al. 2015	Lineages #105318 (19014620), locked (19023626), Basin (19027936), A09 (19027933), basin-2 (19027955), chordotonal core circuit (19032022), classIV-preferred (19032518), cho_test (19035046), abd_basin_data (19124053), repetition_validation (19132276), focus (19141843), R72F11-GAL4 (19141866), R72F11-LexA (19141920), backbone-open (19142680), l1b_core (19242482), Javier basin (19393115), Javier to analyze (19393189), Valdes-Aleman et al. 2021 (19428580), Ohyama, Schneider-Mizell et al. 2015 (19428820), clb:review90_2021-05-26 (19429379)	
18962408	A09c_a3r Basin-4	19428820	Ohyama, Schneider-Mizell et al. 2015	Right #112136 (19015319), [A09c] (19015339), Lineages #105318 (19014620), vch_lch55_microcircuit (19018525), locked (19023626), Basin (19027936), A09 (19027933), basin-4 (19027952), chordotonal core circuit (19032022), classIV-preferred (19032518), cho_test (19035046), abd_basin_data (19124053), repetition_validation (19132276), focus (19141843), Basin-4R (19141859), R72F11-GAL4 (19141866), R57F07-GAL4 (19141884), R72F11-LexA (19141920), R72F11_AD + 57F07_DBD (19141931), backbone-open (19142680), l1b_core (19242482), Javier basin (19393115), Javier to analyze (19393189), Valdes-Aleman et al. 2021 (19428580), Ohyama, Schneider-Mizell et al. 2015 (19428820), clb:review90_2021-05-26 (19429379)	
19000350	v'ada_a2l	19428820	Ohyama, Schneider-Mizell et al. 2015	md class IV (19032498), all_ppks (19131404), a2ppks (19137425), ppk1.9-GAL4 (19141888), ppk-1kb-hs43-lexA-GAD (19141903), Ohyama, Schneider-Mizell et al. 2015 (19428820)	
14452548	dbd_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016	A3 (19016904), IS left (19017157), ISN (19013697), left intersegmental (23) (19017058), sensories (19016868), md (11) #73950 (19017162), dbd-looper-midline (19017745), dbd-looper-midline-lin12 (19017752), dbd-premotor-circuit (19017778), aCC+RP2+U1+U2+dbd (19017800), dbd-RP2-10syn-circles (19018421), dbd graph 3+ (19018556), Albert-dbd-to-RP2 (19018641), locked (19023626), catmaid-paper (19032548), sensory neuron (19034990), dbd (19058049), proprio-GABAergic-single_unit_motorneurons (19068149), dbd multi-segment proprioceptive field (19113304), dbd multisegment proprioceptive field (19113353), dbd-RP2 2-hops plus vbd RP5 (19122861), CATMAID paper neurons for graph plot (19124084), class I md (19131145), CATMAID paper identified neurons (19139286), CATMAID paper identified proprioceptive sensory axons (19139269), cmp_sns (19141649), locomotor_phenotype (19146250), somatosensory (19407640), Schneider-Mizell, Gerhard et al. 2016 (19428852), clb:presyn to aCC/RP2 (19429046), clb:review90_2021-05-26 (19429379)	
14454238	ddaD_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016	A3 (19016904), ISN (19013697), left intersegmental (23) (19017058), IS #74190 (19017167), sensories (19016868), md (11) #73950 (19017162), proprio-GABAergic-single_unit_motorneurons (19068149), class I md (19131145), ddaD (19136552), CATMAID paper identified proprioceptive sensory axons (19139269), CATMAID paper identified neurons (19139286), cmp_sns (19141649), somatosensory (19407640), Schneider-Mizell, Gerhard et al. 2016 (19428852), clb:review90_2021-05-26 (19429379)	
14466082	dmd1_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016	sensories (19016868), left intersegmental (23) (19017058), ISN (19013697), md (11) #73950 (19017162), A3 (19016904), catmaid-paper (19032548), sensory neuron (19034990), class I md (19131145), CATMAID paper identified proprioceptive sensory axons (19139269), CATMAID paper identified neurons (19139286), cmp_sns (19141649), dmd1 (19152852), somatosensory (19407640), Schneider-Mizell, Gerhard et al. 2016 (19428852), clb:review90_2021-05-26 (19429379)	
14504164	ddaD_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016	A3 (19016904), IS #76881 (19017302), ISN (19013697), right intersegmental (23) (19017220), md (11) #76879 (19017298), sensories (19016868), proprio-GABAergic-single_unit_motorneurons (19068149), class I md (19131145), ddaD (19136552), CATMAID paper identified proprioceptive sensory axons (19139269), CATMAID paper identified neurons (19139286), cmp_sns (19141649), Schneider-Mizell, Gerhard et al. 2016 (19428852), clb:review90_2021-05-26 (19429379)	
14514892	dmd1_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016	md (11) #76879 (19017298), sensories (19016868), right intersegmental (23) (19017220), ISN (19013697), A3 (19016904), catmaid-paper (19032548), sensory neuron (19034990), class I md (19131145), CATMAID paper identified proprioceptive sensory axons (19139269), CATMAID paper identified neurons (19139286), cmp_sns (19141649), dmd1 (19152852), Schneider-Mizell, Gerhard et al. 2016 (19428852), clb:review90_2021-05-26 (19429379)	
14687636	A02a_a3l Looper-1	19428852	Schneider-Mizell, Gerhard et al. 2016	[A02a] (19014769), #77859 (19014771), Lineages #105318 (19014620), 02; Looper #114614 (19014774), Left Side #114616 (19014776), dbd-looper-midline (19017745), dbd-looper-midline-lin12 (19017752), dbd-premotor-circuit (19017778), dbd-RP2-10syn-circles (19018421), dbd graph 3+ (19018556), Albert-dbd-to-RP2 (19018641), locked (19023626), proprio-GABAergic-single_unit_motorneurons (19068149), dbd multi-segment proprioceptive field (19113304), dbd multisegment proprioceptive field (19113353), A02a (19122841), dbd-RP2 2-hops plus vbd RP5 (19122861), CATMAID paper neurons for graph plot (19124084), possible-poster-list (19130106), CATMAID paper identified neurons (19139286), CATMAID paper 39 consistent pairs of homologs (19141475), cmp_pairs (19141556), Schneider-Mizell, Gerhard et al. 2016 (19428852), clb:review90_2021-05-26 (19429379)	
14699262	A02d_a3l Looper-4	19428852	Schneider-Mizell, Gerhard et al. 2016	[A02d-N] (19014790), #79009 (19014792), Lineages #105318 (19014620), 02; Looper #114614 (19014774), Left Side #114616 (19014776), dbd-looper-midline (19017745), dbd-looper-midline-lin12 (19017752), dbd-premotor-circuit (19017778), dbd graph 3+ (19018556), locked (19023626), proprio-GABAergic-single_unit_motorneurons (19068149), dbd multi-segment proprioceptive field (19113304), dbd multisegment proprioceptive field (19113353), CATMAID paper neurons for graph plot (19124084), A02d (19124103), possible-poster-list (19130106), CATMAID paper identified neurons (19139286), CATMAID paper 39 consistent pairs of homologs (19141475), cmp_pairs (19141556), locomotor_phenotype (19146250), Schneider-Mizell, Gerhard et al. 2016 (19428852), clb:review90_2021-05-26 (19429379)	
14712272	A02h_a3l Looper-8	19428852	Schneider-Mizell, Gerhard et al. 2016	[A02h-N] / lot of input onto U motor neurons (19014810), Lineages #105318 (19014620), 02; Looper #114614 (19014774), Left Side #114616 (19014776), locked (19023626), major segmental partners of aCC/U1/U2/RP2 (19123557), CATMAID paper identified neurons (19139286), CATMAID paper 39 consistent pairs of homologs (19141475), cmp_pairs (19141556), symmetric identified partners of aCC or RP2 (19152777), Schneider-Mizell, Gerhard et al. 2016 (19428852), clb:presyn to aCC/RP2 (19429046), clb:review90_2021-05-26 (19429379)	
14738006	A02m_a3l Pseudolooper-3	19428852	Schneider-Mizell, Gerhard et al. 2016	[A02n] (19014835), Lineages #105318 (19014620), 02; Looper #114614 (19014774), Left Side #114616 (19014776), everythingforcho (19017886), locked (19023626), classIV-preferred (19032518), repetition_validation (19132276), CATMAID paper multineuron cell types (19136443), CATMAID paper identified neurons (19139286), CATMAID paper 39 consistent pairs of homologs (19141475), cmp_pairs (19141556), focus (19141843), backbone-open (19142680), gen_fig (19152629), mt_anno (19152762), symmetric identified partners of aCC or RP2 (19152777), l1b_core (19242482), Schneider-Mizell, Gerhard et al. 2016 (19428852), clb:presyn to aCC/RP2 (19429046), clb:review90_2021-05-26 (19429379)	
14742032	A02n_a3l Pseudolooper-4	19428852	Schneider-Mizell, Gerhard et al. 2016	[A02m] (19014840), Lineages #105318 (19014620), 02; Looper #114614 (19014774), Left Side #114616 (19014776), most_local_neurons (19017847), everythingforcho (19017886), locked (19023626), classIV-preferred (19032518), repetition_validation (19132276), CATMAID paper multineuron cell types (19136443), CATMAID paper identified neurons (19139286), CATMAID paper 39 consistent pairs of homologs (19141475), cmp_pairs (19141556), focus (19141843), backbone-open (19142680), symmetric identified partners of aCC or RP2 (19152777), l1b_core (19242482), Schneider-Mizell, Gerhard et al. 2016 (19428852), clb:presyn to aCC/RP2 (19429046), clb:review90_2021-05-26 (19429379)	
14759770	A02m_a3r Pseudolooper-3	19428852	Schneider-Mizell, Gerhard et al. 2016	Right Side #114615 (19014845), [A02n] (19014835), Lineages #105318 (19014620), 02; Looper #114614 (19014774), everythingforcho (19017886), locked (19023626), classIV-preferred (19032518), repetition_validation (19132276), CATMAID paper multineuron cell types (19136443), CATMAID paper identified neurons (19139286), CATMAID paper 39 consistent pairs of homologs (19141475), cmp_pairs (19141556), focus (19141843), backbone-open (19142680), symmetric identified partners of aCC or RP2 (19152777), l1b_core (19242482), Schneider-Mizell, Gerhard et al. 2016 (19428852), clb:presyn to aCC/RP2 (19429046), clb:review90_2021-05-26 (19429379)	
14766914	A02n_a3r Pseudolooper-4	19428852	Schneider-Mizell, Gerhard et al. 2016	Right Side #114615 (19014845), [A02m] (19014840), Lineages #105318 (19014620), 02; Looper #114614 (19014774), most_local_neurons (19017847), everythingforcho (19017886), locked (19023626), classIV-preferred (19032518), repetition_validation (19132276), CATMAID paper multineuron cell types (19136443), CATMAID paper identified neurons (19139286), CATMAID paper 39 consistent pairs of homologs (19141475), cmp_pairs (19141556), focus (19141843), backbone-open (19142680), symmetric identified partners of aCC or RP2 (19152777), l1b_core (19242482), Schneider-Mizell, Gerhard et al. 2016 (19428852), clb:presyn to aCC/RP2 (19429046), clb:review90_2021-05-26 (19429379)	
14770424	A03a7_a3r Scepter-2	19428852	Schneider-Mizell, Gerhard et al. 2016	[A03a1] (19014905), RLIN-22 (R lateral to R premotor) #96597 (19014907), Lineages #105318 (19014620), 03; Scepter #115753 (19014910), Right #115754 (19014912), locked (19023626), CATMAID paper identified neurons (19139286), CATMAID paper 39 consistent pairs of homologs (19141475), cmp_pairs (19141556), symmetric identified partners of aCC or RP2 (19152777), Schneider-Mizell, Gerhard et al. 2016 (19428852), clb:presyn to aCC/RP2 (19429046), clb:review90_2021-05-26 (19429379)	
