skid	name	paper_id	paper_name
14712272	A02h_a3l Looper-8	19428852	Schneider-Mizell, Gerhard et al. 2016
14738006	A02m_a3l Pseudolooper-3	19428852	Schneider-Mizell, Gerhard et al. 2016
14742032	A02n_a3l Pseudolooper-4	19428852	Schneider-Mizell, Gerhard et al. 2016
14759770	A02m_a3r Pseudolooper-3	19428852	Schneider-Mizell, Gerhard et al. 2016
14766914	A02n_a3r Pseudolooper-4	19428852	Schneider-Mizell, Gerhard et al. 2016
14770424	A03a7_a3r Scepter-2	19428852	Schneider-Mizell, Gerhard et al. 2016
14782648	A03a3_a3r Scepter-4	19428852	Schneider-Mizell, Gerhard et al. 2016
14807344	A03a3_a3l Scepter-4	19428852	Schneider-Mizell, Gerhard et al. 2016
14874092	A08e1_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
15053048	A10a_a3l Chair-1	19428852	Schneider-Mizell, Gerhard et al. 2016
15124756	A13?_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
15166450	A18b2_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
15190848	A18a_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
15260278	A27h_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
15281066	A08e3_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
15364132	A31d_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
15662468	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
15735496	A23a_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
16052780	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
16137292	IS premotor #eL A03_a?l	19428852	Schneider-Mizell, Gerhard et al. 2016
16215222	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
16221714	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
16224232	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
16225710	IS premotor #eR A03_a?r	19428852	Schneider-Mizell, Gerhard et al. 2016
16232932	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
16234900	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
16246028	IS premotor #bL	19428852	Schneider-Mizell, Gerhard et al. 2016
16247284	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
16248422	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
16249430	IS premotor #aL	19428852	Schneider-Mizell, Gerhard et al. 2016
16250366	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
16251298	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
16252094	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
16253416	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
16263920	A06?4_a2l	19428852	Schneider-Mizell, Gerhard et al. 2016
16265624	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
16267678	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
16268668	A18j_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
16276070	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
16277458	IS premotor #aR	19428852	Schneider-Mizell, Gerhard et al. 2016
16278852	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
16283194	IS premotor bilateral	19428852	Schneider-Mizell, Gerhard et al. 2016
16285564	IS premotor #cR	19428852	Schneider-Mizell, Gerhard et al. 2016
16286620	A06a_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
16287928	A23a_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
16329882	A31a_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
16440404	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
16442790	orphaned pre	19428852	Schneider-Mizell, Gerhard et al. 2016
16480416	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
16493309	A02k_a3l Pseudolooper-1	19428852	Schneider-Mizell, Gerhard et al. 2016
16531092	A08a_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
16670178	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
16698303	posterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
16886219	IS premotor #fR	19428852	Schneider-Mizell, Gerhard et al. 2016
16894085	posterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
16896083	A07/8-?_a3r TODO	19428852	Schneider-Mizell, Gerhard et al. 2016
16939548	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
16940487	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
16951550	RP2_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
17068247	posterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
17094548	A06?_a3r #a	19428852	Schneider-Mizell, Gerhard et al. 2016
17097437	RP2_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
17120570	A03?_a2r Scepter-2	19428852	Schneider-Mizell, Gerhard et al. 2016
17124996	A27-?#a_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
17206261	A06?5_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
17242996	A12f_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
17265673	A08e2?_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
17300111	ddaE_a2l ?	19428852	Schneider-Mizell, Gerhard et al. 2016
17308928	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17320452	ddaE_a2r ?	19428852	Schneider-Mizell, Gerhard et al. 2016
17364537	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17365806	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17366616	IS premotor #fL	19428852	Schneider-Mizell, Gerhard et al. 2016
17366769	A01d_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
17367503	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17367785	IS premotor #dL	19428852	Schneider-Mizell, Gerhard et al. 2016
17368163	aCC_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
17369159	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17373607	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17374464	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17374704	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17375286	A19l_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
17376822	A31b_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
17377401	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17378364	A05e_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
17381435	posterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
17382240	IS premotor #dR	19428852	Schneider-Mizell, Gerhard et al. 2016
17383067	posterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
17383114	posterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
17389971	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
17390118	IS premotor #bR	19428852	Schneider-Mizell, Gerhard et al. 2016
17390541	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17391318	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17392194	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17393895	IS premotor #gR	19428852	Schneider-Mizell, Gerhard et al. 2016
17394056	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17402023	A05e_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
17402336	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17403457	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17417955	A08e1_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
17444536	A12-?#a_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
17497554	A02k_a3r Pseudolooper-1	19428852	Schneider-Mizell, Gerhard et al. 2016
17556645	A03a1_a3r Scepter-1	19428852	Schneider-Mizell, Gerhard et al. 2016
17570583	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17592243	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17593961	A07f2_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
17602416	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17624823	A08e3_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
17630674	IS premotor #cL	19428852	Schneider-Mizell, Gerhard et al. 2016
17664565	A10e_a3l Chair-6	19428852	Schneider-Mizell, Gerhard et al. 2016
17674607	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17694193	A18j_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
17705267	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17708464	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17711341	A27j_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
17718392	A27e_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
17725271	A06?5_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
17754811	A31k_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
17789866	posterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
17793140	A02b_a3l Looper-2	19428852	Schneider-Mizell, Gerhard et al. 2016
17796172	A26d_a2l	19428852	Schneider-Mizell, Gerhard et al. 2016
17834162	A02g_a3l Looper-7	19428852	Schneider-Mizell, Gerhard et al. 2016
17834655	A02d_a3r Looper-4	19428852	Schneider-Mizell, Gerhard et al. 2016
17835479	A02a_a3r Looper-1	19428852	Schneider-Mizell, Gerhard et al. 2016
17870579	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17878530	aCC_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
17881031	A31a_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
17883229	A26-?_a3r TODO	19428852	Schneider-Mizell, Gerhard et al. 2016
17884823	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
17885756	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
17928717	dbd_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
17968181	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18024050	A01c_a3l Bowl-?	19428852	Schneider-Mizell, Gerhard et al. 2016
18025762	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18028934	A06l_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
18044866	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18050062	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18063869	A19l_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
18070928	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18074675	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18076816	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18078138	A31b_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
18096164	A06?3_a3l #c	19428852	Schneider-Mizell, Gerhard et al. 2016
18100370	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18104518	Bowl-? a2r	19428852	Schneider-Mizell, Gerhard et al. 2016
18108682	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18114397	A14a_a2r	19428852	Schneider-Mizell, Gerhard et al. 2016
18128610	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18138448	A27e-x2_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
18140209	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18147258	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18149156	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18151243	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18152433	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18152866	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18152904	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18152989	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18153408	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18154196	A07f2_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
18154851	A08?1_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
18155415	A27h_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
18156004	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18167050	A08e1?_a2l	19428852	Schneider-Mizell, Gerhard et al. 2016
18167556	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18167898	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18168748	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18170606	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18172175	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18173094	A18b_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
18175653	A02h_a3r Looper-8	19428852	Schneider-Mizell, Gerhard et al. 2016
18177086	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18179361	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18180476	anterior spillover #aL	19428852	Schneider-Mizell, Gerhard et al. 2016
18202735	A27e_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
18205512	neuron 18205513	19428852	Schneider-Mizell, Gerhard et al. 2016
18206204	A27-?#a_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
18232464	A01d_a2l Bowl-?	19428852	Schneider-Mizell, Gerhard et al. 2016
18234487	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18243134	A18a_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
18253947	A08e2?_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
18326858	A07f3_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
18332112	A27e?_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
18332440	A06?_a2l	19428852	Schneider-Mizell, Gerhard et al. 2016
18351986	A31k_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
18370754	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18371368	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18376254	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18376261	A27l_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
18376292	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18376386	A07g?_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
18376424	gap fragment	19428852	Schneider-Mizell, Gerhard et al. 2016
18376653	A18c_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
18376734	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18376871	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18377187	A27e-x3_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
18378981	A07f3_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
18387595	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18388195	A18b_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
18398248	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18412858	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18417928	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18514928	A12-?_a3l; IS postsensory #cL	19428852	Schneider-Mizell, Gerhard et al. 2016
18519139	A08a_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
18546306	A06a_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
18556406	A01j_a2r Bowl-?	19428852	Schneider-Mizell, Gerhard et al. 2016
18567973	A27j_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
18584435	A02b_a3r Looper-2	19428852	Schneider-Mizell, Gerhard et al. 2016
18600434	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18606083	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18607971	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18609238	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18609322	posterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18614300	posterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18615123	posterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18615222	posterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18615263	posterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18615468	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18615518	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18615710	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18618283	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18687552	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18701388	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18702740	A06_a3l #g	19428852	Schneider-Mizell, Gerhard et al. 2016
18708972	A10?_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
18723177	neuron 18723178	19428852	Schneider-Mizell, Gerhard et al. 2016
18733895	A27l_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
18735385	A31?_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
18735408	neuron 18735409	19428852	Schneider-Mizell, Gerhard et al. 2016
18752081	A06?1_a2l	19428852	Schneider-Mizell, Gerhard et al. 2016
18773517	IS premotor #gL	19428852	Schneider-Mizell, Gerhard et al. 2016
18781272	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18793725	A18b2_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
18810786	A06?1_a2r	19428852	Schneider-Mizell, Gerhard et al. 2016
18816688	posterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18820635	A12-?#a_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
18832123	A06?2_a3l #f	19428852	Schneider-Mizell, Gerhard et al. 2016
18849144	A19c_a3l	19428852	Schneider-Mizell, Gerhard et al. 2016
18852969	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18873850	anterior spillover	19428852	Schneider-Mizell, Gerhard et al. 2016
18874500	A10e_a3r Chair-6	19428852	Schneider-Mizell, Gerhard et al. 2016
18901384	A03a7_a3l Scepter-2	19428852	Schneider-Mizell, Gerhard et al. 2016
18901387	A03a1_a3l Scepter-1	19428852	Schneider-Mizell, Gerhard et al. 2016
18901434	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18923622	IS premotor	19428852	Schneider-Mizell, Gerhard et al. 2016
18938969	TODO	19428852	Schneider-Mizell, Gerhard et al. 2016
18942937	fragment	19428852	Schneider-Mizell, Gerhard et al. 2016
18943284	neuron 18943285	19428852	Schneider-Mizell, Gerhard et al. 2016
18943298	neuron 18943299	19428852	Schneider-Mizell, Gerhard et al. 2016
19125477	neuron 19125478	19428852	Schneider-Mizell, Gerhard et al. 2016
19125556	A19c_a3r	19428852	Schneider-Mizell, Gerhard et al. 2016
19131355	neuron 19131356	19428852	Schneider-Mizell, Gerhard et al. 2016
19132201	neuron 19132202	19428852	Schneider-Mizell, Gerhard et al. 2016
19150386	A10a_a3r Chair-1	19428852	Schneider-Mizell, Gerhard et al. 2016
14393658	vchA/B a3l	19428580	Valdes-Aleman et al. 2021
14395562	v'ch a3l	19428580	Valdes-Aleman et al. 2021
14397610	vchB/A a3l	19428580	Valdes-Aleman et al. 2021
14430196	lch5-1 a3l	19428580	Valdes-Aleman et al. 2021
14431742	lch5-3 a3l	19428580	Valdes-Aleman et al. 2021
14433576	lch5-5 a3l	19428580	Valdes-Aleman et al. 2021
14435300	lch5-2/4 a3l	19428580	Valdes-Aleman et al. 2021
14436820	lch5-2/4 a3l	19428580	Valdes-Aleman et al. 2021
14469572	vchA/B a3r	19428580	Valdes-Aleman et al. 2021
14470442	v'ch a3r	19428580	Valdes-Aleman et al. 2021
14471330	vchB/A a3r	19428580	Valdes-Aleman et al. 2021
14483942	lch5-1 a3r	19428580	Valdes-Aleman et al. 2021
14485236	lch5-3 a3r	19428580	Valdes-Aleman et al. 2021
14486828	lch5-5 a3r	19428580	Valdes-Aleman et al. 2021
14488066	lch5-2/4 a3r	19428580	Valdes-Aleman et al. 2021
14489706	lch5-2/4 a3r	19428580	Valdes-Aleman et al. 2021
14894408	A09b_a3r Basin-1	19428580	Valdes-Aleman et al. 2021
14914740	A09g_a3r Basin-3	19428580	Valdes-Aleman et al. 2021
14976562	A09a_a3l Basin-2	19428580	Valdes-Aleman et al. 2021
14983336	A09g_a3l Basin-3	19428580	Valdes-Aleman et al. 2021
14991314	A09c_a3l Basin-4	19428580	Valdes-Aleman et al. 2021
15886416	A09b_a3l Basin-1	19428580	Valdes-Aleman et al. 2021
18956276	A09a_a3r Basin-2	19428580	Valdes-Aleman et al. 2021
18962408	A09c_a3r Basin-4	19428580	Valdes-Aleman et al. 2021
