skid	name	paper_id	paper_name	annotations	synonyms
538775	KC#1511-ym	17515091	Paper: Baltruschat et al 2021	Paper: Baltruschat et al 2021 (17515091), KC#1511-ym (17515440), FBbt:00111061 (15981943)	KCy 538776 ASB
541622	KC#1512-ym	17515091	Paper: Baltruschat et al 2021	Paper: Baltruschat et al 2021 (17515091), KC#1512-ym (17515442), FBbt:00111061 (15981943)	KCy 541623 PR
543145	KC#1507-abc	17515091	Paper: Baltruschat et al 2021	Paper: Baltruschat et al 2021 (17515091), KC#1507-abc (17515432), FBbt:00110929 (17515456)	KCaBc 543146 PR
547719	KC#1514-ym	17515091	Paper: Baltruschat et al 2021	Paper: Baltruschat et al 2021 (17515091), KC#1514-ym (17515446), FBbt:00111061 (15981943)	KCy 547720 PR
591301	KC#559-ym	17515091	Paper: Baltruschat et al 2021	Paper: Zheng et al 2020 (15549507), Paper: Baltruschat et al 2021 (17515091), KC#559-ym (17515266), FBbt:00111061 (15981943)	KCy 591302 PR
2718221	KC#1513-ym	17515091	Paper: Baltruschat et al 2021	Paper: Baltruschat et al 2021 (17515091), KC#1513-ym (17515444), FBbt:00111061 (15981943)	KCy 2718222 PR
2764976	KC#585-abs	17515091	Paper: Baltruschat et al 2021	Paper: Zheng et al 2020 (15549507), Paper: Baltruschat et al 2021 (17515091), KC#585-abs (17515309), FBbt:00110930 (17515344)	KCaBs 535044 PR
16	Uniglomerular mALT VA6 adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VA6 adPN#R1 (15895188), FBbt:00007447 (15980866)	Uniglomerular mALT VA6 adPN 017 DB
27	Uniglomerular mALT DM4 adPN#L1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DM4 adPN#L1 (15895096), FBbt:00100381 (15980809)	Uniglomerular mALT DM4 adPN DB ECM
717	Uniglomerular mALT VA4 lPN#L1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VA4 lPN#L1 (15895174), FBbt:00007446 (15980856)	Uniglomerular mALT VA4 lPN DB
734	Uniglomerular mALT DM1 lPN#L1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DM1 lPN#L1 (15895082), FBbt:00067369 (15980798)	Uniglomerular mALT DM1 lPN XZ
949	Uniglomerular mALT VM3 adPN#L1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VM3 adPN#L1 (15895290), FBbt:00100481 (15980906)	Uniglomerular mALT VM3 adPN 950 DB XZ
1165	Uniglomerular mALT VM3 adPN#L2	15754279	Paper: Bates and Schlegel et al 2020	Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VM3 adPN#L2 (15895294), FBbt:00100481 (15980906)	Uniglomerular mALT VM3 adPN 1166 DB XZ
1992	Uniglomerular mALT DL5 adPN#L1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DL5 adPN#L1 (15895076), FBbt:00067028 (15980795)	Uniglomerular mALT DL5 adPN DB
2076	Uniglomerular mALT DC1 adPN#L1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DC1 adPN#L1 (15894982), FBbt:00067014 (15980739)	Uniglomerular mALT DC1 adPN PN015 DB
2115	Uniglomerular mALT VA3 adPN#L2	15754279	Paper: Bates and Schlegel et al 2020	Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VA3 adPN#L2 (15895170), FBbt:00067356 (15980851)	Uniglomerular mALT VA3 adPN 2116 MT
2338	Uniglomerular mALT VA2 adPN#L1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VA2 adPN#L1 (15895162), FBbt:00067352 (15980848)	Uniglomerular mALT VA2 adPN DB XZ
3133	Uniglomerular mALT VA6 adPN#L1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VA6 adPN#L1 (15895190), FBbt:00007447 (15980866)	Uniglomerular mALT VA6 adPN PN019 DB
3425	Uniglomerular mALT VA3 adPN#L1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VA3 adPN#L1 (15895168), FBbt:00067356 (15980851)	Uniglomerular mALT VA3 adPN DB XZ
3719	Uniglomerular mALT VA7m lPN#L1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VA7m lPN#L1 (15895196), FBbt:00067365 (15980872)	Uniglomerular mALT VA7m lPN PN024 DB XZ
3906	Uniglomerular mALT VC3m lvPN#L2	15754279	Paper: Bates and Schlegel et al 2020	Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VC3m lvPN#L2 (15895240)	Uniglomerular mALT VC3m lvPN DB XZ
4070	Uniglomerular mALT VC3l adPN#L4	15754279	Paper: Bates and Schlegel et al 2020	Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VC3l adPN#L4 (15895224)	Uniglomerular mALT VC3l adPN DB XZ
4477	Uniglomerular mALT DM5 lPN#L1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DM5 lPN#L1 (15895100), FBbt:00067367 (15980812)	Uniglomerular mALT DM5 lPN DB ECM
5043	Uniglomerular mALT DP1m adPN#L1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DP1m adPN#L1 (15895126), FBbt:00067021 (15980828)	Uniglomerular mALT DP1m adPN DB ECM
5714	Uniglomerular mALT DC2 adPN#L1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DC2 adPN#L1 (15894986), FBbt:00067354 (15980742)	Uniglomerular mALT DC2 adPN DB XZ
21999	Uniglomerular mALT VL2a adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VL2a adPN#R1 (15895264), FBbt:00100380 (15980891)	Uniglomerular mALT VL2a adPN 22000 JMR
22132	Uniglomerular mALT VC1 lPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VC1 lPN#R1 (15895210), FBbt:00007476 (15980879)	Uniglomerular mALT VC1 lPN 22133 BH
22277	Uniglomerular mALT VC3m lvPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VC3m lvPN#R1 (15895232)	Uniglomerular mALT VC3m lvPN 22278 AA
22422	Uniglomerular mALT DL2v adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DL2v adPN#R1 (15895040), FBbt:00100388 (15980772)	Uniglomerular mALT DL2v adPN 22423 JMR
22594	Uniglomerular mALT DM5 lPN#R3	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DM5 lPN#R3 (15895108), FBbt:00067367 (15980812)	Uniglomerular mALT DM5 lPN 22595 BH
22744	Uniglomerular mALT VC3m lvPN#R2	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VC3m lvPN#R2 (15895234)	Uniglomerular mALT VC3m lvPN 22745 JMR
22906	Uniglomerular mALT VA5 lPN#R3	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VA5 lPN#R3 (15895186), FBbt:00067366 (15980859)	Uniglomerular mALT VA5 lPN 22907 JMR
22976	Uniglomerular mALT VL2p adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VL2p adPN#R1 (15895270), FBbt:00007450 (17143577)	Uniglomerular mALT VL2p adPN 22977 JMR
23005	Multiglomerular lALT l2PN bilateral#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Marin et al 2020 (15579831), Paper: Bates and Schlegel et al 2020 (15754279), Multiglomerular lALT l2PN bilateral#R1 (15894550)	Multiglomerular lALT l2PN VP1d+VP1l+VP1m+8 LTS 0.9 bilateral 23006 AA ECM
23134	Uniglomerular mALT VC3l adPN#R3	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VC3l adPN#R3 (15895228)	Uniglomerular mALT VC3l adPN 23135 BH
23432	Uniglomerular mALT VA2 adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VA2 adPN#R1 (15895160), FBbt:00067352 (15980848)	Uniglomerular mALT VA2 adPN 23433 AA
23512	Uniglomerular mALT VM5v adPN#R2	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VM5v adPN#R2 (15895326), FBbt:00100386 (15980924)	Uniglomerular mALT VM5v adPN 23513 CF
23569	Uniglomerular mALT VA4 lPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VA4 lPN#R1 (15895172), FBbt:00007446 (15980856)	Uniglomerular mALT VA4 lPN 23570 AA
23597	Uniglomerular mALT VM4 adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VM4 adPN#R1 (15895296), FBbt:00100378 (15980911)	Uniglomerular mALT VM4 adPN 23598 BH
23829	Uniglomerular mALT DL4 adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DL4 adPN#R1 (15895070), FBbt:00100382 (15980792)	Uniglomerular mALT DL4 adPN 23830 JMR
24251	Uniglomerular mALT VM7v adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VM7v adPN#R1 (15895346), FBbt:00007454 (15980937)	Uniglomerular mALT VM7v adPN 24252 LK
24622	Uniglomerular mALT D adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT D adPN#R1 (15894906), FBbt:00067355 (15980693)	Uniglomerular mALT D adPN 24623 CF
24726	Uniglomerular mALT VM1 lPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VM1 lPN#R1 (15895276), FBbt:00007452 (15980896)	Uniglomerular mALT VM1 lPN 24727 BH
27048	Uniglomerular mALT DP1l adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DP1l adPN#R1 (15895124), FBbt:00007475 (15980825)	Uniglomerular mALT DP1l adPN 27049 BH
27246	Uniglomerular mALT VM3 adPN#R2	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VM3 adPN#R2 (15895292), FBbt:00100481 (15980906)	Uniglomerular mALT VM3 adPN 27247 JMR
27295	Uniglomerular mALT DA1 lPN#R6	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DA1 lPN#R6 (15894924), FBbt:00067363 (15980700)	Uniglomerular mALT DA1 lPN 27296 BH
27611	Uniglomerular mALT DM5 lPN#R2	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DM5 lPN#R2 (15895106), FBbt:00067367 (15980812)	Uniglomerular mALT DM5 lPN 27612 JMR
27884	Uniglomerular lALT V ilPN bilateral#L1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular lALT V ilPN bilateral#L1 (15894892), FBbt:00003995/FBbt:00049525 (15980690)	Uniglomerular lALT V ilPN bilateral 27885 JMR
28876	Uniglomerular mALT DM3 adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DM3 adPN#R1 (15895094), FBbt:00067017 (15980806)	Uniglomerular mALT DM3 adPN 28877 JMR
30434	Uniglomerular mALT VM5v adPN#R3	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VM5v adPN#R3 (15895328), FBbt:00100386 (15980924)	Uniglomerular mALT VM5v adPN 30435 BH
30791	Uniglomerular mALT DL2d adPN#R3	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DL2d adPN#R3 (15895018), FBbt:00100389 (15980761)	Uniglomerular mALT DL2d adPN 30792 BH
30891	Uniglomerular mALT DM1 lPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DM1 lPN#R1 (15895080), FBbt:00067369 (15980798)	Uniglomerular mALT DM1 lPN 30892 BH
32214	Uniglomerular mALT VA7m lPN#R2	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VA7m lPN#R2 (15895200), FBbt:00067365 (15980872)	Uniglomerular mALT VA7m lPN 32215 BH
32399	Uniglomerular mALT DC3 adPN#R3	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DC3 adPN#R3 (15894996), FBbt:00040000 (15980747)	Uniglomerular mALT DC3 adPN 32400 AA
32793	Multiglomerular mALT l2PN#R2	15754279	Paper: Bates and Schlegel et al 2020	Paper: Marin et al 2020 (15579831), Paper: Bates and Schlegel et al 2020 (15754279), Multiglomerular mALT l2PN#R2 (15894584)	Multiglomerular mALT l2PN VM1+VP2+VP3+23 LTS 0.58 Flywalkies 32794 JMR
32801	Multiglomerular mALT l2PN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Bates and Schlegel et al 2020 (15754279), Multiglomerular mALT l2PN#R1 (15894578)	Multiglomerular mALT l2PN D+VP3+VA7m+24 LTS 0.63 32802 JMR
33903	Uniglomerular mALT DL3 lPN#R5	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DL3 lPN#R5 (15895066), FBbt:00067364 (15980781)	Uniglomerular mALT DL3 lPN 33904 JMR
35246	Uniglomerular mALT D adPN#R2	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT D adPN#R2 (15894908), FBbt:00067355 (15980693)	Uniglomerular mALT D adPN 35247 AA
35447	Uniglomerular mALT VM5d adPN#R2	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VM5d adPN#R2 (15895312), FBbt:00100385 (15980914)	Uniglomerular mALT VM5d adPN 35448 AA
36108	Uniglomerular mALT VA7m lPN#R3	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VA7m lPN#R3 (15895204), FBbt:00067365 (15980872)	Uniglomerular mALT VA7m lPN 36109 BH
36390	Uniglomerular mALT VA1d adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VA1d adPN#R1 (15895134), FBbt:00067357 (15980831)	Uniglomerular mALT VA1d adPN 36391 BH
37212	Multiglomerular mALT lPN#R4	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Marin et al 2020 (15579831), Paper: Bates and Schlegel et al 2020 (15754279), Multiglomerular mALT lPN#R4 (15894610)	Multiglomerular mALT lPN VP1d+VA3+VP1m+10 LTS 0.87 37213 JMR
37235	Multiglomerular mALT lPN#R9	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Marin et al 2020 (15579831), Paper: Bates and Schlegel et al 2020 (15754279), Multiglomerular mALT lPN#R9 (15894608)	Multiglomerular mALT lPN VP1d+VP2+DC2+13 LTS 0.72 37236 JMR
37250	Uniglomerular mALT DA4m adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DA4m adPN#R1 (15894978), FBbt:00047714 (15980736)	Uniglomerular mALT DA4m adPN 37251 JMR
37513	Biglomerular mALT VP3 + VP1l ivPN bilateral#L1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Marin et al 2020 (15579831), Paper: Bates and Schlegel et al 2020 (15754279), Biglomerular mALT VP3 + VP1l ivPN bilateral#L1 (15894528)	Biglomerular mALT VP3 + VP1l ivPN bilateral 37489 AJ
37935	Uniglomerular mALT VC4 adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VC4 adPN#R1 (15895242), FBbt:00100383 (15980885)	Uniglomerular mALT VC4 adPN 37936 CF
38885	Uniglomerular mALT DA2 lPN#R2	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DA2 lPN#R2 (15894954), FBbt:00110882 (15980716)	Uniglomerular mALT DA2 lPN 38886 BH
39139	Uniglomerular mALT VM5d adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VM5d adPN#R1 (15895308), FBbt:00100385 (15980914)	Uniglomerular mALT VM5d adPN 39140 CF
39254	Uniglomerular mALT VC5 adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Marin et al 2020 (15579831), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VC5 adPN#R1 (15895920)	Uniglomerular mALT VC5 adPN 39255 JMR
39668	Uniglomerular mALT DL5 adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DL5 adPN#R1 (15895074), FBbt:00067028 (15980795)	Uniglomerular mALT DL5 adPN 39669 JMR
39682	Uniglomerular mALT DM4 adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DM4 adPN#R1 (15895098), FBbt:00100381 (15980809)	Uniglomerular mALT DM4 adPN 39683 JMR
40306	Uniglomerular mALT VM7d adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VM7d adPN#R1 (15895338), FBbt:00049514 (15980931)	Uniglomerular mALT VM7d adPN 40307 CF
40637	Uniglomerular mALT D adPN#R3	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT D adPN#R3 (15894910), FBbt:00067355 (15980693)	Uniglomerular mALT D adPN 40638 BH
40749	Uniglomerular mALT DA4l adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DA4l adPN#R1 (15894974), FBbt:00100367 (15980733)	Uniglomerular mALT DA4l adPN 40750 BH
41308	Uniglomerular mALT VM3 adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VM3 adPN#R1 (15895288), FBbt:00100481 (15980906)	Uniglomerular mALT VM3 adPN 41309 BH
41578	Uniglomerular mALT VC3l adPN#R2	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VC3l adPN#R2 (15895226)	Uniglomerular mALT VC3l adPN 41579 AJ
42421	Uniglomerular mALT VA1d adPN#R2	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VA1d adPN#R2 (15895136), FBbt:00067357 (15980831)	Uniglomerular mALT VA1d adPN 42422 JMR
42927	Uniglomerular mALT VC4 adPN#R2	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VC4 adPN#R2 (15895246), FBbt:00100383 (15980885)	Uniglomerular mALT VC4 adPN 42928 JMR
43539	Uniglomerular mALT VM7v adPN#R2	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VM7v adPN#R2 (15895350), FBbt:00007454 (15980937)	Uniglomerular mALT VM7v adPN 43540 CF
45242	Uniglomerular mALT VC2 lPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VC2 lPN#R1 (15895212), FBbt:00007449 (15980882)	Uniglomerular mALT VC2 lPN 45243 AA
45882	Biglomerular mALT VP3 + VP1l ivPN bilateral#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Marin et al 2020 (15579831), Paper: Bates and Schlegel et al 2020 (15754279), Biglomerular mALT VP3 + VP1l ivPN bilateral#R1 (15894526)	Biglomerular mALT VP3 + VP1l ivPN bilateral 45883 AA ECM
46105	Biglomerular VP1m + VP5 mALT ilPN bilateral#L1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Marin et al 2020 (15579831), Paper: Bates and Schlegel et al 2020 (15754279), Biglomerular VP1m + VP5 mALT ilPN bilateral#L1 (15894524)	Biglomerular mALT VP1m + VP5 ilPN bilateral 46106 AA ECM
46493	Uniglomerular mALT DC4 adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT DC4 adPN#R1 (15895004), FBbt:00111211 (15980753)	Uniglomerular mALT DC4 adPN 46494 JMR
46800	Uniglomerular mALT VC3l adPN#R1	15754279	Paper: Bates and Schlegel et al 2020	Paper: Zheng et al 2018 (11490509), Paper: Bates and Schlegel et al 2020 (15754279), Uniglomerular mALT VC3l adPN#R1 (15895218)	Uniglomerular mALT VC3l adPN 46801 JMR
