FBbt_id	FBbt_label	new_labels	count	existing_labels
FBbt:00003740	T5d neuron	Glutamatergic	3	Cholinergic
FBbt:00003741	lamina wide-field 1 neuron	Glutamatergic	1	Cholinergic
FBbt:00003741	lamina wide-field 1 neuron	Serotonergic	1	Cholinergic
FBbt:00003741	lamina wide-field 1 neuron	GABAergic	2	Cholinergic
FBbt:00003743	centrifugal neuron C2	Serotonergic	6	GABAergic
FBbt:00003743	centrifugal neuron C2	Histaminergic	2	GABAergic
FBbt:00003743	centrifugal neuron C2	Cholinergic	100	GABAergic
FBbt:00003743	centrifugal neuron C2	Glutamatergic	4	GABAergic
FBbt:00003744	centrifugal neuron C3	Serotonergic	134	GABAergic
FBbt:00003744	centrifugal neuron C3	Histaminergic	56	GABAergic
FBbt:00003744	centrifugal neuron C3	Glutamatergic	6	GABAergic
FBbt:00003744	centrifugal neuron C3	Cholinergic	23	GABAergic
FBbt:00003745	lamina tangential neuron	Serotonergic	2	
FBbt:00003763	l-LNv neuron	Octopaminergic	13	
FBbt:00003763	l-LNv neuron	Serotonergic	4	
FBbt:00003767	distal medullary amacrine neuron	Glutamatergic	3	
FBbt:00003768	distal medullary amacrine neuron Dm1	Serotonergic	12	Glutamatergic
FBbt:00003768	distal medullary amacrine neuron Dm1	GABAergic	1	Glutamatergic
FBbt:00003768	distal medullary amacrine neuron Dm1	Histaminergic	11	Glutamatergic
FBbt:00003768	distal medullary amacrine neuron Dm1	Cholinergic	2	Glutamatergic
FBbt:00003769	distal medullary amacrine neuron Dm2	Glutamatergic	1	Cholinergic
FBbt:00003769	distal medullary amacrine neuron Dm2	Serotonergic	6	Cholinergic
FBbt:00003771	distal medullary amacrine neuron Dm4	Cholinergic	20	Glutamatergic
FBbt:00003771	distal medullary amacrine neuron Dm4	GABAergic	2	Glutamatergic
FBbt:00003773	distal medullary amacrine neuron Dm6	Glutamatergic	30	
FBbt:00003773	distal medullary amacrine neuron Dm6	GABAergic	1	
FBbt:00003773	distal medullary amacrine neuron Dm6	Cholinergic	2	
FBbt:00003776	medulla intrinsic neuron Mi1	Glutamatergic	2	Cholinergic
FBbt:00003777	medulla intrinsic neuron Mi2	Serotonergic	1	Cholinergic
FBbt:00003777	medulla intrinsic neuron Mi2	Glutamatergic	46	Cholinergic
FBbt:00003777	medulla intrinsic neuron Mi2	GABAergic	6	Cholinergic
FBbt:00003779	medulla intrinsic neuron Mi4	Serotonergic	174	GABAergic
FBbt:00003779	medulla intrinsic neuron Mi4	Glutamatergic	7	GABAergic
FBbt:00003779	medulla intrinsic neuron Mi4	Cholinergic	58	GABAergic
FBbt:00003784	medulla intrinsic neuron Mi9	Serotonergic	155	Glutamatergic
FBbt:00003784	medulla intrinsic neuron Mi9	Cholinergic	123	Glutamatergic
FBbt:00003784	medulla intrinsic neuron Mi9	GABAergic	8	Glutamatergic
FBbt:00003785	medulla intrinsic neuron Mi10	Cholinergic	355	GABAergic
FBbt:00003789	transmedullary neuron Tm1	Glutamatergic	3	Cholinergic
FBbt:00003792	transmedullary neuron Tm4	Glutamatergic	1	Cholinergic|GABAergic
FBbt:00003794	transmedullary neuron Tm6	Glutamatergic	2	
FBbt:00003794	transmedullary neuron Tm6	Cholinergic	245	
FBbt:00003797	transmedullary neuron Tm9	Glutamatergic	1	Cholinergic
FBbt:00003804	transmedullary neuron Tm16	Serotonergic	3	
FBbt:00003804	transmedullary neuron Tm16	Cholinergic	347	
FBbt:00003804	transmedullary neuron Tm16	GABAergic	1	
FBbt:00003808	transmedullary neuron Tm20	Glutamatergic	4	Cholinergic
FBbt:00003808	transmedullary neuron Tm20	Serotonergic	1	Cholinergic
FBbt:00003811	transmedullary neuron Tm23	Cholinergic	4	
FBbt:00003811	transmedullary neuron Tm23	Serotonergic	2	
FBbt:00003811	transmedullary neuron Tm23	GABAergic	17	
FBbt:00003812	transmedullary neuron Tm24	Glutamatergic	3	Cholinergic
FBbt:00003814	transmedullary neuron Tm26	Cholinergic	41	
FBbt:00003820	transmedullary Y neuron TmY3	GABAergic	1	Cholinergic
FBbt:00003820	transmedullary Y neuron TmY3	Glutamatergic	1	Cholinergic
FBbt:00003823	transmedullary Y neuron TmY5a	Cholinergic	76	Glutamatergic
FBbt:00003828	transmedullary Y neuron TmY10	Glutamatergic	4	Cholinergic
FBbt:00003831	transmedullary neuron Tm5Y	Cholinergic	442	
FBbt:00003831	transmedullary neuron Tm5Y	Glutamatergic	2	
FBbt:00003833	proximal medullary amacrine neuron Pm1	GABAergic	405	
FBbt:00003833	proximal medullary amacrine neuron Pm1	Serotonergic	10	
FBbt:00003833	proximal medullary amacrine neuron Pm1	Cholinergic	66	
FBbt:00003833	proximal medullary amacrine neuron Pm1	Glutamatergic	3	
FBbt:00003834	proximal medullary amacrine neuron Pm1a	GABAergic	35	
FBbt:00003834	proximal medullary amacrine neuron Pm1a	Serotonergic	1	
FBbt:00003834	proximal medullary amacrine neuron Pm1a	Cholinergic	1	
FBbt:00003835	proximal medullary amacrine neuron Pm2	GABAergic	227	
FBbt:00003835	proximal medullary amacrine neuron Pm2	Cholinergic	38	
FBbt:00003835	proximal medullary amacrine neuron Pm2	Serotonergic	3	
FBbt:00003840	medulla tangential neuron Mt4	Serotonergic	3	Cholinergic
FBbt:00003840	medulla tangential neuron Mt4	GABAergic	56	Cholinergic
FBbt:00003840	medulla tangential neuron Mt4	Glutamatergic	1	Cholinergic
FBbt:00003860	lobula tangential neuron LT1	Dopaminergic	3	
FBbt:00003860	lobula tangential neuron LT1	Cholinergic	1	
FBbt:00003881	lobula-lobula plate columnar neuron LLPC	Glutamatergic	1	
FBbt:00003884	lobula intrinsic neuron Li2	GABAergic	15	
FBbt:00003891	translobula plate neuron Tlp1	Cholinergic	1	Glutamatergic
FBbt:00003894	translobula plate neuron Tlp4	Cholinergic	1	Glutamatergic
FBbt:00003911	Y neuron	Cholinergic	1	
FBbt:00003911	Y neuron	Glutamatergic	1	
FBbt:00003912	Y neuron Y1	Serotonergic	1	Glutamatergic
FBbt:00003912	Y neuron Y1	Cholinergic	1	Glutamatergic
FBbt:00003914	Y neuron Y3	Cholinergic	615	
FBbt:00003915	Y neuron Y4	Cholinergic	8	
FBbt:00003915	Y neuron Y4	Serotonergic	2	
FBbt:00003915	Y neuron Y4	Glutamatergic	161	
FBbt:00003919	equatorial giant horizontal cell HSE	GABAergic	1	
FBbt:00004020	giant fiber neuron	Cholinergic	2	
FBbt:00004020	giant fiber neuron	Serotonergic	1	
FBbt:00004045	LNd neuron	Glutamatergic	4	
FBbt:00004045	LNd neuron	Dopaminergic	5	
FBbt:00004045	LNd neuron	Cholinergic	1	
FBbt:00004045	LNd neuron	GABAergic	2	
FBbt:00004066	wing basalar muscle b1 motor neuron	Glutamatergic	2	
FBbt:00004066	wing basalar muscle b1 motor neuron	GABAergic	1	
FBbt:00004067	wing axillary muscle III3 motor neuron	Octopaminergic	1	
FBbt:00004067	wing axillary muscle III3 motor neuron	GABAergic	1	
FBbt:00004069	wing axillary muscle III1 motor neuron	GABAergic	2	
FBbt:00004070	wing axillary muscle I1 motor neuron	Glutamatergic	1	
FBbt:00004071	dorsal tp motor neuron	GABAergic	1	
FBbt:00004071	dorsal tp motor neuron	Cholinergic	1	
FBbt:00004072	ventral tp motor neuron	GABAergic	1	
FBbt:00004072	ventral tp motor neuron	Octopaminergic	1	
FBbt:00004100	Pdf neuron of abdominal neuromere	GABAergic	1	
FBbt:00004100	Pdf neuron of abdominal neuromere	Glutamatergic	1	
FBbt:00004100	Pdf neuron of abdominal neuromere	Octopaminergic	2	
FBbt:00004225	photoreceptor cell R7	Cholinergic	2	Histaminergic
FBbt:00004225	photoreceptor cell R7	Glutamatergic	5	Histaminergic
FBbt:00004225	photoreceptor cell R7	GABAergic	4	Histaminergic
FBbt:00004225	photoreceptor cell R7	Octopaminergic	1	Histaminergic
FBbt:00004225	photoreceptor cell R7	Serotonergic	1	Histaminergic
FBbt:00004227	photoreceptor cell R8	Octopaminergic	1	Cholinergic|Histaminergic
FBbt:00004227	photoreceptor cell R8	Glutamatergic	4	Cholinergic|Histaminergic
FBbt:00004227	photoreceptor cell R8	Serotonergic	1	Cholinergic|Histaminergic
FBbt:00004242	ocellar retinula cell	Serotonergic	4	
FBbt:00005780	mushroom body dorsal paired medial cell	Dopaminergic	1	GABAergic|Serotonergic
FBbt:00006007	outer photoreceptor cell	Octopaminergic	2	Histaminergic
FBbt:00006007	outer photoreceptor cell	Dopaminergic	1	Histaminergic
FBbt:00006007	outer photoreceptor cell	Serotonergic	3	Histaminergic
FBbt:00006007	outer photoreceptor cell	GABAergic	1	Histaminergic
FBbt:00006007	outer photoreceptor cell	Cholinergic	6	Histaminergic
FBbt:00007389	adult olfactory receptor neuron Or85b	Cholinergic	44	
FBbt:00007393	adult local interneuron of the ventral ALv2 neuroblast	Glutamatergic	15	
FBbt:00007393	adult local interneuron of the ventral ALv2 neuroblast	Cholinergic	1	
FBbt:00007394	adult local interneuron of the lateral ALl1 neuroblast	GABAergic	6	
FBbt:00007394	adult local interneuron of the lateral ALl1 neuroblast	Cholinergic	1	
FBbt:00007395	adult antennal lobe local neuron lLN1	Cholinergic	38	
FBbt:00007395	adult antennal lobe local neuron lLN1	Serotonergic	16	
FBbt:00007396	adult antennal lobe local neuron lLN2	GABAergic	5	
FBbt:00007396	adult antennal lobe local neuron lLN2	Serotonergic	10	
FBbt:00007396	adult antennal lobe local neuron lLN2	Cholinergic	26	
FBbt:00007402	GABAergic local interneuron of the adult antennal lobe	Cholinergic	5	GABAergic
FBbt:00007403	cholinergic local interneuron of the adult antennal lobe	GABAergic	2	Cholinergic
FBbt:00007406	mesothoracic tergotrochanter muscle motor neuron	Glutamatergic	2	
FBbt:00007408	peripherally synapsing interneuron	GABAergic	1	
FBbt:00007408	peripherally synapsing interneuron	Glutamatergic	3	
FBbt:00007428	adult s-LNv neuron	Serotonergic	1	
FBbt:00007428	adult s-LNv neuron	GABAergic	2	
FBbt:00007428	adult s-LNv neuron	Octopaminergic	2	
FBbt:00007428	adult s-LNv neuron	Dopaminergic	5	
FBbt:00007432	adult LP neuron	Dopaminergic	2	Cholinergic
FBbt:00007433	adult Pdf negative s-LNv neuron	Serotonergic	1	Cholinergic
FBbt:00007518	vertical system neuron 2	Cholinergic	1	
FBbt:00007519	vertical system neuron 3	Cholinergic	2	
FBbt:00007521	vertical system neuron 5	Cholinergic	3	
FBbt:00007540	adult fan-shaped body layer 1 tangential neuron	Dopaminergic	1	
FBbt:00007541	adult fan-shaped body layer 2 tangential neuron	Serotonergic	1	
FBbt:00007541	adult fan-shaped body layer 2 tangential neuron	Glutamatergic	9	
FBbt:00007542	adult fan-shaped body layer 3 tangential neuron	GABAergic	18	
FBbt:00007542	adult fan-shaped body layer 3 tangential neuron	Tyraminergic	3	
FBbt:00007542	adult fan-shaped body layer 3 tangential neuron	Glutamatergic	68	
FBbt:00007542	adult fan-shaped body layer 3 tangential neuron	Dopaminergic	4	
FBbt:00007542	adult fan-shaped body layer 3 tangential neuron	Serotonergic	5	
FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	Dopaminergic	1	
FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	Serotonergic	1	
FBbt:00007543	adult fan-shaped body layer 4 tangential neuron	Glutamatergic	11	
FBbt:00007544	adult fan-shaped body layer 5 tangential neuron	GABAergic	6	
FBbt:00007575	aristal sensory neuron VP2	Cholinergic	5	
FBbt:00007576	aristal sensory neuron VP3	Cholinergic	7	
FBbt:00011534	lineage NB1-1 primary motor neuron	Glutamatergic	6	
FBbt:00013774	distal medullary amacrine neuron Dm8a	GABAergic	4	Glutamatergic
FBbt:00047030	adult ellipsoid body-protocerebral bridge 1 glomerulus-dorsal/ventral gall neuron	Octopaminergic	4	Cholinergic
FBbt:00047035	adult ellipsoid body extrinsic ring neuron ExR3	Octopaminergic	2	Serotonergic
FBbt:00047035	adult ellipsoid body extrinsic ring neuron ExR3	Dopaminergic	1	Serotonergic
FBbt:00047036	adult ellipsoid body extrinsic ring neuron ExR4	Glutamatergic	2	
FBbt:00047050	adult tubercle-anterior bulb neuron	Cholinergic	6	
FBbt:00047054	adult olfactory receptor neuron Ir75d	Serotonergic	1	
FBbt:00047054	adult olfactory receptor neuron Ir75d	Cholinergic	95	
FBbt:00047127	adult Dh44 neuron of pars intercerebralis	GABAergic	1	
FBbt:00047215	adult dorsal giant interneuron	Serotonergic	2	
FBbt:00047224	adult antennal lobe projection neuron VP1m+VP5 ilPN	Cholinergic	1	
FBbt:00047225	adult hygrosensory neuron Ir40a VP4	Cholinergic	23	
FBbt:00047226	adult hygrosensory neuron Ir40a VP1d	Cholinergic	18	
FBbt:00047319	adult serotonergic SE neuron	Glutamatergic	3	Serotonergic
FBbt:00047319	adult serotonergic SE neuron	Cholinergic	8	Serotonergic
FBbt:00047319	adult serotonergic SE neuron	Dopaminergic	4	Serotonergic
FBbt:00047346	mechanosensory neuron of interommatidial bristle	Cholinergic	62	
FBbt:00047346	mechanosensory neuron of interommatidial bristle	GABAergic	57	
FBbt:00047346	mechanosensory neuron of interommatidial bristle	Dopaminergic	16	
FBbt:00047346	mechanosensory neuron of interommatidial bristle	Serotonergic	4	
FBbt:00047381	adult GABAergic doublesex AbN (female) neuron	Octopaminergic	1	GABAergic
FBbt:00047427	adult SIFamide cell of pars intercerebralis	Octopaminergic	2	
FBbt:00047511	adult descending neuron	Cholinergic	5	
FBbt:00047511	adult descending neuron	GABAergic	3	
FBbt:00047511	adult descending neuron	Serotonergic	2	
FBbt:00047516	descending neuron of the gnathal ganglion	Cholinergic	10	
FBbt:00047516	descending neuron of the gnathal ganglion	GABAergic	4	
FBbt:00047574	descending neuron of the anterior dorsal brain DNa03	Cholinergic	3	
FBbt:00047576	descending neuron of the anterior dorsal brain DNa05	Cholinergic	7	
FBbt:00047577	descending neuron of the anterior dorsal brain DNa06	Cholinergic	4	
FBbt:00047578	descending neuron of the anterior dorsal brain DNa07	Cholinergic	4	
FBbt:00047580	descending neuron of the anterior dorsal brain DNa09	Cholinergic	3	
FBbt:00047584	descending neuron of the anterior ventral brain DNb03	Cholinergic	8	
FBbt:00047587	descending neuron of the anterior ventral brain DNb06	Cholinergic	2	
FBbt:00047587	descending neuron of the anterior ventral brain DNb06	GABAergic	2	
FBbt:00047588	descending neuron of the pars intercerebralis DNc01	GABAergic	2	
FBbt:00047588	descending neuron of the pars intercerebralis DNc01	Octopaminergic	2	
FBbt:00047589	descending neuron of the pars intercerebralis DNc02	GABAergic	2	
FBbt:00047589	descending neuron of the pars intercerebralis DNc02	Serotonergic	1	
FBbt:00047589	descending neuron of the pars intercerebralis DNc02	Octopaminergic	1	
FBbt:00047590	descending neuron of the outside anterior cluster DNd01	Serotonergic	3	
FBbt:00047592	descending neuron of the outside anterior cluster DNd03	Glutamatergic	2	Octopaminergic
FBbt:00047593	descending neuron of the gnathal ganglion DNg01	Cholinergic	14	
FBbt:00047594	descending neuron of the gnathal ganglion DNg02	GABAergic	2	Cholinergic
FBbt:00047595	descending neuron of the gnathal ganglion DNg03	GABAergic	1	
FBbt:00047595	descending neuron of the gnathal ganglion DNg03	Cholinergic	19	
FBbt:00047596	descending neuron of the gnathal ganglion DNg04	Cholinergic	8	
FBbt:00047597	descending neuron of the gnathal ganglion DNg05	Cholinergic	10	
FBbt:00047598	descending neuron of the gnathal ganglion DNg06	Cholinergic	17	
FBbt:00047599	descending neuron of the gnathal ganglion DNg07	Cholinergic	26	
FBbt:00047599	descending neuron of the gnathal ganglion DNg07	GABAergic	1	
FBbt:00047600	descending neuron of the gnathal ganglion DNg08	Cholinergic	4	
FBbt:00047600	descending neuron of the gnathal ganglion DNg08	GABAergic	32	
FBbt:00047602	descending neuron of the gnathal ganglion DNg10	GABAergic	13	
FBbt:00047602	descending neuron of the gnathal ganglion DNg10	Cholinergic	1	
FBbt:00047603	descending neuron of the gnathal ganglion DNg11	Cholinergic	7	
FBbt:00047603	descending neuron of the gnathal ganglion DNg11	GABAergic	11	
FBbt:00047604	descending neuron of the gnathal ganglion DNg12	Serotonergic	1	
FBbt:00047604	descending neuron of the gnathal ganglion DNg12	Cholinergic	70	
FBbt:00047607	descending neuron of the gnathal ganglion DNg15	Cholinergic	2	
FBbt:00047608	descending neuron of the gnathal ganglion DNg16	Cholinergic	3	
FBbt:00047609	descending neuron of the gnathal ganglion DNg17	Cholinergic	3	
FBbt:00047610	descending neuron of the gnathal ganglion DNg18	GABAergic	5	
FBbt:00047611	descending neuron of the gnathal ganglion DNg19	Cholinergic	3	
FBbt:00047612	descending neuron of the gnathal ganglion DNg20	GABAergic	5	
FBbt:00047613	descending neuron of the gnathal ganglion DNg21	Cholinergic	4	
FBbt:00047614	descending neuron of the gnathal ganglion DNg22	Serotonergic	2	
FBbt:00047614	descending neuron of the gnathal ganglion DNg22	GABAergic	2	
FBbt:00047615	descending neuron of the gnathal ganglion DNg23	GABAergic	4	
FBbt:00047616	descending neuron of the gnathal ganglion DNg24	GABAergic	4	
FBbt:00047618	descending neuron of the gnathal ganglion DNg26	GABAergic	4	
FBbt:00047618	descending neuron of the gnathal ganglion DNg26	Serotonergic	6	
FBbt:00047620	descending neuron of the gnathal ganglion DNg28	Octopaminergic	2	Serotonergic
FBbt:00047620	descending neuron of the gnathal ganglion DNg28	GABAergic	2	Serotonergic
FBbt:00047622	descending neuron of the gnathal ganglion DNg30	Octopaminergic	1	Serotonergic
FBbt:00047622	descending neuron of the gnathal ganglion DNg30	Cholinergic	2	Serotonergic
FBbt:00047623	descending neuron of the gnathal ganglion DNg31	GABAergic	4	
FBbt:00047624	descending neuron of the gnathal ganglion DNg32	Cholinergic	4	
FBbt:00047625	descending neuron of the gnathal ganglion DNg33	Cholinergic	2	
FBbt:00047625	descending neuron of the gnathal ganglion DNg33	GABAergic	2	
FBbt:00047626	descending neuron of the gnathal ganglion DNg34	GABAergic	2	Glutamatergic|Octopaminergic
FBbt:00047627	descending neuron of the gnathal ganglion DNg35	Cholinergic	2	
FBbt:00047628	descending neuron of the gnathal ganglion DNg36	Cholinergic	14	
FBbt:00047629	descending neuron of the gnathal ganglion DNg37	GABAergic	2	Cholinergic
FBbt:00047630	descending neuron of the gnathal ganglion DNg38	GABAergic	4	
FBbt:00047630	descending neuron of the gnathal ganglion DNg38	Cholinergic	2	
FBbt:00047631	descending neuron of the gnathal ganglion DNg39	Cholinergic	5	
FBbt:00047633	descending neuron of the gnathal ganglion DNg41	Glutamatergic	4	
FBbt:00047635	descending neuron of the posterior brain DNp02	Serotonergic	1	Cholinergic
FBbt:00047636	descending neuron of the posterior brain DNp03	Cholinergic	3	
FBbt:00047640	descending neuron of the posterior brain DNp07	Cholinergic	4	
FBbt:00047644	descending neuron of the posterior brain DNp11	Cholinergic	2	
FBbt:00047645	descending neuron of the posterior brain DNp12	Cholinergic	4	
FBbt:00047647	descending neuron of the posterior brain DNp14	Cholinergic	4	
FBbt:00047648	descending neuron of the posterior brain DNp15	Cholinergic	4	
FBbt:00047649	descending neuron of the posterior brain DNp16	Cholinergic	12	
FBbt:00047650	descending neuron of the posterior brain DNp17	Cholinergic	24	
FBbt:00047650	descending neuron of the posterior brain DNp17	Glutamatergic	2	
FBbt:00047652	descending neuron of the posterior brain DNp19	Cholinergic	4	
FBbt:00047653	descending neuron of the posterior brain DNp20	Glutamatergic	1	Cholinergic
FBbt:00047654	descending neuron of the posterior brain DNp21	Cholinergic	2	
FBbt:00047655	descending neuron of the posterior brain DNp22	Cholinergic	6	
FBbt:00047656	descending neuron of the posterior brain DNp23	Cholinergic	4	
FBbt:00047658	descending neuron of the posterior brain DNp25	GABAergic	5	
FBbt:00047659	descending neuron of the posterior brain DNp26	Cholinergic	2	
FBbt:00047660	descending neuron of the posterior brain DNp27	Serotonergic	1	
FBbt:00047660	descending neuron of the posterior brain DNp27	GABAergic	2	
FBbt:00047661	descending neuron of the posterior brain DNp28	Cholinergic	4	
FBbt:00047662	descending neuron of the posterior brain DNp29	Serotonergic	2	
FBbt:00047662	descending neuron of the posterior brain DNp29	Cholinergic	2	
FBbt:00047662	descending neuron of the posterior brain DNp29	Octopaminergic	1	
FBbt:00047664	descending neuron of the posterior brain DNp31	Cholinergic	2	
FBbt:00047665	descending neuron of the posterior brain DNp32	Octopaminergic	1	
FBbt:00047665	descending neuron of the posterior brain DNp32	GABAergic	2	
FBbt:00047666	descending neuron of the posterior brain DNp33	Cholinergic	4	
FBbt:00047667	descending neuron of the posterior brain DNp34	Cholinergic	4	
FBbt:00047668	descending neuron of the posterior brain DNp35	Cholinergic	2	
FBbt:00047669	descending neuron outside of the brain DNx01	Cholinergic	6	
FBbt:00047708	antennal lobe local neuron 4	Glutamatergic	4	
FBbt:00047709	antennal lobe local neuron 5	Glutamatergic	4	
FBbt:00047716	mediolateral antennal lobe tract projection neuron 3	GABAergic	1	
FBbt:00047718	adult uniglomerular antennal lobe projection neuron V l2PN	Cholinergic	2	
FBbt:00047723	lateral antennal lobe tract projection neuron 3	Cholinergic	2	
FBbt:00047924	Johnston organ neuron EVM	Cholinergic	1	
FBbt:00047928	antennal lobe AST-associated neuron 1	Cholinergic	2	
FBbt:00047932	antennal lobe descending neuron 1	Cholinergic	2	
FBbt:00048027	labellar taste peg mechanosensory neuron	Cholinergic	66	
FBbt:00048027	labellar taste peg mechanosensory neuron	GABAergic	23	
FBbt:00048028	labellar taste peg chemosensory neuron	Serotonergic	2	
FBbt:00048058	mechanosensory neuron of leg campaniform sensillum	GABAergic	8	
FBbt:00048059	mechanosensory neuron of trochanter campaniform sensillum	Cholinergic	58	
FBbt:00048059	mechanosensory neuron of trochanter campaniform sensillum	Glutamatergic	7	
FBbt:00048059	mechanosensory neuron of trochanter campaniform sensillum	GABAergic	201	
FBbt:00048061	mechanosensory neuron of hair plate	Cholinergic	47	
FBbt:00048061	mechanosensory neuron of hair plate	GABAergic	122	
FBbt:00048061	mechanosensory neuron of hair plate	Glutamatergic	27	
FBbt:00048072	mechanosensory neuron of prothoracic hair plate	GABAergic	1	
FBbt:00048101	adult doublesex TN1B (male) neuron	Cholinergic	14	
FBbt:00048101	adult doublesex TN1B (male) neuron	GABAergic	1	
FBbt:00048103	adult doublesex TN1D (male) neuron	Cholinergic	6	
FBbt:00048104	adult doublesex TN1E (male) neuron	Cholinergic	6	
FBbt:00048109	wing axillary muscle I2 motor neuron	Glutamatergic	2	
FBbt:00048110	tpn motor neuron	Cholinergic	1	
FBbt:00048112	DLM motor neuron	GABAergic	2	
FBbt:00048114	adult NPF L1-l neuron	Glutamatergic	1	
FBbt:00048114	adult NPF L1-l neuron	Octopaminergic	1	
FBbt:00048139	adult olfactory receptor neuron Or46aB	Cholinergic	18	
FBbt:00048139	adult olfactory receptor neuron Or46aB	Serotonergic	2	
FBbt:00048142	allatostatin A neuron	GABAergic	1	
FBbt:00048246	transmedullary Y neuron TmY15	Cholinergic	3	GABAergic
FBbt:00048255	LH-CA neuron of the dopaminergic PPL2ab cluster	Glutamatergic	2	Dopaminergic
FBbt:00048266	adult dopaminergic neuron of gnathal ganglion	Cholinergic	4	Dopaminergic
FBbt:00048271	wing margin taste bristle	Glutamatergic	165	
FBbt:00048271	wing margin taste bristle	Cholinergic	389	
FBbt:00048272	wing margin mechanosensory bristle	Glutamatergic	4	
FBbt:00048272	wing margin mechanosensory bristle	Cholinergic	583	
FBbt:00048272	wing margin mechanosensory bristle	GABAergic	2	
FBbt:00048277	mechanosensory neuron of Wheeler's organ	Cholinergic	105	
FBbt:00048279	sensory neuron of wing campaniform sensillum	Serotonergic	1	
FBbt:00048279	sensory neuron of wing campaniform sensillum	Cholinergic	393	
FBbt:00048279	sensory neuron of wing campaniform sensillum	Glutamatergic	5	
FBbt:00048279	sensory neuron of wing campaniform sensillum	GABAergic	8	
FBbt:00048296	sensory neuron of haltere campaniform sensillum	Glutamatergic	1	
FBbt:00048296	sensory neuron of haltere campaniform sensillum	Cholinergic	595	
FBbt:00048296	sensory neuron of haltere campaniform sensillum	GABAergic	2	
FBbt:00048297	sensory neuron of haltere capitellum trichoid sensillum	GABAergic	5	
FBbt:00048297	sensory neuron of haltere capitellum trichoid sensillum	Cholinergic	70	
FBbt:00048356	adult neurosecretory cell of pars intercerebralis	Serotonergic	1	
FBbt:00048465	adult dopaminergic mesothoracic neuron	Glutamatergic	1	Dopaminergic
FBbt:00048514	labellar taste bristle mechanosensory neuron	GABAergic	30	
FBbt:00048514	labellar taste bristle mechanosensory neuron	Cholinergic	54	
FBbt:00048514	labellar taste bristle mechanosensory neuron	Serotonergic	1	
FBbt:00048514	labellar taste bristle mechanosensory neuron	Glutamatergic	1	
FBbt:00048516	wedge projection neuron	Cholinergic	1	
FBbt:00048518	interoceptive SEZ neuron	Serotonergic	1	
FBbt:00048864	MNB lineage primary neuron	Glutamatergic	1	
FBbt:00048865	NB1-1 lineage primary neuron	Glutamatergic	1	
FBbt:00048869	NB2-3 lineage primary neuron	Cholinergic	2	
FBbt:00048870	NB2-4 lineage primary neuron	Glutamatergic	5	
FBbt:00048874	NB3-3 lineage primary neuron	Cholinergic	8	
