filename	label	is_a	part_of	comment	dbxrefs	synonyms
1370785	A09e_a5l (L1EM:1370785)	neuron	embryonic/larval nervous system	Left, A5, A09o, prepreLT, a1ppk_consistent_network, large input arbor / no output, Burgos et al 2018, post_sensory, 14  Dark Pink, T1 - 10 - Dark Blue, connectivity_mechanosensory, AUTO ascending neurons at 1112 gap, ND_published, ND_all published et al	catmaid_l1em:1370785	
1371419	A09l_a4l Down-and-back-1 (L1EM:1371419)	neuron|larval down and back neuron	embryonic/larval nervous system	A4, Down-and-back, classIV-preferred, focus-stephan-a4, A09l, Burgos et al 2018, mw cholinergic, ND_all published et al	catmaid_l1em:1371419	
1378190	A09l_a3r Down-and-back-1 (L1EM:1378190)	neuron|larval down and back neuron	embryonic/larval nervous system	Down-and-back, A3, Left, focus-stephan-a3, stereotypy paper A3, A09l, Burgos et al 2018, mw cholinergic, ND_all published et al	catmaid_l1em:1378190	
1398327	A09a_a4r Basin-2 (L1EM:1398327)	neuron	embryonic/larval nervous system	Basin, Class IV Preferred Interneurons A3-A4, Basin 2/4, Marta-2, locked, classIV-preferred, basin_goro_circuit, csm_figure5_neurons, a4basins, focus-stephan-a4, R72F11-GAL4, R72F11-LexA, A09a, S2A1, Burgos et al 2018, Albert please unlock, acetylcholine, Lin 09 A4 R, mw backup locked, nr basins, BasinsMax, ND_all published et al	catmaid_l1em:1398327	
1401011	Basin-3 a4r (L1EM:1401011)	neuron|adult abdominal segment 4	embryonic/larval nervous system	a4, Basin 2/4, classIV-preferred, A4, basin_goro_circuit, csm_figure5_neurons, a4basins, R72F11-GAL4, R72F11-LexA, A09g, Burgos et al 2018, Albert please unlock, locked, Lin 09 A4 R, mw backup locked, CCWA09Input, CCWA09input, nr basins, BasinsMax, ND_all published et al	catmaid_l1em:1401011	
1401061	A02o_a5r Wave-1 (L1EM:1401061)	neuron	embryonic/larval nervous system	Wave, brain gap crossed, locked, A4, classIV-preferred, A02o, csm_figure5_neurons, Neuron Fragments Search of Class IV, Right, max_call_size, stephan-ascending, Burgos et al 2018, Albert please unlock, post_sensory, acetylcholine, glutamate, mw backup locked, mw cholinergic and glutamatergic, ND_all published et al	catmaid_l1em:1401061	
1702280	A09l_a4r Down-and-back-1 (L1EM:1702280)	neuron|larval down and back neuron	embryonic/larval nervous system	Down-and-back, Left, A4, classIV-preferred, focus-stephan-a4, A09l, Burgos et al 2018, connects to A09l_a4r Down-and-back-1, mw cholinergic, ND_all published et al	catmaid_l1em:1702280	
1815127	A09c_a3r Basin-4 (L1EM:1815127)	neuron	embryonic/larval nervous system	Basin 2/4, A3, focus-stephan-a3, stereotypy paper A3, A09c, Burgos et al 2018, Merged: neuron 13856332, CCWA09Input, CCWA09input, nr basins, BasinsMax, ND_all published et al	catmaid_l1em:1815127	
2194374	A02o_a3l Wave-1 (L1EM:2194374)	neuron	embryonic/larval nervous system	Class IV Preferred Interneurons A3-A4, Wave, A02o, local_basin_partner, csm_figure5_neurons, Downstream TODO, Left, max_call_size, stephan-ascending, Upstreams of Goro akira, a1ppk_consistent_network, Burgos et al 2018, post_sensory, connectivity_mechanosensory, Forsubmission_Tihana_mechanosesnorynetwork, acetylcholine, glutamate, Tihana_mechanosensory_final, CCWA09Input, CCWA09input, mw cholinergic and glutamatergic, ND_published, ND_all published et al	catmaid_l1em:2194374	
2370290	A09e_a5r (L1EM:2370290)	neuron	embryonic/larval nervous system	contralateral, csm_figure5_neurons, Class IV Preferred Interneurons A3-A4, Class IV Connected Projection Neurons, Contralateral, A09o, a1ppk_consistent_network, Burgos et al 2018, gap fragment, post_sensory, connectivity_mechanosensory, AUTO ascending neurons at 1112 gap, ND_published, ND_all published et al	catmaid_l1em:2370290	
2558717	TePn05 classIV-related projection C right (L1EM:2558717)	neuron	embryonic/larval nervous system	Downstream TODO, Neuron Fragments Search of Class IV, Left, stephan-ascending, a1ppk_consistent_network, DMNBp, downstream of SCBp, nusreen to review, Burgos et al 2018, dark blue, T1 - 10 - Dark Blue, Forsubmission_Tihana_mechanosesnorynetwork, Tihana_mechanosensory_final, AUTO ascending neurons at 1112 gap, Imambocus et al, CCWA09Input, CCWA09input, zz-p, ND_published, ND_all published et al	catmaid_l1em:2558717	
2693767	A09l_a3l Down-and-back-1 (L1EM:2693767)	neuron|larval down and back neuron	embryonic/larval nervous system	Down-and-back, A3, focus-stephan-a3, stereotypy paper A3, A09l, Burgos et al 2018, mw cholinergic, ND_all published et al	catmaid_l1em:2693767	
2777891	vdaD class III md_a1r or es? (L1EM:2777891)	neuron|larval intersegmental nerve branch ISNd of A1-7|segmental nerve pioneer neuron	embryonic/larval nervous system	Sensory neurons ventral a1 akira, Whole sensory neurons at A1 segment akira, md class III, prepreLO1, prepreLT, Class III a1r, nusreen to review, A1 neurons, A1R Sensory, Burgos et al 2018, mdClassIII_to_RGPNinputs, sensory to RGPNinputs, A1 Sensory, all_sensories, dark blue, sens_to_RGPNinter_T3, m19_a1, SNs, SNd, Sens Ven MD, SNp, connectivity_mechanosensory, Forsubmission_Tihana_mechanosesnorynetwork, Tihana_mechanosensory_final, RGpaper_somatosensory, mw VNC sensories, mw VNC sensories 2, mw VNC sensories A1, external somatosensory, Imambocus et al, RG_connectome_T2, mw A1 neurons, mw A1 wider set, mw right, mw A1 neurons paired, mw brain matrix + A1, SH_somato, mw A1 neurons paired + accessory + dVNCs, SNp A1 R, FOR21, FOR21_sensory, Sens_FOR, mw brain matrix and A1, mw brain paper all neurons, A1N aff, mw test matrices, sw:brain_paired:R, published T3 A1 A2, CCWA09Input, CCWA09input, AM_published, mw A1 classII_III, sw;pairs;R, ND_Class III Sens_a1 all, mw A1 sens plot, ND_published, ND_all published et al	catmaid_l1em:2777891	
3040481	Basin4_a1 (L1EM:3040481)	neuron|dorsal lateral bristle of antennal segment 1	embryonic/larval nervous system	A1, A09, Marta-2, a1basins, formarta, basin-4, locked, basin_goro_circuit, csm_figure5_neurons, repetition_validation, focus-stephan-a1, R72F11-GAL4, R72F11-LexA, R57F07-GAL4, R72F11_AD + 57F07_DBD, Albert cover, A09c, cho_plus_interneurons_a1, a1cho_inhibitory_network, Basins A1 akira, prepreLO1, prepreLT, cho_paper_neurons, Basin-4 L, l1_comparison_core, a1ppk_consistent_network, downstream of AN-B2, DSB2B, LEFT, test_annotation, Javier basin, Javier to analyze, Sensory_to_VL_MBINs akira, Basin4_a1, MB_FB_CN_all_akira, MB_FB_all_akira, A1 neurons, A1L, NB3-5, NB3-5 Candidates, Burgos et al 2018, A1L Interneurons, clb_cho-Basin, clb_post, post_sensory, connectivity_mechanosensory, Forsubmission_Tihana_mechanosesnorynetwork, acetylcholine, Tihana_mechanosensory_final, A19c_B1toMN, NB3-5 Lin 9 A1 L, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Laura Circuit, CCW A09_a1l, mw backup locked, sw:brain_paired:L, published T3 A1 A2, YYCWMLEH, CCWA09Input, CCWA09input, nr basins, sw;pairs;L, mw A1 interneuron Noci 2nd/3rd-order, mw A1 interneuron Chord 2nd/3rd-order, mw A1 interneuron ClassII_III 2nd/3rd-order, mw A1 interneuron Noci 2nd_order, mw A1 interneuron Chord 2nd_order, mw A1 interneuron ClassII_III 2nd_order, Maxime2022, BasinsMax, ND_Chordotonal 2nd order, mw A1 post-sens plot, ND_published, ND_all published et al	catmaid_l1em:3040481	
3041612	Basin2_a1 (L1EM:3041612)	neuron|dorsal lateral bristle of antennal segment 1	embryonic/larval nervous system	A1, A09, a1basins, formarta, basin-2, locked, basin_goro_circuit, csm_figure5_neurons, repetition_validation, focus-stephan-a1, R72F11-GAL4, R72F11-LexA, Albert cover, A09a, cho_plus_interneurons_a1, a1cho_inhibitory_network, Basins A1 akira, prepreLT, cho_paper_neurons, chopaper_basin2, Basin-2 L, l1_comparison_core, fragment, a1ppk_consistent_network, LEFT, test_annotation, Javier basin, Javier to analyze, Sensory_to_VL_MBINs akira, Basin2_a1, MB_FB_CN_all_akira, MB_FB_all_akira, A1 neurons, A1L, NB3-5, NB3-5 Candidates, Burgos et al 2018, A1L Interneurons, clb_cho-Basin, clb_LN-Basin, clb_post, post_sensory, connectivity_mechanosensory, Forsubmission_Tihana_mechanosesnorynetwork, acetylcholine, Tihana_mechanosensory_final, A19c_B1toMN, NB3-5 Lin 9 A1 L, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, CCW A09_a1l, mw backup locked, sw:brain_paired:L, published T3 A1 A2, CCWA09Input, CCWA09input, nr basins, sw;idev5, sw;pairs;L, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron Noci 2nd/3rd-order, mw A1 interneuron Chord 2nd/3rd-order, mw A1 interneuron ClassII_III 2nd/3rd-order, mw A1 interneuron Noci 2nd_order, mw A1 interneuron Chord 2nd_order, mw A1 interneuron ClassII_III 2nd_order, mw A1 interneuron pre-MN 3rd_order, Maxime2022, mw cholinergic, BasinsMax, ND_Chordotonal 2nd order, mw A1 post-sens plot, ND_published, ND_all published et al	catmaid_l1em:3041612	
3091943	Basin3_a1 (L1EM:3091943)	neuron	embryonic/larval nervous system	A1, Left, a1basins, formarta, basin-3, locked, mechano_basins, basin_goro_circuit, csm_figure5_neurons, repetition_validation, R72F11-GAL4, R72F11-LexA, Albert cover, A09g, cho_plus_interneurons_a1, a1cho_inhibitory_network, Basins A1 akira, cho_paper_neurons, Basin-3 R, RIGHT, test_annotation, Javier basin, Javier to analyze, Sensory_to_VL_MBINs akira, Basin3_a1, MB_FB_CN_all_akira, MB_FB_all_akira, Atlas_MB_FB_select_right_akira, Atlas_MB_FB_CN_right_akira, Check_jm_akira, Check_jm_akira2, MacLeod, A1 neurons, A1R, NB3-5, NB3-5 Candidates, Burgos et al 2018, clb_cho-Basin, clb_post, post_sensory, A white, Lin X9 A1 R, DM VM ipsi, connectivity_mechanosensory, Forsubmission_Tihana_mechanosesnorynetwork, acetylcholine, Tihana_mechanosensory_final, NB3-5 Lin 9 A1 R, mw A1 neurons, mw A1 wider set, mw right, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Laura Circuit, mw backup locked, sw:brain_paired:R, published T3 A1 A2, YYCWMLEH, CCWA09Input, CCWA09input, nr basins, sw;pairs;R, mw A1 interneuron Proprio 2nd/3rd-order, mw A1 interneuron Chord 2nd/3rd-order, mw A1 interneuron ClassII_III 2nd/3rd-order, mw A1 interneuron ES 2nd/3rd-order, mw A1 interneuron Chord 2nd_order, mw A1 interneuron ClassII_III 2nd_order, mw A1 interneuron ES 2nd_order, mw A1 interneuron Proprio 3rd_order, BasinsMax, ND_Chordotonal 2nd order, mw A1 post-sens plot, ND_published, ND_all published et al	catmaid_l1em:3091943	
3220573	A09l_a5r Down-and-back-1 (L1EM:3220573)	neuron|larval down and back neuron	embryonic/larval nervous system	Down-and-back, Class IV Preferred Interneurons Others, leed, downandback, A09l, Burgos et al 2018, mw cholinergic, ND_all published et al	catmaid_l1em:3220573	
3281615	A09l_a2l Down-and-back-1 (L1EM:3281615)	neuron|larval down and back neuron	embryonic/larval nervous system	Down-and-back, Class IV Preferred Interneurons Others, A09l, prepreLT, a1ppk_consistent_network, Burgos et al 2018, post_sensory, published T3 A1 A2, mw cholinergic, ND_published, ND_all published et al	catmaid_l1em:3281615	
3437872	A02o_a5l Wave-1 (L1EM:3437872)	neuron	embryonic/larval nervous system	Downstream TODO, Neuron Fragments Search of Class IV, A02o, Wave, Burgos et al 2018, acetylcholine, glutamate, mw cholinergic and glutamatergic, ND_all published et al	catmaid_l1em:3437872	
3720037	gorogoro t2l (L1EM:3720037)	neuron|adult ventral nerve cord|larval Goro neuron	embryonic/larval nervous system	formarta, Marta-2, T2, VNC, T06, T06t, gorogoro, locked, basin_goro_circuit, csm_figure5_neurons, R69F06-GAL4, R16E11-LexA, R69E06-LexA, R69E06-GAL4, Albert cover, Goro project akira, Upstreams of Goro akira, ASB left, S2A1, S7A1, U11A2, gorogoro t2-L, U11A2-Simplified, Burgos et al 2018, 14  Dark Pink, DPMm2 bilat desc R MDT downstream, DPMm2 IPA VMC desc R MDT downstream, post-post-proprioceptor >5, A19c upstream indirect, mw A1 accessory neurons, mw A1 neurons paired + accessory + dVNCs, mw brain matrix + A1, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, mw left, nr Tel-like 10 downstream 3-hop, mw backup locked, sw:brain_paired:L, sw;pairs;L, Maxime2022, ND_all published et al	catmaid_l1em:3720037	
3786734	ppk_v'ada_a1 (L1EM:3786734)	neuron|abdominal anterior ventral multidendritic neuron vdaa|larval intersegmental nerve branch ISNd of A1-7|segmental nerve pioneer neuron	embryonic/larval nervous system	v'ada, A1, locked, a1ppks, large-sensory-list-casey, repetition_validation, ppk1.9-GAL4, ppk-1kb-hs43-lexA-GAD, Albert cover, Sensory neurons ventral a1 akira, Whole sensory neurons at A1 segment akira, md class iv, prepreLO1, prepreLT, l1_comparison_core, a1ppk_consistent_network, RIGHT, a1classIVmd, Javier Class IV, Javier to analyze, Sensory_to_VL_MBINs akira, ppk_v'ada_a1, MB_FB_CN_all_akira, MB_FB_all_akira, Atlas_MB_FB_select_right_akira, Atlas_MB_FB_CN_right_akira, monosynaptic inputs A1, A1 neurons, A1R Sensory, Burgos et al 2018, Tihana's paper 2018 Matrix, class III Alain, A1 Sensory, all_sensories, md class IV, sens_not_to_RGPNinter_T3, m19_a1, SNs, SNd, Sens Ven MD, SNp, all sensory neurons, RGpaper_somatosensory, mw VNC sensories, mw VNC sensories 2, mw VNC sensories A1, external somatosensory, Imambocus et al, mw A1 neurons, mw A1 wider set, mw right, mw A1 neurons paired, mw brain matrix + A1, mw A1 noci, mw A1 neurons paired + accessory + dVNCs, SNp A1 R, FOR21, FOR21_sensory, Sens_FOR, mw brain matrix and A1, mw brain paper all neurons, A1N aff, mw test matrices, mw backup locked, sw:brain_paired:R, published T3 A1 A2, CCWA09Input, CCWA09input, AM_published, sw;idev0, sw;pairs;R, Maxime2022, ND_Class IV Sens_a1, More, ND_Class IV Sens_a1 all, mw A1 sens plot, ND_published, ND_all published et al	catmaid_l1em:3786734	
3995976	A01d3_a1l (L1EM:3995976)	neuron|dorsal lateral bristle of antennal segment 1|obsolete larval A01d3 neuron|larval antennal-pharyngeal nerve motor neuron	embryonic/larval nervous system	A01_a1l, A01d-3_a1l, GDL backward akira, A1 neurons, NB1-2, A1L, Burgos et al 2018, RF PMNs for Brandon, RF PMN_MN for Brandon, A1L Interneurons, A1_pMNs, Aref_PMN, pmn_left, Dorsal, A01d2, Aref_pmn_expanded, Left, post_sensory, RF PMN latest, m_19_all, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, ant ven comm A1, Lin X12 A1 L, Zarin236PMNs, mw VNC PMNs A1, m19_a1, NB1-2 Lin 01 A1 L, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, FOR21, FOR21_inter, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Zarin PMNs 29 pairs for NIH R01, mw test PMN, mw backup locked, sw:brain_paired:L, published T3 A1 A2, mw A1 in_hubs ad, sw;pairs;L, sw;mdev1, mw A1 interneuron pre-MN 2nd/3rd-order, mw A1 interneuron Proprio 2nd/3rd-order, mw A1 interneuron Noci 2nd/3rd-order, mw A1 interneuron ClassII_III 2nd/3rd-order, mw A1 interneuron ES 2nd/3rd-order, mw A1 interneuron Unknown 2nd/3rd-order, mw A1 interneuron pre-MN 2nd_order, mw A1 interneuron ClassII_III 2nd_order, mw A1 interneuron ES 2nd_order, mw A1 interneuron Proprio 3rd_order, mw A1 interneuron Noci 3rd_order, mw A1 interneuron Unknown 3rd_order, Maxime2022, mw cholinergic, sw;mdeviants, mw A1 premotorneuron plot, ND_published, ND_all published et al	catmaid_l1em:3995976	
4022794	Handle-A a1 (L1EM:4022794)	neuron|adult ventral nerve cord	embryonic/larval nervous system	A1, VNC, Unpaired, locked, Handle-A, local_basin_partner, csm_figure5_neurons, A00b2, two_axon_test, cho_plus_interneurons_a1, a1cho_inhibitory_network, prepreLT, cho_paper_neurons, chopaper_Ha, handle-modulation, ASB symmetric, A1 00, Medial A1, NB0-0, Burgos et al 2018, post_sensory, B light grey, Lin 00 A1, connectivity_mechanosensory, Forsubmission_Tihana_mechanosesnorynetwork, GABA, Tihana_mechanosensory_final, Lin 00 targeted by chordo, mw backup locked, published T3 A1 A2, YYCWMLEH, CCWladderInput, CCWA09Input, CCWA09input, nr handle, mw GABAergic, ND_all published et al	catmaid_l1em:4022794	
4042315	MN22/23 (RF:LT2/LT3) LT1_a1l (L1EM:4042315)	neuron|dorsal lateral bristle of antennal segment 1|T neuron	embryonic/larval nervous system	SN MN A1 left, labm1, labm12, to be reviewed by albert/casey, SN MNs a1 akira, Whole motor neurons at A1 segment akira, a1mzcells, Matthias_all_SN_MNs, Anita, 20170109, Zwart_et_al_A1_motorneurons_l, MNs_a1, A08 A1 IA, A1 motorneurons, A1 neurons, A1L, A1L Motor Neurons, Burgos et al 2018, RF PMN_MN for Brandon, T, CCW A1L fasciculating cluster, jm_EL lineage, CCW A1L EL fasiculating cluster, F4, CMUG: F4, CMUG: B4, Aref_MN, z19_MNs, ZPMN2019, locked, Z19_forAshok, Z19_formodel, ZarinPMNs, m19_a1, ZarinMNs, Zarin_A1MNs_CellBodyleft, Zarin_A1MNs_CNS exit left, CMUG: F4L, mw VNC motorneurons A1, CCW ELs, mw A1 neurons, mw A1 wider set, mw left, mw A1 neurons paired, mw A1 MN, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, Ellie all NB3-3 A1, SNp A1 L, FOR21, FOR21_outputs, outputs_FOR, mw brain matrix and A1, mw brain paper all neurons, P01_outputs, mw test matrices, rolling_lateral_muscles_CNS exit left, A26f post 20211012, mw backup locked, sw:brain_paired:L, published T3 A1 A2, A1_motor_Damian, sw;pairs;L, Maxime2022, ND_motor Neurons a1, ND_VNC Motor Neurons a1, mw A1 motor plot, LT motor neurons, ND_published, ND_all published et al	catmaid_l1em:4042315	
4049878	Basin4_a1 (L1EM:4049878)	neuron|adult ventral nerve cord	embryonic/larval nervous system	A1, A09, VNC, Left, Marta-2, a1basins, basin-4, locked, basin_goro_circuit, csm_figure5_neurons, repetition_validation, focus-stephan-a1, R72F11-GAL4, R72F11-LexA, R57F07-GAL4, R72F11_AD + 57F07_DBD, Albert cover, A09c, cho_plus_interneurons_a1, a1cho_inhibitory_network, Basins A1 akira, cho_paper_neurons, Basin-4 R, l1_comparison_core, a1ppk_consistent_network, RIGHT, test_annotation, Javier basin, Javier to analyze, Sensory_to_VL_MBINs akira, Basin4_a1, MB_FB_CN_all_akira, MB_FB_all_akira, Atlas_MB_FB_select_right_akira, Atlas_MB_FB_CN_right_akira, A1 neurons, A1R, NB3-5, NB3-5 Candidates, Burgos et al 2018, clb_cho-Basin, clb_post, post_sensory, Earlya08_downstream, Lin X9 A1 R, DM VM ipsi, connectivity_mechanosensory, Forsubmission_Tihana_mechanosesnorynetwork, acetylcholine, Tihana_mechanosensory_final, A19c_B1toMN, NB3-5 Lin 9 A1 R, mw A1 neurons, mw A1 wider set, mw right, mw A1 neurons paired, mw brain matrix + A1, mw A1 neurons paired + accessory + dVNCs, mw brain matrix and A1, mw brain paper all neurons, mw test matrices, Laura Circuit, mw backup locked, sw:brain_paired:R, published T3 A1 A2, YYCWMLEH, CCWladderInput, CCWA09Input, CCWA09input, nr basins, sw;pairs;R, mw A1 interneuron Noci 2nd/3rd-order, mw A1 interneuron Chord 2nd/3rd-order, mw A1 interneuron ClassII_III 2nd/3rd-order, mw A1 interneuron Noci 2nd_order, mw A1 interneuron Chord 2nd_order, mw A1 interneuron ClassII_III 2nd_order, Maxime2022, BasinsMax, ND_Chordotonal 2nd order, mw A1 post-sens plot, ND_published, ND_all published et al	catmaid_l1em:4049878	
