skid	name	paper_id	paper_name	synonyms	FBbt_ID
3450751	Multiglomerular PN 5	19711583	Eichler, Li, Litwin-Kumar et al. 2017	mPN BAmd1-g right|mPN|MB2ON-164	
3664102	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Thermo KC B_right - mbi2 - unknown	
3690921	Thermo PN 4	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Lower Looping PN Right - AVM004 (BAla1/2)	
3709977	Gustatory PN 2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	backwards handlebar left (looks like 35a)	
3756659	Thermo PN 5	19711583	Eichler, Li, Litwin-Kumar et al. 2017	PN Only Connects To Togethers Right|MB2IN-183	
3813487	OAN-a2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Ladder (olfactory) post.	
3886356	DAN-d1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE4h left	
3890028	MBIN-e2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE24a right	
3991518	Thermo PN 3	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Handlebar PN (CB on left)	
4022539	CN-62	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE20 right|MBON-m1	
4108016	Thermo PN 7	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Upper Looping PN Left - AVM004	
4152020	Multiglomerular PN 6	19711583	Eichler, Li, Litwin-Kumar et al. 2017	from upper looping PN - peptidergic right	
4154421	Thermo PN 4	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Lower Looping PN Left - AVM004	
4195012	MBON-h1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE13a right	
4229950	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Thermo KC A_Right - Mushroom Body  Left	
7187384	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Thermo KC B_left - mbi2 - unknown	
7616956	OAN-e1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE9a right	
7802210	MBON-i1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE5a left	
7897469	MBON-q1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE2as right	
11525714	OAN-g1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE22 left	
12156009	Gustatory PN 3	19711583	Eichler, Li, Litwin-Kumar et al. 2017	handlebar-like 4 (no soma) left 	
12475432	MBIN-e2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE24a left	
12805363	OAN-g1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE22 right	
12871993	DAN-k1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE1b left	
17068730	OAN-a1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Ladder (olfactory) ant.	
13789482	Gustatory PN 2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	backwards handlebar right	
14541927	MBIN-e1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	AVM011f left	
15404207	MBIN-l1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE19 right	
15571194	APL	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE12 left	
15592096	DAN-c1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE4g left	
15617305	MBON-a2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE7b right	
15810983	MBON-d2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE30 left	
16178283	CN-61	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE26 right|MBON-p1	
16240569	DAN-c1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE4g right	
16353832	MBIN-b2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE10b right	
16485079	CN-47	19711583	Eichler, Li, Litwin-Kumar et al. 2017	LH bilateral axon 2 MB_right; BLVa12 b 3|MB2ON-123|LH-9|Multiglomerular PN 4|LHN-11	
16627838	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC49?	
16631114	KC	19711583	Eichler, Li, Litwin-Kumar et al. 2017	KC78?	
16782830	MBON-b2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE11b left	
16797672	MBON-i1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE5a right	
11524047	MBON-g2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE15b right	
17016974	CN-62	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE20 left|MBON-m1	
11333054	Gustatory PN 1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Gustatory PN left	
11017761	CN-61	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE26 left|MBON-p1	
7901791	DAN-f1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE4a left	
7910624	MBON-q1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE2as left	
7971031	Thermo PN 1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	PVL005 1 right	
7983899	OAN-e1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE9a left	
17295912	MBIN-b2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE10b left	
8254894	Unknown PN 2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	PN in Olfactory Bundle 2 right	
8319311	MBIN-b1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE10a right	
8338584	MBON-h1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE13a left	
8598886	3rd-order Thermo right; CPLd interneuron	19711583	Eichler, Li, Litwin-Kumar et al. 2017		
8689674	MBIN-b1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE10a left	
8798010	MBON-h2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE13b left	
8877158	MBON-a1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE7a left	
8980589	CN-59	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE18 right|MBON-c1	
9275210	Thermo PN 6	19711583	Eichler, Li, Litwin-Kumar et al. 2017	PVL005 - 2 Right (V1); BLVa34 a 11	
9291474	Thermo PN 2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	AVL011 PN Right	
9469519	MBON-b2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE11b right	
9747418	PPLV - 2 Left (maybe PVL014c)	19711583	Eichler, Li, Litwin-Kumar et al. 2017		
9747710	Thermo PN 3	19711583	Eichler, Li, Litwin-Kumar et al. 2017	Handlebar PN (CB on Right)	
10160250	Multiglomerular PN 5	19711583	Eichler, Li, Litwin-Kumar et al. 2017	mPN BAmd1-g left|mPN|MB2ON-164	
10163418	MBON-a1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE7a right	
10673895	DAN-g1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	MBE4f right	
11067379	Gustatory PN 4	19711583	Eichler, Li, Litwin-Kumar et al. 2017	non-olfactory PN left	
8012953	Unknown PN 2	19711583	Eichler, Li, Litwin-Kumar et al. 2017	PN in Olfactory Bundle 2 left	
12948470	Thermo PN 1	19711583	Eichler, Li, Litwin-Kumar et al. 2017	PVL005 1 left	
8361378	anlagen cell-older_left	19711972	Larderet, Fritsch et al. 2017		
8358800	anlagen cell_left	19711972	Larderet, Fritsch et al. 2017		
8337623	anlagen cell_left	19711972	Larderet, Fritsch et al. 2017		
8362221	anlagen cell_left	19711972	Larderet, Fritsch et al. 2017		
8448464	anlagen cell_left	19711972	Larderet, Fritsch et al. 2017		
8448457	anlagen cell_left	19711972	Larderet, Fritsch et al. 2017		
8432028	anlagen cell_right	19711972	Larderet, Fritsch et al. 2017		
8271034	LONI;right	19711972	Larderet, Fritsch et al. 2017		
7940800	anlagen cell_left	19711972	Larderet, Fritsch et al. 2017		
8353473	anlagen cell_left	19711972	Larderet, Fritsch et al. 2017		
7694589	LONI;left	19711972	Larderet, Fritsch et al. 2017		
1816102	anlagen cell_right	19711972	Larderet, Fritsch et al. 2017		
8448477	anlagen cell_left	19711972	Larderet, Fritsch et al. 2017		
8448568	anlagen cell_left	19711972	Larderet, Fritsch et al. 2017		
8448796	anlagen cell_left	19711972	Larderet, Fritsch et al. 2017		
8448809	anlagen cell_left	19711972	Larderet, Fritsch et al. 2017		
8449457	anlagen cell_left	19711972	Larderet, Fritsch et al. 2017		
8449478	anlagen cell_left	19711972	Larderet, Fritsch et al. 2017		
8470256	anlagen cell_right	19711972	Larderet, Fritsch et al. 2017		
2208920	anlagen cell_left	19711972	Larderet, Fritsch et al. 2017		
6264270	basin-related descending 1 sog_r	19712046	Ohyama, Schneider-Mizell et al. 2015		
5268581	basin-related descending 1 sog_l	19712046	Ohyama, Schneider-Mizell et al. 2015		
5691934	telephone-1L	19712046	Ohyama, Schneider-Mizell et al. 2015		
5108525	A08h_a1r right	19712046	Ohyama, Schneider-Mizell et al. 2015		
4555763	A08h_a1l	19712046	Ohyama, Schneider-Mizell et al. 2015		
3862443	telephone-1R	19712046	Ohyama, Schneider-Mizell et al. 2015		
3764792	_telegoro-1	19712046	Ohyama, Schneider-Mizell et al. 2015	telegoro-1R	
2743404	hook-2_a2l	19712046	Ohyama, Schneider-Mizell et al. 2015		
5754346	_telegoro-1	19712046	Ohyama, Schneider-Mizell et al. 2015	telegoro-1L	
3863488	hook-2_a2r	19712046	Ohyama, Schneider-Mizell et al. 2015		
5613144	RG Hugin Input right -> paired with #7381964? Check gap crossings (best match atm)	19712202	Schlegel et al. 2016		
5404887	MB2ON-214	19712202	Schlegel et al. 2016	Happy Left 	
5614978	T1l asc contra 01	19712202	Schlegel et al. 2016		
2620299	Premotor for PaN + MN - paired with #10885848?	19712202	Schlegel et al. 2016		
5349961	MB2ON-214	19712202	Schlegel et al. 2016	Happy Right 	
5311299	T1r Ascending into PC_right	19712202	Schlegel et al. 2016		
5038920	MBE - Input of Hugin RG Candidates right 1 - paired with #5688091	19712202	Schlegel et al. 2016		
5644800	T1l descending 	19712202	Schlegel et al. 2016		
5378683	T1l Ascending into PC_left	19712202	Schlegel et al. 2016		
5688091	MBE - Input of Hugin RG Candidates left 1 - paired with #5038920	19712202	Schlegel et al. 2016		
7338309	DPMpl12 Brain into SEZ left	19712202	Schlegel et al. 2016		
6445994	Pre PMN left	19712202	Schlegel et al. 2016		
6796532	neuron - paired with #2619764	19712202	Schlegel et al. 2016		
6802553	T1l asc contra 02	19712202	Schlegel et al. 2016		
7136254	MB2ON-149	19712202	Schlegel et al. 2016	Moggy_left	
7165165	Medial Unpaired T3?	19712202	Schlegel et al. 2016		
4785242	AF3 thermo 3rd left	19712202	Schlegel et al. 2016		
7340664	Midline Projection Neuron _ a3l	19712202	Schlegel et al. 2016		
7381964	RG Hugin Input left-> paired with #5613144? Check gap crossings (best match atm)	19712202	Schlegel et al. 2016		
5860970	A23f2 (= Pre-goro9)_a3r	19712202	Schlegel et al. 2016		
4364826	MB2ON-146	19712202	Schlegel et al. 2016	Grumpy_left	
2622540	A01?_a4r	19712202	Schlegel et al. 2016		
4179669	A26g_a2l	19712202	Schlegel et al. 2016		
864517	SOG Neuron into Thoracic - gap crossing unfinished	19712202	Schlegel et al. 2016		
2369444	MB2IN-199	19712202	Schlegel et al. 2016	Z: contra_left |MB2ON-88	
2597151	AF5: Short-presynaptic-D-1R	19712202	Schlegel et al. 2016		
2619764	neuron - paired with #6796532	19712202	Schlegel et al. 2016		
2622502	Projection Neuron right - Type I - paired with #8010889	19712202	Schlegel et al. 2016		
8008617	T1r descending	19712202	Schlegel et al. 2016		
2632168	neuron 2632169	19712202	Schlegel et al. 2016		
2679035	SEZ-IN-15-right	19712202	Schlegel et al. 2016		
2815572	SEZ local interneuron	19712202	Schlegel et al. 2016		
2935173	_WS	19712202	Schlegel et al. 2016	WS: from olfactory to Hugin interneuron right	
2935198	AF3 thermo 3rd right	19712202	Schlegel et al. 2016		
3158085	AF5: Short-presynaptic-D-1L	19712202	Schlegel et al. 2016		
3276003	MB2IN-150	19712202	Schlegel et al. 2016	L1: Short-presynapticD-3-R	
3436420	Pre PMN right	19712202	Schlegel et al. 2016		
3595837	DPMm1 Brain descending into VNC right	19712202	Schlegel et al. 2016		
3598000	DPMm1 Brain descending into VNC 2 right	19712202	Schlegel et al. 2016		
3613276	Interneuron W right - Inputs from SE0 Serotonin - paired with #9787565	19712202	Schlegel et al. 2016		
3722787	A23f2 (= Pre-goro9)_a3l	19712202	Schlegel et al. 2016		
3946432	_WS	19712202	Schlegel et al. 2016	WS: from olfactory to Hugin interneuron left	
4284106	MB2ON-151	19712202	Schlegel et al. 2016	Holder_left	
8010889	Projection Neuron left - Type I - paired with #2622502	19712202	Schlegel et al. 2016		
7557604	MB2IN-150	19712202	Schlegel et al. 2016	L1: Short-presynapticD-3-L	
9455820	MB2ON-219	19712202	Schlegel et al. 2016	Sweetness Right 130521_Cand1_OSN2_IN5 Bilateral	
9319255	A01?_a4l	19712202	Schlegel et al. 2016		
19912140	T1r asc contra 02	19712202	Schlegel et al. 2016		
18461988	Contralateral axon	19712202	Schlegel et al. 2016		
17641913	AF4: TOH left	19712202	Schlegel et al. 2016		
16575803	MB2ON-146	19712202	Schlegel et al. 2016	Grumpy_right	
15242799	MB2ON-217	19712202	Schlegel et al. 2016	BC ; Right	
13429045	AF4: TOH right; Large Spider Neuron right	19712202	Schlegel et al. 2016		
12920745	post B5 17 r	19712202	Schlegel et al. 2016		
12824059	post B5 17 l	19712202	Schlegel et al. 2016		
12042430	A06?_a1l	19712202	Schlegel et al. 2016		
11868260	MB2ON-152	19712202	Schlegel et al. 2016	Angler_right	
11517136	A01?_a8l	19712202	Schlegel et al. 2016		
11291634	Midline Projection Neuron  - paired with #7340664	19712202	Schlegel et al. 2016		
12944429	neuron 12944430 with a soma	19712202	Schlegel et al. 2016		
10885848	T1 Local Interneuron - paired with #2620299? a27l t2?	19712202	Schlegel et al. 2016		
11121240	A00g_a3 ?	19712202	Schlegel et al. 2016		
9563254	A01?_a8r	19712202	Schlegel et al. 2016		
9748981	MB2ON-149	19712202	Schlegel et al. 2016	Moggy_right	
9758503	MB2ON-151	19712202	Schlegel et al. 2016	Holder_right	
9793489	MB2ON-217	19712202	Schlegel et al. 2016	BC ; Left	
9805588	MB2ON-152	19712202	Schlegel et al. 2016	Angler_left	
9787565	Interneuron W left - Inputs from SE0 Serotonin - paired with #3613276	19712202	Schlegel et al. 2016		
9903957	MB2ON-219	19712202	Schlegel et al. 2016	Sweetness Left SOG neuron	
9935752	T1r asc contra 01	19712202	Schlegel et al. 2016		
10119916	MB2IN-199	19712202	Schlegel et al. 2016	Z: contra_right|MB2ON-88	
10716080	DPMm1 Brain descending into VNC left	19712202	Schlegel et al. 2016		
10728318	DPMm1 Brain descending into VNC 2 left	19712202	Schlegel et al. 2016		
10492059	A31f_a1r?	19712396	Fushiki et al. 2016		
4847161	a03d/e_a2r	19712396	Fushiki et al. 2016		
12901480	a03d/e_a2l	19712396	Fushiki et al. 2016		
12809874	feagment	19712396	Fushiki et al. 2016		
12946254	A03 12946255	19712396	Fushiki et al. 2016		
10227539	crescent_a1r	19712396	Fushiki et al. 2016		
4848300	A03EGB_a2r (EGHBAL)	19712396	Fushiki et al. 2016		
10089252	A03EGB_a2l (EGHBAL)	19712396	Fushiki et al. 2016		
10017073	A27k_up_a1r	19712396	Fushiki et al. 2016		
7808341	crescent_a1l	19712396	Fushiki et al. 2016		
7019050	A01a?_a1r      rf	19712396	Fushiki et al. 2016		
4850740	A18f?_a3l	19712396	Fushiki et al. 2016		
13095126	A31f_a1l?	19712396	Fushiki et al. 2016		
10133525	A14 dude?_a1r	19712396	Fushiki et al. 2016		
13302529	A18f?_a3r	19712396	Fushiki et al. 2016		
17114293	A27k_up_a1l	19712396	Fushiki et al. 2016		
14046464	A12b?_a1l	19712396	Fushiki et al. 2016		
14046472	A12b?_a1r	19712396	Fushiki et al. 2016		
15565587	A03?3_a2r	19712396	Fushiki et al. 2016		
13545404	neuron 13545405_fragment	19712396	Fushiki et al. 2016		
360668	putative MD III/IV_T1r	19716589	Takagi et al. 2017		
3952743	putative md III/IV_t1l	19716589	Takagi et al. 2017		
13875211	MN2? ISN MN (U3?-MN2- NB7-1?)_a2r	19716589	Takagi et al. 2017		
13885023	MN ISN MN_a2l (U4/U5)	19716589	Takagi et al. 2017		
4514711	putative md class III/IV_t2l	19716589	Takagi et al. 2017		
14194234	MN30 RP4_a1l	19716589	Takagi et al. 2017		
16306343	md class IV? t1l	19716589	Takagi et al. 2017		
18181776	md class IV? t1r	19716589	Takagi et al. 2017		
18202032	md class IV? t1r	19716589	Takagi et al. 2017		
18339058	md class IV? t1l	19716589	Takagi et al. 2017		
14087107	MN30 RP4_a1r	19716589	Takagi et al. 2017		
14198375	ISN MN_a1r	19756504	Heckscher et al. 2015		
14045016	MN14 RP1_a1l	19756504	Heckscher et al. 2015		
14047130	MN2 ISN(U3-NB7-1?)_a1l	19756504	Heckscher et al. 2015		
14047760	MN10 U2_a1r	19756504	Heckscher et al. 2015		
14048287	MN2 ISN(U3-NB7-1?)_a1r	19756504	Heckscher et al. 2015		
14087107	MN30 RP4_a1r	19756504	Heckscher et al. 2015		
14194026	MN ISN MN_a1r    R only 	19756504	Heckscher et al. 2015		
14194234	MN30 RP4_a1l	19756504	Heckscher et al. 2015		
14201007	A08e1_a2r	19756504	Heckscher et al. 2015		
16713121	MN21/22 (RF:LT1/LT2) LT2_a1r  	19756504	Heckscher et al. 2015		
14573136	dbd_t3r_JMpair5	19756504	Heckscher et al. 2015		
15551560	dmd1_a1r_JMpair3	19756504	Heckscher et al. 2015		
15879188	A08e2_a2r	19756504	Heckscher et al. 2015		
16042164	SN motor neuron a1r bilateral	19756504	Heckscher et al. 2015		
16314353	SN motor neuron a1r posterior dendrite	19756504	Heckscher et al. 2015		
20901068	MN6/7 RP3_a1r	19756504	Heckscher et al. 2015		
20901073	MN6/7 RP3_a1l	19756504	Heckscher et al. 2015		
13885023	MN ISN MN_a2l (U4/U5)	19756504	Heckscher et al. 2015		
14206438	MN14 RP1_a1r	19756504	Heckscher et al. 2015		
13884216	MN-VO4–6 (NB7-1 was- VO6 (17)? )_a2l	19756504	Heckscher et al. 2015		
4289745	SN motor neuron a1l posterior dendrite	19756504	Heckscher et al. 2015		
13882192	MN ISN MN_a2l [MN-VL2 (13)?]	19756504	Heckscher et al. 2015		
3641568	SN motor neuron a1r ventral dendrite	19756504	Heckscher et al. 2015		
4042315	MN22/23 (RF:LT2/LT3) LT1_a1l	19756504	Heckscher et al. 2015		
4050398	SN motor neuron a1l	19756504	Heckscher et al. 2015		
4102728	MN22/23 (RF:LT2/LT3) LT1_a1r  	19756504	Heckscher et al. 2015		
4121534	MN23/24 (RF: LT3/LT4) LT4_a1r  	19756504	Heckscher et al. 2015		
4271519	SN motor neuron a1l ventral dendrite	19756504	Heckscher et al. 2015		
4289773	MN23/24 (RF: LT3/LT4) LT4_a1l	19756504	Heckscher et al. 2015		
4326468	MN8 (RF:SBM) LT3_a1l	19756504	Heckscher et al. 2015		
13883598	MN10U2_a2l	19756504	Heckscher et al. 2015		
4881629	MN8 (RF:SBM) LT3_a1r 	19756504	Heckscher et al. 2015		
6467481	MN21/22 (RF:LT1/LT2) LT2_a1l	19756504	Heckscher et al. 2015		
8026224	MN10 U2_a1l	19756504	Heckscher et al. 2015		
4483081	SN motor neuron a1l bilateral	19756504	Heckscher et al. 2015		
8374407	A08e2_a2l	19756504	Heckscher et al. 2015		
13881810	MN-VO4/5_a2l (NB7-1? ISN MN-15/16 ?)	19756504	Heckscher et al. 2015		
13877402	MN ISN MN_a2r (U4/U5)	19756504	Heckscher et al. 2015		
8234536	vpda classI md?_t3r	19756504	Heckscher et al. 2015		
13875538	MN10 U2_a2r	19756504	Heckscher et al. 2015		
12960079	dmd1_a1l_JMpair3	19756504	Heckscher et al. 2015		
12825902	Neuron 20725668_fragment	19756504	Heckscher et al. 2015		
13877013	ISN MN_a2r (U4/U5)	19756504	Heckscher et al. 2015		
11578922	vpda classI md?_t3l	19756504	Heckscher et al. 2015		
11321644	neuron 11321645 frag run into a1 neuron	19756504	Heckscher et al. 2015		
10562191	dbd_t3l_JMpair5	19756504	Heckscher et al. 2015		
10051927	MN ISN MN_a2r [MN-VL2 (13)?]	19756504	Heckscher et al. 2015		
8602632	A08e1_a2l	19756504	Heckscher et al. 2015		
18322843	fragment	19756692	Gerhard et al. 2017		
8067524	SelN138 classIV-related descending sog right	19756692	Gerhard et al. 2017		
6660660	A00c_A8l?	19756692	Gerhard et al. 2017		
5731368	A00c_A8l?	19756692	Gerhard et al. 2017		
3661586	SelN138 classIV-related descending sog left	19756692	Gerhard et al. 2017		
7124156	A10f-like a1r (not part of A10 lineage)	19862922	Burgos et al 2018		
10152437	A07c4?_a1l	19862922	Burgos et al 2018		
4206755	A10f-like a1l	19862922	Burgos et al 2018		
6896580	A07c4?_a1r	19862922	Burgos et al 2018		
4042315	MN22/23 (RF:LT2/LT3) LT1_a1l	19862922	Burgos et al 2018		
4102728	MN22/23 (RF:LT2/LT3) LT1_a1r  	19862922	Burgos et al 2018		
367872	putative class III or es	19862922	Burgos et al 2018		
3414508	contra-vine left	20282757	Miroschnikow et al. 2018		
3859195	Munin left 2	20282757	Miroschnikow et al. 2018		
3801211	BC: neuron 3801212 - paired with #2147157	20282757	Miroschnikow et al. 2018		
3762060	Bubsy Right	20282757	Miroschnikow et al. 2018		
3756659	Thermo PN 5	20282757	Miroschnikow et al. 2018	PN Only Connects To Togethers Right|MB2IN-183	
3732322	SEZ-IN-32-right	20282757	Miroschnikow et al. 2018		
3728746	MB2IN-205	20282757	Miroschnikow et al. 2018	Munin right 1	
3709977	Gustatory PN 2	20282757	Miroschnikow et al. 2018	backwards handlebar left (looks like 35a)	
3690921	Thermo PN 4	20282757	Miroschnikow et al. 2018	Lower Looping PN Right - AVM004 (BAla1/2)	
3498479	contra-vine right	20282757	Miroschnikow et al. 2018		
3477008	SEZ-X-left	20282757	Miroschnikow et al. 2018		
3454765	SEZ-IN-A04-right	20282757	Miroschnikow et al. 2018		
3450751	Multiglomerular PN 5	20282757	Miroschnikow et al. 2018	mPN BAmd1-g right|mPN|MB2ON-164	
3443129	T3r asc contra 01	20282757	Miroschnikow et al. 2018		
3436420	Pre PMN right	20282757	Miroschnikow et al. 2018		
3946166	MB2IN-206	20282757	Miroschnikow et al. 2018	Pre-goro3 left	
3613276	Interneuron W right - Inputs from SE0 Serotonin - paired with #9787565	20282757	Miroschnikow et al. 2018		
3946364	AF6: Munin Output left	20282757	Miroschnikow et al. 2018		
3991518	Thermo PN 3	20282757	Miroschnikow et al. 2018	Handlebar PN (CB on left)	
3356289	SEZ-IN-A06-right	20282757	Miroschnikow et al. 2018		
4992322	neuron 4992323 (MNB in SEZ?)	20282757	Miroschnikow et al. 2018		
4992273	neuron 4992274	20282757	Miroschnikow et al. 2018		
4985759	Thermo PN 2	20282757	Miroschnikow et al. 2018	AVL011 PN Left	
4876704	Unknown PN 1	20282757	Miroschnikow et al. 2018	PN in Olfactory Bundle 1 right	
4785242	AF3 thermo 3rd left	20282757	Miroschnikow et al. 2018		
4620453	AVL011 PN Right 2?	20282757	Miroschnikow et al. 2018		
4603253	neuron 4603254	20282757	Miroschnikow et al. 2018		
4393049	Gustatory PN 4	20282757	Miroschnikow et al. 2018	non-olfactory PN right	
4284106	MB2ON-151	20282757	Miroschnikow et al. 2018	Holder_left	
4249897	NPF_t3l	20282757	Miroschnikow et al. 2018		
4154421	Thermo PN 4	20282757	Miroschnikow et al. 2018	Lower Looping PN Left - AVM004	
